Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,HS,AS,HST,AST,B365H,B365D,B365A
83,83,10,sáb,2018-11-10,15:30,Aves,3.4,1.0,Rio Ave,1419,Estádio Clube Desportivo das Aves,Luís Godinho,/pt/partidas/39b7d572/Aves-Rio-Ave-2018Novembro10-Primeira-Liga,2,1,4-4-2,4-2-3-1,22.0,11.0,13.0,4.0,39.0,16.0,523.0,498.0,18.0,16.0,10.0,5.0,15.0,28.0,1.0,1.0,,,84.0,59.0,3.0,0.0,0.0,3.0,1.0,0.0,André Ferreira,Rodrigo Alves Soares,Luis Fariña,Nildo Petrolina,Nélson Lenho,Amilton,Carlos Ponck,Claudio Falcão,Derley,Issam El Adoua,Diego Galo,Quentin Beunardeau,Rodrigo Defendi,Vitor Costa,Bruno Manuel Araújo Braga,Michel,Hamdou Elhouni,Leonardo César Jardim,Matheus Reis,Jonathan Buatu Mananga,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Diego Lopes,João Schmidt,Fábio Coentrão,Eliseu Cassamá,Galeno,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Bruno Moreira,Junio,Leandrinho,Gabriel Airton de Souza,19,11,8,5,2.75,3.4,2.45
84,84,10,sáb,2018-11-10,15:30,Belenenses,0.8,0.6,Boavista,1622,Estádio Nacional,André Narciso,/pt/partidas/84ea6f1c/Belenenses-SAD-Boavista-2018Novembro10-Primeira-Liga,0,0,4-3-3,4-2-3-1,23.0,26.0,4.0,2.0,22.0,14.0,585.0,379.0,13.0,16.0,15.0,8.0,18.0,24.0,1.0,3.0,7.0,10.0,123.0,72.0,5.0,0.0,0.0,6.0,0.0,0.0,Muriel Becker,Eduardo Henrique,Vincent Sasso,Licá,Diogo Viana,Fredy,André Santos,Jonatan Lucca,Alhassane Keita,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Dálcio,Matija Ljujić,Zakarya Bergdich,Gonçalo Silva,Ousmane Dramé,Helton Leite,Gonçalo Cardoso,Nwankwo Obiora,Talocha,Rochinha,David Simão,Fábio Espinho,Carraça,André Claro,Neris,Rafael Lopes,Rafael Bracalli,Raphael,Mateus Galiano da Costa,Edu Machado,Rafael Costa,Índio,12,11,2,3,2.25,3.2,3.25
85,85,10,sáb,2018-11-10,18:00,Nacional,1.4,0.9,Maritimo,2981,Estádio da Madeira,Rui Costa,/pt/partidas/266a54ad/Nacional-Maritimo-2018Novembro10-Primeira-Liga,1,0,4-1-4-1,4-3-3,12.0,24.0,0.0,3.0,17.0,19.0,554.0,450.0,23.0,14.0,11.0,10.0,29.0,25.0,2.0,1.0,11.0,11.0,88.0,93.0,3.0,0.0,0.0,2.0,0.0,0.0,Daniel Guimarães,Nuno Vieira Campos,João Tiago Serrão Garcês,Okacha Hamzaoui,João Pedro Gomes Camacho,Sérgio Marakis,Kalindi Alves de Souza,Witi,Felipe Aliste Lopes,Julio,Vítor Gonçalves,Ohoulo Framelin,Diogo Alexis Rodrigues Coelho,Mauro Cerqueira,Abdullahi Ibrahim Alhassan,Kenji Gorré,Aleksandar Paločević,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Edgar Costa,Jean Cléber,Leandro Barrera,Fabrício Baiano,Josip Vuković,Fábio China,Diederrick Joel,Charles,Marcão,Ibson Pereira De Melo,Jorge Correa,Rodrigo Pinho,Eulânio Ângelo Chipela Gomes,16,9,3,2,2.4,3.3,2.87
86,86,10,sáb,2018-11-10,20:30,Porto,0.8,0.8,Sp Braga,47929,Estádio Do Dragão,Artur Soares Dias,/pt/partidas/4d16b933/Porto-Braga-2018Novembro10-Primeira-Liga,1,0,4-1-3-2,4-4-2,16.0,18.0,9.0,5.0,28.0,20.0,607.0,450.0,7.0,19.0,15.0,11.0,21.0,42.0,1.0,4.0,9.0,12.0,89.0,80.0,1.0,0.0,0.0,1.0,0.0,0.0,Iker Casillas,Maxi Pereira,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Jesús Corona,Danilo Pereira,Felipe,Tiquinho Soares,Vaná,Hernâni Fortes,Héctor Herrera,Chancel Mbemba,André Pereira,Otávio,Tiago Sá,Nuno Sequeira,Pablo Santos,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Wilson Eduardo,Eduardo Teixeira,João Novais,Fábio Martins,Raul Silva,17,10,3,2,1.4,4.5,7.5
87,87,10,dom,2018-11-11,15:00,Guimaraes,2.4,0.3,Santa Clara,12484,Estádio Dom Afonso Henriques,Carlos Xistra,/pt/partidas/df3e4dc7/Vitoria-Guimaraes-Santa-Clara-2018Novembro11-Primeira-Liga,2,0,4-1-4-1,4-4-2,14.0,12.0,10.0,3.0,26.0,20.0,657.0,500.0,14.0,15.0,14.0,8.0,20.0,18.0,2.0,0.0,8.0,7.0,56.0,63.0,1.0,0.0,0.0,2.0,0.0,0.0,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,João Carlos Teixeira,Florent Hanin,Hélder Ferreira,Marco André Rocha Pereira,Rui Pedro Oliveira Silva,Fábio Cardoso,Osama Rashid,Denis Pineda,César,Bruno Lamas,Mamadu Candé,Anderson Carvalho,Zé Manuel,Fernando,João Lopes,Ukra,Pedro Pacheco,João Paulo Lázaro Lucas,Abdiel Arroyo,Kaio Pantaleão,20,7,6,1,1.57,3.6,6.5
88,88,10,dom,2018-11-11,17:30,Tondela,1.1,2.8,Benfica,4755,Estádio João Cardoso,João Pinheiro,/pt/partidas/ba68b647/Tondela-Benfica-2018Novembro11-Primeira-Liga,1,3,4-4-2,4-3-3,14.0,12.0,2.0,7.0,9.0,20.0,373.0,792.0,14.0,10.0,15.0,9.0,26.0,11.0,0.0,1.0,8.0,4.0,95.0,88.0,4.0,1.0,1.0,3.0,0.0,0.0,Cláudio Ramos,Ícaro do Carmo Silva,António Xavier,Hélder Tavares,Jhon Murillo,Sergio Peña,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Pedro José Moreira Silva,João Jaquité,Patrick,Juan Delgado,João Reis,João Mendes,Odisseas Vlachodimos,Germán Conti,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Gabriel,Jonas,Franco Cervi,Pizzi,Rafa Silva,André Almeida,Mile Svilar,Haris Seferović,Andrija Živković,Filip Krovinović,Andreas Samaris,João Félix,7,15,4,5,7.5,4.5,1.4
89,89,10,dom,2018-11-11,20:00,Sp Lisbon,1.8,0.1,Chaves,20359,Estádio José Alvalade,Tiago Martins,/pt/partidas/510fac15/Sporting-CP-Chaves-2018Novembro11-Primeira-Liga,2,1,4-4-2,4-3-3,11.0,10.0,10.0,2.0,28.0,12.0,668.0,420.0,23.0,15.0,13.0,15.0,10.0,25.0,3.0,1.0,2.0,11.0,74.0,70.0,1.0,0.0,0.0,2.0,1.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Nani,Jérémy Mathieu,Bas Dost,Bruno Gaspar,Jovane Cabral,Nemanja Gudelj,Miguel Luís,Romain Salin,Fredy Montero,Lumor Agbenyenu,Abdoulay Diaby,Radosav Petrović,Josip Mišić,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Avtandil Ebralidze,Stephen Eustáquio,Jeferson Fernandes Macedo,Renan Bardini Bressan,André Luis,Luís Martins,Nikola Maraš,Marcão,Bruno Gallo,António Filipe de Carvalho,Hugo Basto,Jefferson de Jesus Santos,William,João Teixeira,Niltinho,17,3,5,1,1.33,5.0,10.0
90,90,11,sex,2018-11-30,19:30,Santa Clara,1.3,2.2,Belenenses,2369,Estádio de São Miguel,António Nobre,/pt/partidas/e378381c/Santa-Clara-Belenenses-SAD-2018Novembro30-Primeira-Liga,2,3,4-2-3-1,4-3-3,13.0,14.0,5.0,7.0,12.0,14.0,481.0,464.0,11.0,25.0,15.0,13.0,10.0,20.0,1.0,1.0,9.0,10.0,96.0,97.0,3.0,0.0,1.0,0.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Osama Rashid,Paulo Clemente,César,Bruno Lamas,Mamadu Candé,Anderson Carvalho,Zé Manuel,Patrick,Fernando,João Lopes,Rui Pedro Oliveira Silva,Ukra,Pedro Pacheco,Minhoca,Abdiel Arroyo,Muriel Becker,Vincent Sasso,Licá,Diogo Viana,Fredy,Henrique Almeida,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Eduardo Henrique,Matija Ljujić,Zakarya Bergdich,Cleylton Santos,Ousmane Dramé,14,10,4,6,2.14,3.1,3.6
91,91,11,sáb,2018-12-01,15:30,Maritimo,0.4,0.9,Setubal,4256,Estádio dos Barreiros,Artur Soares Dias,/pt/partidas/fbc6b53e/Maritimo-Vitoria-Setubal-2018Dezembro1-Primeira-Liga,0,1,4-2-3-1,4-4-1-1,17.0,23.0,4.0,6.0,27.0,28.0,563.0,455.0,20.0,14.0,15.0,14.0,29.0,23.0,1.0,1.0,5.0,8.0,96.0,98.0,1.0,0.0,0.0,2.0,0.0,0.0,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Danny,João Gamboa,Ricardo Jorge Oliveira Valente,Josip Vuković,Fábio China,Diederrick Joel,Charles,Marcão,Rodrigo Pinho,Edgar Costa,Jean Cléber,Leandro Barrera,Cristiano Pereira Figueiredo,Mano,Dankler,Éber Bessa,Vasco Fernandes,Rúben Micael,Hildeberto Pereira,Nuno Pinto,Frédéric Mendy,José Semedo,Mikel Agu,Joel Castro Pereira,Artur Jorge Marques Amorim,Nuno Daniel Costeira Valente,André Pedrosa,Valdu Té,Zequinha,12,10,3,4,2.37,3.1,3.1
92,92,11,sáb,2018-12-01,18:00,Benfica,2.8,0.1,Feirense,44547,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/d4ada794/Benfica-Feirense-2018Dezembro1-Primeira-Liga,4,0,4-3-3,4-2-3-1,15.0,14.0,7.0,0.0,23.0,6.0,737.0,394.0,19.0,21.0,10.0,17.0,9.0,19.0,6.0,0.0,4.0,14.0,64.0,71.0,2.0,0.0,0.0,2.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Jonas,Andrija Živković,Pizzi,Rafa Silva,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Gabriel,Franco Cervi,Haris Seferović,Alfa Semedo,Filip Krovinović,Caio Secco,Tiago Gomes,Antonio Briseño,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Kódjo Alphonse,Cris,João Silva,Fábio Sturgeon,Bruno Brigido,Diogo Miguel Guedes Almeida,Roderick Miller,Brian Gómez,Edinho,Marco Soares,15,3,7,1,1.16,7.5,13.0
93,93,11,sáb,2018-12-01,20:30,Sp Braga,2.1,1.5,Moreirense,9807,Estádio Municipal de Braga,Manuel Oliveira,/pt/partidas/d1701b5e/Braga-Moreirense-2018Dezembro1-Primeira-Liga,2,0,4-4-2,4-2-3-1,13.0,19.0,2.0,5.0,14.0,16.0,591.0,567.0,21.0,11.0,17.0,7.0,20.0,16.0,2.0,0.0,8.0,10.0,79.0,88.0,1.0,0.0,0.0,2.0,0.0,0.0,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,José Carlos Marafona,Xadas,João Novais,Murilo Costa,Fábio Martins,João Palhinha,Jhonatan,Mohamed Abarhoun,Rúben Lima,Alan Eduardo Schons,Nenê,Ivanildo Fernandes,Chiquinho,Pedro Nuno,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Neto,Pedro Trigueira,João Aurélio,Iago Santos,David Texeira,Bilel Aouacheria,Bruno Silva,14,15,5,2,1.36,4.75,8.0
94,94,11,dom,2018-12-02,15:00,Portimonense,2.8,1.3,Tondela,2383,Estádio do Portimonense SC,Vitor Ferreira Fernandes,/pt/partidas/635acc5a/Portimonense-Tondela-2018Dezembro2-Primeira-Liga,3,2,4-3-3,4-2-3-1,16.0,19.0,8.0,9.0,13.0,17.0,530.0,407.0,12.0,13.0,10.0,9.0,27.0,8.0,2.0,4.0,5.0,13.0,90.0,87.0,3.0,0.0,0.0,6.0,0.0,1.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Paulinho,Jackson Martínez,Shoya Nakajima,Ewerton,Wilson Manafá,Pedro Sá,Rúben Fernandes,Nedeljko Stojisic,Emmanuel Hackman,Bruno Tabata,João Carlos,Lucas Fernandes,Wellington,Cláudio Ramos,Ícaro do Carmo Silva,António Xavier,Hélder Tavares,Jhon Murillo,Sergio Peña,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Pedro José Moreira Silva,João Jaquité,Juan Delgado,João Reis,João Mendes,Jorge Filipe Oliveira Fernandes,16,10,6,5,1.83,3.6,4.0
95,95,11,dom,2018-12-02,15:00,Aves,1.2,3.5,Nacional,1596,Estádio Clube Desportivo das Aves,João Pinheiro,/pt/partidas/8164928d/Aves-Nacional-2018Dezembro2-Primeira-Liga,2,3,4-4-2,4-1-4-1,16.0,19.0,9.0,4.0,32.0,18.0,444.0,465.0,18.0,13.0,6.0,19.0,15.0,28.0,3.0,0.0,10.0,9.0,105.0,80.0,3.0,0.0,0.0,4.0,0.0,0.0,André Ferreira,Rodrigo Alves Soares,Rodrigo Defendi,Luis Fariña,Nildo Petrolina,Nélson Lenho,Amilton,Carlos Ponck,Claudio Falcão,Derley,Issam El Adoua,Quentin Beunardeau,Vitor Costa,Hamdou Elhouni,Vítor Gomes,Jorge Fellipe,Mama Samba Baldé,Daniel Guimarães,Nuno Vieira Campos,Diogo Alexis Rodrigues Coelho,João Tiago Serrão Garcês,Okacha Hamzaoui,João Pedro Gomes Camacho,Sérgio Marakis,Kalindi Alves de Souza,Witi,Felipe Aliste Lopes,Vítor Gonçalves,Lucas França,Kenji Gorré,Brayan Riascos,Aleksandar Paločević,Bryan Róchez,Christian Madu,15,16,5,7,2.0,3.3,3.8
96,96,11,dom,2018-12-02,17:30,Chaves,0.6,1.8,Guimaraes,5980,Estádio Municipal Eng. Manuel Branco Tei...,João Santos Capela,/pt/partidas/a86d37b7/Chaves-Vitoria-Guimaraes-2018Dezembro2-Primeira-Liga,0,1,4-3-3,4-3-3,12.0,17.0,8.0,4.0,26.0,17.0,579.0,543.0,18.0,12.0,16.0,16.0,15.0,34.0,2.0,4.0,5.0,10.0,65.0,63.0,1.0,0.0,0.0,0.0,0.0,0.0,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Hugo Basto,Stephen Eustáquio,Jeferson Fernandes Macedo,Renan Bardini Bressan,André Luis,Luís Martins,Marcão,Bruno Gallo,Platiny,António Filipe de Carvalho,Jefferson de Jesus Santos,Avtandil Ebralidze,Gevorg Ghazaryan,William,Niltinho,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Davidson da Luz Pereira,João Miguel Macedo Silva,Welthon,Pedro Rodrigues,João Carlos Teixeira,Florent Hanin,Ola John,13,15,8,7,3.1,3.1,2.4
97,97,11,dom,2018-12-02,20:00,Boavista,0.6,3.8,Porto,13556,Estádio do Bessa Século XXI,Hugo Miguel,/pt/partidas/09e47b93/Boavista-Porto-2018Dezembro2-Primeira-Liga,0,1,4-2-3-1,4-3-3,25.0,11.0,1.0,8.0,11.0,23.0,387.0,567.0,21.0,16.0,4.0,12.0,31.0,17.0,1.0,3.0,14.0,4.0,85.0,95.0,6.0,0.0,0.0,1.0,0.0,0.0,Helton Leite,Gonçalo Cardoso,Nwankwo Obiora,Talocha,Rochinha,David Simão,Mateus Galiano da Costa,Carraça,Rafael Costa,Neris,Rafael Lopes,Rafael Bracalli,Raphael,Fábio Espinho,Edu Machado,Federico Falcone,Índio,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Héctor Herrera,Jesús Corona,Danilo Pereira,Otávio,Felipe,Vaná,Maxi Pereira,Hernâni Fortes,Chancel Mbemba,Adrián López,Sérgio Oliveira,4,24,2,6,11.0,4.5,1.33
98,98,11,seg,2018-12-03,20:15,Rio Ave,1.9,1.3,Sp Lisbon,5957,Estádio do Rio Ave Futebol Clube,Carlos Xistra,/pt/partidas/3bef3933/Rio-Ave-Sporting-CP-2018Dezembro3-Primeira-Liga,1,3,4-2-3-1,4-3-3,11.0,26.0,6.0,11.0,9.0,18.0,512.0,570.0,9.0,11.0,15.0,11.0,18.0,12.0,4.0,1.0,,,70.0,50.0,3.0,0.0,0.0,5.0,0.0,0.0,Leonardo César Jardim,Matheus Reis,Jonathan Buatu Mananga,Toni Borevkovic,Diego Lopes,Junio,João Schmidt,Fábio Coentrão,Nikola Jambor,Galeno,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Afonso Figueiredo,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Nani,Jérémy Mathieu,Abdoulay Diaby,Bas Dost,Wendel,Bruno Gaspar,Nemanja Gudelj,Romain Salin,Jefferson Nascimento,André Almeida Pinto,Bruno César,Radosav Petrović,Jovane Cabral,12,20,4,6,4.5,3.5,1.8
99,99,12,sex,2018-12-07,20:30,Porto,3.4,0.8,Portimonense,33511,Estádio Do Dragão,Manuel Mota,/pt/partidas/ae538c1e/Porto-Portimonense-2018Dezembro7-Primeira-Liga,4,1,4-4-2,3-4-3,10.0,10.0,8.0,0.0,16.0,12.0,678.0,465.0,21.0,27.0,18.0,15.0,15.0,14.0,2.0,0.0,2.0,12.0,54.0,74.0,2.0,0.0,0.0,1.0,0.0,0.0,Iker Casillas,Éder Militão,Yacine Brahimi,Óliver Torres,Moussa Marega,Alex Telles,Jesús Corona,Danilo Pereira,Otávio,Felipe,Tiquinho Soares,Vaná,Maxi Pereira,Hernâni Fortes,Héctor Herrera,Chancel Mbemba,Adrián López,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Jadson,Dener,Paulinho,Jackson Martínez,Shoya Nakajima,Wilson Manafá,Pedro Sá,Rúben Fernandes,Vítor Tormena,Nedeljko Stojisic,Theo Ryuki,Emmanuel Hackman,Bruno Tabata,João Carlos,Lucas Fernandes,25,8,9,4,1.14,7.5,17.0
100,100,12,sáb,2018-12-08,15:30,Belenenses,1.0,0.9,Chaves,1537,Estádio Nacional,Luís Godinho,/pt/partidas/37fcb38d/Belenenses-SAD-Chaves-2018Dezembro8-Primeira-Liga,1,0,4-3-3,4-3-3,11.0,18.0,5.0,6.0,22.0,21.0,538.0,531.0,12.0,18.0,14.0,5.0,36.0,16.0,3.0,1.0,7.0,6.0,84.0,95.0,1.0,0.0,0.0,1.0,0.0,0.0,Muriel Becker,Vincent Sasso,Licá,Diogo Viana,Fredy,Henrique Almeida,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Eduardo Henrique,Matija Ljujić,Zakarya Bergdich,Cleylton Santos,João Rodrigues,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Hugo Basto,Jefferson de Jesus Santos,Avtandil Ebralidze,Stephen Eustáquio,Gevorg Ghazaryan,Renan Bardini Bressan,André Luis,Luís Martins,Marcão,António Filipe de Carvalho,Filipe Melo,Jeferson Fernandes Macedo,William,Djavan da Silva Ferreira,Mika Borges,10,12,4,4,2.1,3.2,3.6
101,101,12,sáb,2018-12-08,18:00,Tondela,0.4,0.5,Sp Braga,2265,Estádio João Cardoso,Rui Costa,/pt/partidas/3b0283cc/Tondela-Braga-2018Dezembro8-Primeira-Liga,0,1,4-2-3-1,4-4-2,15.0,18.0,6.0,2.0,22.0,21.0,504.0,555.0,11.0,18.0,13.0,12.0,16.0,23.0,4.0,1.0,8.0,4.0,91.0,88.0,3.0,0.0,0.0,1.0,0.0,0.0,Cláudio Ramos,Ícaro do Carmo Silva,Azongha Tembeng Abenego,António Xavier,Hélder Tavares,Patrick,Jhon Murillo,Sergio Peña,Fahd Moufi,Ricardo Costa,Joãozinho,Pedro José Moreira Silva,Juan Delgado,João Reis,João Mendes,Bruno Monteiro,Ricardo Miguel Martins Alves,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Paulinho,Ricardo Horta,Claudemir de Souza,Fransérgio,Raul Silva,Bruno Viana,Ricardo Esgaio,Marcelo Goiano,José Carlos Marafona,Xadas,Eduardo Teixeira,João Novais,Fábio Martins,João Palhinha,8,6,3,3,5.0,3.75,1.66
102,102,12,sáb,2018-12-08,20:30,Setubal,1.0,1.1,Benfica,9300,Estádio do Bonfim,Carlos Xistra,/pt/partidas/272ab024/Vitoria-Setubal-Benfica-2018Dezembro8-Primeira-Liga,0,1,4-2-3-1,4-3-3,23.0,19.0,3.0,5.0,14.0,20.0,419.0,518.0,15.0,19.0,12.0,8.0,23.0,20.0,2.0,2.0,6.0,9.0,87.0,70.0,3.0,0.0,0.0,4.0,0.0,0.0,Cristiano Pereira Figueiredo,Mano,Dankler,Éber Bessa,Vasco Fernandes,Hildeberto Pereira,Nuno Pinto,Frédéric Mendy,José Semedo,Mikel Agu,Jhonder Cádiz,Joel Castro Pereira,Artur Jorge Marques Amorim,Nuno Daniel Costeira Valente,Rúben Micael,André Pedrosa,Valdu Té,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Jonas,Andrija Živković,Pizzi,Rafa Silva,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Gabriel,Franco Cervi,Haris Seferović,Alfa Semedo,Nicolás Castillo,14,12,3,3,7.5,4.2,1.44
103,103,12,dom,2018-12-09,15:00,Moreirense,0.8,1.1,Santa Clara,1384,P.D. Comendador Joaquim de Almeida Freit...,André Narciso,/pt/partidas/4ba0101e/Moreirense-Santa-Clara-2018Dezembro9-Primeira-Liga,0,1,4-2-3-1,4-1-2-1-2,21.0,14.0,9.0,6.0,22.0,14.0,496.0,474.0,20.0,15.0,11.0,18.0,19.0,19.0,3.0,3.0,10.0,8.0,103.0,104.0,5.0,0.0,1.0,4.0,0.0,0.0,Jhonatan,Mohamed Abarhoun,Rúben Lima,Fábio Pacheco,Alan Eduardo Schons,Nenê,Ivanildo Fernandes,Chiquinho,Pedro Nuno,Arsénio Martins Lafuente Nunes,Anthony D'Alberto,Pedro Trigueira,David Texeira,Bilel Aouacheria,Rafik Halliche,Bruno Silva,Heriberto Tavares,Marco André Rocha Pereira,Danildo Accioly,Osama Rashid,César,Bruno Lamas,Martin Chrien,Mamadu Candé,Anderson Carvalho,Zé Manuel,Patrick,Fernando,Serginho,Rui Pedro Oliveira Silva,Ukra,Pedro Pacheco,Paulo Clemente,Minhoca,11,11,3,3,1.95,3.2,4.2
104,104,12,dom,2018-12-09,15:00,Nacional,1.9,0.2,Boavista,1758,Estádio da Madeira,Cláudio Ruivo Pereira,/pt/partidas/a0bb7577/Nacional-Boavista-2018Dezembro9-Primeira-Liga,0,0,4-3-3,4-2-3-1,14.0,24.0,16.0,1.0,44.0,13.0,534.0,436.0,19.0,13.0,12.0,15.0,26.0,45.0,1.0,6.0,2.0,16.0,102.0,97.0,2.0,0.0,0.0,2.0,0.0,0.0,Daniel Guimarães,Nuno Vieira Campos,João Tiago Serrão Garcês,Okacha Hamzaoui,João Pedro Gomes Camacho,Sérgio Marakis,Kalindi Alves de Souza,Witi,Felipe Aliste Lopes,Julio,Vítor Gonçalves,Lucas França,Diogo Alexis Rodrigues Coelho,Kenji Gorré,Brayan Riascos,Aleksandar Paločević,Bryan Róchez,Helton Leite,Gonçalo Cardoso,Talocha,Rochinha,David Simão,Carraça,Rafael Costa,Neris,Índio,Rafael Lopes,Idrissa Mandiang,Rafael Bracalli,Raphael,Mateus Galiano da Costa,Fábio Espinho,André Claro,Koneh Ibrahim,26,5,7,1,2.37,3.1,3.1
105,105,12,dom,2018-12-09,17:30,Guimaraes,2.1,1.3,Rio Ave,22299,Estádio Dom Afonso Henriques,Nuno Almeida,/pt/partidas/c35f75c0/Vitoria-Guimaraes-Rio-Ave-2018Dezembro9-Primeira-Liga,3,2,4-3-3,4-2-3-1,20.0,15.0,3.0,7.0,18.0,16.0,437.0,556.0,15.0,12.0,11.0,11.0,19.0,26.0,1.0,1.0,,,59.0,43.0,4.0,0.0,0.0,2.0,0.0,0.0,Douglas,Pedrão,Rafa Soares,Alexandre Guedes,André André,Mattheus Oliveira,Falaye Sacko,Tozé,Yordan Osorio,Alhassan Wakaso,Davidson da Luz Pereira,João Miguel Macedo Silva,Pedro Rodrigues,João Carlos Teixeira,Florent Hanin,Oscar Estupiñan,Ola John,Leonardo César Jardim,Matheus Reis,Jonathan Buatu Mananga,Toni Borevkovic,Diego Lopes,João Schmidt,Fábio Coentrão,Eliseu Cassamá,Nikola Jambor,Gabriel Airton de Souza,Carlos Vinícius,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Murilo Oliveira de Freitas,Ricardo José Vaz Alves Monteiro,Junio,Gelson,12,11,7,3,2.0,3.5,3.6
106,106,12,dom,2018-12-09,20:00,Sp Lisbon,1.4,1.6,Aves,35124,Estádio José Alvalade,Vitor Ferreira Fernandes,/pt/partidas/e5d09a8b/Sporting-CP-Aves-2018Dezembro9-Primeira-Liga,4,1,4-3-3,4-2-3-1,15.0,12.0,3.0,6.0,14.0,27.0,606.0,447.0,13.0,12.0,8.0,17.0,24.0,12.0,3.0,0.0,9.0,5.0,63.0,70.0,2.0,0.0,1.0,5.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Nani,Jérémy Mathieu,Abdoulay Diaby,Bas Dost,Wendel,Bruno Gaspar,Nemanja Gudelj,Romain Salin,Jefferson Nascimento,André Almeida Pinto,Fredy Montero,Bruno César,Radosav Petrović,André Ferreira,Rodrigo Alves Soares,Rodrigo Defendi,Vitor Costa,Rúben Alexandre Gomes Oliveira,Hamdou Elhouni,Nildo Petrolina,Amilton,Carlos Ponck,Vítor Gomes,Issam El Adoua,Quentin Beunardeau,Luis Fariña,Nélson Lenho,Claudio Falcão,Derley,Jorge Fellipe,10,15,5,4,1.25,5.25,13.0
