Unnamed: 0.1,Unnamed: 0,Rodada,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away,HomeTeam,AwayTeam,HS,AS,HST,AST,B365H,B365D,B365A
223,223,Regular season,25.0,dom,2022-03-06,20:30,Guimaraes,1.5,0.5,Famalicao,9659,Estádio Dom Afonso Henriques,Luís Godinho,/pt/partidas/aa0e8b1e/Vitoria-Guimaraes-Famalicao-2022Marco6-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Famalicao,14.0,7.0,5.0,3.0,2.1,3.3,3.5
224,224,Regular season,25.0,seg,2022-03-07,20:15,Tondela,0.8,1.0,Belenenses,752,Estádio João Cardoso,Miguel Nogueira,/pt/partidas/36bb444f/Tondela-Belenenses-SAD-2022Marco7-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Belenenses,7.0,9.0,2.0,3.0,,,
225,225,Regular season,26.0,sex,2022-03-11,20:15,Benfica,3.2,1.3,Vizela,31546,Estádio do Sport Lisboa e Benfica,Manuel Oliveira,/pt/partidas/5a73b702/Benfica-Vizela-2022Marco11-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Vizela,22.0,20.0,9.0,4.0,1.28,6.5,8.5
226,226,Regular season,26.0,sáb,2022-03-12,15:30,Estoril,2.2,1.1,Portimonense,1378,Estádio António Coimbra da Mota,Artur Soares Dias,/pt/partidas/1f7d022a/Estoril-Portimonense-2022Marco12-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Portimonense,14.0,17.0,6.0,4.0,2.15,3.2,3.5
227,227,Regular season,26.0,sáb,2022-03-12,15:30,Famalicao,0.9,0.4,Santa Clara,2790,Estádio Municipal 22 de Junho,Fábio Oliveira Melo,/pt/partidas/ae668288/Famalicao-Santa-Clara-2022Marco12-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Santa Clara,7.0,10.0,3.0,4.0,2.05,3.2,3.75
228,228,Regular season,26.0,sáb,2022-03-12,18:00,Arouca,0.8,0.5,Pacos Ferreira,1108,Estádio Municipal de Arouca,Rui Costa,/pt/partidas/663379bb/Arouca-Pacos-de-Ferreira-2022Marco12-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Pacos Ferreira,14.0,11.0,4.0,4.0,2.4,3.1,3.1
229,229,Regular season,26.0,sáb,2022-03-12,20:30,Belenenses,1.6,1.1,Boavista,683,Estádio Nacional,Nuno Almeida,/pt/partidas/b86893e6/Belenenses-SAD-Boavista-2022Marco12-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Boavista,9.0,15.0,2.0,1.0,3.5,3.25,2.1
230,230,Regular season,26.0,dom,2022-03-13,15:30,Maritimo,0.4,1.3,Guimaraes,6727,Estádio dos Barreiros,Hugo Coelho,/pt/partidas/3aa4fa67/Maritimo-Vitoria-Guimaraes-2022Marco13-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Guimaraes,7.0,22.0,4.0,6.0,2.87,3.2,2.55
231,231,Regular season,26.0,dom,2022-03-13,18:00,Porto,4.6,0.4,Tondela,32609,Estádio Do Dragão,Gustavo Correia,/pt/partidas/223ed6c0/Porto-Tondela-2022Marco13-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Tondela,17.0,9.0,9.0,2.0,1.12,8.5,23.0
232,232,Regular season,26.0,dom,2022-03-13,20:30,Sp Braga,1.3,1.3,Gil Vicente,8092,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/a9c30e04/Braga-Gil-Vicente-FC-2022Marco13-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Gil Vicente,12.0,12.0,4.0,2.0,1.9,3.5,4.0
233,233,Regular season,26.0,seg,2022-03-14,20:15,Moreirense,0.5,2.1,Sp Lisbon,2821,P.D. Comendador Joaquim de Almeida Freit...,João Pinheiro,/pt/partidas/e12903da/Moreirense-Sporting-CP-2022Marco14-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Sp Lisbon,12.0,14.0,3.0,4.0,8.0,4.75,1.4
234,234,Regular season,27.0,sex,2022-03-18,20:15,Vizela,1.3,1.1,Famalicao,3449,Estádio Do Vizela,Luís Godinho,/pt/partidas/0e27e6dc/Vizela-Famalicao-2022Marco18-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Famalicao,22.0,11.0,7.0,4.0,2.6,3.1,2.7
235,235,Regular season,27.0,sáb,2022-03-19,15:30,Tondela,1.5,0.6,Arouca,2186,Estádio João Cardoso,João Pinheiro,/pt/partidas/1d5a5ae8/Tondela-Arouca-2022Marco19-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Arouca,6.0,12.0,4.0,5.0,2.62,3.0,2.75
236,236,Regular season,27.0,sáb,2022-03-19,17:00,Santa Clara,1.0,0.3,Belenenses,1164,Estádio de São Miguel,David Silva,/pt/partidas/3f70d820/Santa-Clara-Belenenses-SAD-2022Marco19-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Belenenses,10.0,7.0,3.0,1.0,1.55,3.5,6.5
237,237,Regular season,27.0,sáb,2022-03-19,20:30,Guimaraes,0.9,2.9,Sp Lisbon,16122,Estádio Dom Afonso Henriques,Fábio Veríssimo,/pt/partidas/c693f0d4/Vitoria-Guimaraes-Sporting-CP-2022Marco19-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Sp Lisbon,12.0,15.0,4.0,6.0,5.0,3.5,1.65
238,238,Regular season,27.0,dom,2022-03-20,15:30,Pacos Ferreira,1.2,0.7,Moreirense,2740,Estádio da Capital do Móvel,Hélder Malheiro,/pt/partidas/40770785/Pacos-de-Ferreira-Moreirense-2022Marco20-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Moreirense,10.0,16.0,6.0,5.0,2.2,3.3,3.2
239,239,Regular season,27.0,dom,2022-03-20,15:30,Gil Vicente,1.4,0.7,Maritimo,5406,Estádio Cidade de Barcelos,Cláudio Ruivo Pereira,/pt/partidas/f5235187/Gil-Vicente-FC-Maritimo-2022Marco20-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Maritimo,15.0,12.0,8.0,3.0,1.75,3.4,5.0
240,240,Regular season,27.0,dom,2022-03-20,18:00,Benfica,2.2,1.3,Estoril,36768,Estádio do Sport Lisboa e Benfica,Nuno Almeida,/pt/partidas/71b4143a/Benfica-Estoril-2022Marco20-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Estoril,18.0,16.0,6.0,3.0,1.33,4.75,9.0
241,241,Regular season,27.0,dom,2022-03-20,20:00,Portimonense,1.1,2.2,Sp Braga,894,Estádio do Portimonense SC,Rui Costa,/pt/partidas/6687ddfa/Portimonense-Braga-2022Marco20-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Sp Braga,13.0,17.0,7.0,6.0,4.2,3.3,1.9
242,242,Regular season,27.0,dom,2022-03-20,20:45,Boavista,0.9,1.7,Porto,11251,Estádio do Bessa Século XXI,Artur Soares Dias,/pt/partidas/cd3baef7/Boavista-Porto-2022Marco20-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Porto,9.0,10.0,1.0,4.0,7.5,4.5,1.4
243,243,Regular season,28.0,sex,2022-04-01,20:15,Sp Braga,1.6,2.1,Benfica,16073,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/6e663cb1/Braga-Benfica-2022Abril1-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Benfica,12.0,11.0,5.0,4.0,3.0,3.25,2.4
244,244,Regular season,28.0,sáb,2022-04-02,15:30,Belenenses,1.4,1.3,Portimonense,1409,Estádio Nacional,Hélder Malheiro,/pt/partidas/0cd36bea/Belenenses-SAD-Portimonense-2022Abril2-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Portimonense,10.0,19.0,6.0,4.0,3.4,3.1,2.3
245,245,Regular season,28.0,sáb,2022-04-02,18:00,Estoril,1.4,0.8,Vizela,1796,Estádio António Coimbra da Mota,Hugo Silva,/pt/partidas/a019f484/Estoril-Vizela-2022Abril2-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Vizela,11.0,7.0,3.0,4.0,2.3,3.2,3.2
246,246,Regular season,28.0,sáb,2022-04-02,18:00,Arouca,0.2,1.3,Gil Vicente,790,Estádio Municipal de Arouca,Fábio Veríssimo,/pt/partidas/bc1ebd94/Arouca-Gil-Vicente-FC-2022Abril2-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Gil Vicente,6.0,13.0,2.0,5.0,3.25,3.2,2.25
247,247,Regular season,28.0,sáb,2022-04-02,20:30,Famalicao,1.1,1.6,Boavista,4246,Estádio Municipal 22 de Junho,Rui Costa,/pt/partidas/286ff2f7/Famalicao-Boavista-2022Abril2-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Boavista,13.0,9.0,6.0,3.0,2.05,3.3,3.75
248,248,Regular season,28.0,dom,2022-04-03,15:30,Maritimo,0.7,2.3,Tondela,2511,Estádio dos Barreiros,Manuel Mota,/pt/partidas/39dd2f51/Maritimo-Tondela-2022Abril3-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Tondela,9.0,14.0,3.0,6.0,2.0,3.4,3.8
249,249,Regular season,28.0,dom,2022-04-03,18:00,Moreirense,0.8,1.7,Guimaraes,3486,P.D. Comendador Joaquim de Almeida Freit...,Gustavo Correia,/pt/partidas/921b80ae/Moreirense-Vitoria-Guimaraes-2022Abril3-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Guimaraes,11.0,16.0,3.0,4.0,2.87,3.25,2.4
250,250,Regular season,28.0,dom,2022-04-03,20:30,Sp Lisbon,2.5,0.1,Pacos Ferreira,28788,Estádio José Alvalade,Vitor Ferreira Fernandes,/pt/partidas/7bb377f4/Sporting-CP-Pacos-de-Ferreira-2022Abril3-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Pacos Ferreira,17.0,1.0,6.0,0.0,1.22,6.0,12.0
251,251,Regular season,28.0,seg,2022-04-04,20:15,Porto,2.4,0.4,Santa Clara,30250,Estádio Do Dragão,António Nobre,/pt/partidas/751b7259/Porto-Santa-Clara-2022Abril4-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Santa Clara,16.0,5.0,6.0,1.0,1.25,5.5,12.0
252,252,Regular season,29.0,sex,2022-04-08,20:15,Gil Vicente,1.5,2.1,Moreirense,2839,Estádio Cidade de Barcelos,Nuno Almeida,/pt/partidas/d8f44694/Gil-Vicente-FC-Moreirense-2022Abril8-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Moreirense,23.0,14.0,5.0,7.0,1.66,3.6,4.5
253,253,Regular season,29.0,sáb,2022-04-09,15:30,Pacos Ferreira,1.2,0.7,Maritimo,2825,Estádio da Capital do Móvel,Hugo Coelho,/pt/partidas/a3aa4b3b/Pacos-de-Ferreira-Maritimo-2022Abril9-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pacos Ferreira,Maritimo,14.0,15.0,6.0,4.0,2.2,3.1,3.2
254,254,Regular season,29.0,sáb,2022-04-09,18:00,Benfica,3.4,1.3,Belenenses,34183,Estádio do Sport Lisboa e Benfica,Gustavo Correia,/pt/partidas/49e2ade9/Benfica-Belenenses-SAD-2022Abril9-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Belenenses,27.0,8.0,8.0,2.0,1.14,6.0,15.0
255,255,Regular season,29.0,sáb,2022-04-09,18:00,Boavista,0.7,0.8,Arouca,10128,Estádio do Bessa Século XXI,Vitor Ferreira Fernandes,/pt/partidas/536e7ae8/Boavista-Arouca-2022Abril9-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Arouca,14.0,16.0,5.0,1.0,2.2,3.0,3.25
256,256,Regular season,29.0,sáb,2022-04-09,20:30,Tondela,0.4,2.1,Sp Lisbon,4745,Estádio João Cardoso,Luís Godinho,/pt/partidas/c5692b72/Tondela-Sporting-CP-2022Abril9-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Sp Lisbon,3.0,17.0,2.0,9.0,9.0,4.33,1.3
257,257,Regular season,29.0,dom,2022-04-10,14:30,Santa Clara,1.0,0.9,Estoril,829,Estádio de São Miguel,Miguel Nogueira,/pt/partidas/6cd86deb/Santa-Clara-Estoril-2022Abril10-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Estoril,7.0,14.0,4.0,4.0,2.15,3.0,3.3
258,258,Regular season,29.0,dom,2022-04-10,15:30,Portimonense,1.5,0.4,Famalicao,1244,Estádio do Portimonense SC,Manuel Mota,/pt/partidas/0d63d533/Portimonense-Famalicao-2022Abril10-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Famalicao,15.0,7.0,6.0,2.0,2.87,3.0,2.37
259,259,Regular season,29.0,dom,2022-04-10,18:00,Guimaraes,0.3,2.6,Porto,19232,Estádio Dom Afonso Henriques,João Pinheiro,/pt/partidas/1bdd0f16/Vitoria-Guimaraes-Porto-2022Abril10-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Porto,4.0,13.0,1.0,4.0,7.0,3.8,1.44
260,260,Regular season,29.0,dom,2022-04-10,20:30,Vizela,1.4,0.6,Sp Braga,3810,Estádio Do Vizela,António Nobre,/pt/partidas/7c9f618b/Vizela-Braga-2022Abril10-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Sp Braga,14.0,10.0,2.0,4.0,3.75,3.4,1.85
261,261,Regular season,30.0,sex,2022-04-15,15:30,Arouca,2.3,1.1,Santa Clara,1453,Estádio Municipal de Arouca,Manuel Oliveira,/pt/partidas/8a805989/Arouca-Santa-Clara-2022Abril15-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Santa Clara,17.0,9.0,7.0,2.0,2.4,3.0,3.1
262,262,Regular season,30.0,sex,2022-04-15,18:00,Famalicao,1.1,2.3,Gil Vicente,4563,Estádio Municipal 22 de Junho,André Narciso,/pt/partidas/4861740e/Famalicao-Gil-Vicente-FC-2022Abril15-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Gil Vicente,10.0,16.0,3.0,5.0,2.3,3.1,3.0
263,263,Regular season,30.0,sex,2022-04-15,20:30,Guimaraes,1.7,0.4,Pacos Ferreira,14258,Estádio Dom Afonso Henriques,Hélder Malheiro,/pt/partidas/2ff9e4a2/Vitoria-Guimaraes-Pacos-de-Ferreira-2022Abril15-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guimaraes,Pacos Ferreira,18.0,7.0,8.0,0.0,1.75,3.6,4.33
264,264,Regular season,30.0,sáb,2022-04-16,15:30,Moreirense,1.9,0.5,Tondela,2640,P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,/pt/partidas/b8d86234/Moreirense-Tondela-2022Abril16-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreirense,Tondela,12.0,3.0,3.0,1.0,2.0,3.25,3.6
265,265,Regular season,30.0,sáb,2022-04-16,18:00,Maritimo,1.8,0.2,Boavista,6875,Estádio dos Barreiros,Gustavo Correia,/pt/partidas/8c845282/Maritimo-Boavista-2022Abril16-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maritimo,Boavista,8.0,4.0,5.0,0.0,2.45,3.0,3.0
266,266,Regular season,30.0,sáb,2022-04-16,18:00,Belenenses,0.7,0.8,Vizela,1384,Estádio Nacional,Nuno Almeida,/pt/partidas/f8411242/Belenenses-SAD-Vizela-2022Abril16-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Belenenses,Vizela,6.0,15.0,3.0,3.0,2.9,3.2,2.4
267,267,Regular season,30.0,sáb,2022-04-16,20:30,Porto,4.1,0.3,Portimonense,48109,Estádio Do Dragão,Tiago Martins,/pt/partidas/b20a6748/Porto-Portimonense-2022Abril16-Primeira-Liga,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porto,Portimonense,26.0,3.0,12.0,2.0,1.14,7.5,15.0
268,268,Regular season,30.0,dom,2022-04-17,20:30,Sp Lisbon,1.1,1.2,Benfica,40714,Estádio José Alvalade,Fábio Veríssimo,/pt/partidas/af6cd2a6/Derby-de-Lisboa-Sporting-CP-Benfica-2022Abril17-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Lisbon,Benfica,16.0,10.0,4.0,4.0,1.95,3.4,3.6
269,269,Regular season,30.0,seg,2022-04-18,20:30,Estoril,1.5,0.9,Sp Braga,1246,Estádio António Coimbra da Mota,Rui Costa,/pt/partidas/07723c70/Estoril-Braga-2022Abril18-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Sp Braga,15.0,13.0,6.0,2.0,3.75,3.3,1.95
270,270,Regular season,31.0,sex,2022-04-22,20:15,Vizela,2.0,1.2,Arouca,2795,Estádio Do Vizela,Artur Soares Dias,/pt/partidas/ed239f33/Vizela-Arouca-2022Abril22-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vizela,Arouca,16.0,14.0,6.0,5.0,1.95,3.4,3.75
271,271,Regular season,31.0,sáb,2022-04-23,15:30,Portimonense,1.2,0.9,Moreirense,990,Estádio do Portimonense SC,Fábio Veríssimo,/pt/partidas/dd7a0cbe/Portimonense-Moreirense-2022Abril23-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Portimonense,Moreirense,19.0,15.0,7.0,7.0,2.4,3.2,3.0
272,272,Regular season,31.0,sáb,2022-04-23,17:00,Santa Clara,1.5,1.0,Maritimo,1316,Estádio de São Miguel,André Narciso,/pt/partidas/e7e5e0ef/Santa-Clara-Maritimo-2022Abril23-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Santa Clara,Maritimo,10.0,10.0,3.0,3.0,2.1,3.2,3.5
273,273,Regular season,31.0,sáb,2022-04-23,18:00,Benfica,1.7,0.3,Famalicao,37894,Estádio do Sport Lisboa e Benfica,António Nobre,/pt/partidas/1203e3c3/Benfica-Famalicao-2022Abril23-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Benfica,Famalicao,25.0,4.0,5.0,0.0,1.33,5.0,8.0
274,274,Regular season,31.0,sáb,2022-04-23,20:30,Gil Vicente,1.1,1.6,Pacos Ferreira,3355,Estádio Cidade de Barcelos,Rui Costa,/pt/partidas/79017604/Gil-Vicente-FC-Pacos-de-Ferreira-2022Abril23-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gil Vicente,Pacos Ferreira,16.0,10.0,3.0,2.0,1.7,3.6,5.0
275,275,Regular season,31.0,dom,2022-04-24,18:00,Estoril,1.1,2.3,Belenenses,1425,Estádio António Coimbra da Mota,Tiago Martins,/pt/partidas/bcf43e68/Estoril-Belenenses-SAD-2022Abril24-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Estoril,Belenenses,6.0,23.0,2.0,4.0,1.72,3.3,5.25
276,276,Regular season,31.0,dom,2022-04-24,20:30,Tondela,1.1,0.5,Guimaraes,3880,Estádio João Cardoso,Gustavo Correia,/pt/partidas/da7cc41b/Tondela-Vitoria-Guimaraes-2022Abril24-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tondela,Guimaraes,11.0,10.0,5.0,3.0,3.5,3.5,1.95
277,277,Regular season,31.0,seg,2022-04-25,18:00,Sp Braga,1.6,0.9,Porto,17665,Estádio Municipal de Braga,Hugo Miguel,/pt/partidas/d98b28be/Braga-Porto-2022Abril25-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sp Braga,Porto,9.0,19.0,5.0,3.0,4.0,3.6,1.8
278,278,Regular season,31.0,seg,2022-04-25,20:30,Boavista,0.5,1.9,Sp Lisbon,7434,Estádio do Bessa Século XXI,Manuel Mota,/pt/partidas/dd587d45/Boavista-Sporting-CP-2022Abril25-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Boavista,Sp Lisbon,10.0,10.0,1.0,5.0,7.0,4.2,1.44
279,279,Regular season,32.0,sex,2022-04-29,20:15,Famalicao,3.8,0.7,Estoril,4183,Estádio Municipal 22 de Junho,Manuel Oliveira,/pt/partidas/2dadbad3/Famalicao-Estoril-2022Abril29-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Famalicao,Estoril,25.0,9.0,7.0,3.0,1.75,3.6,4.5
280,280,Regular season,32.0,sáb,2022-04-30,15:00,Arouca,1.0,0.4,Portimonense,1791,Estádio Municipal de Arouca,Luís Godinho,/pt/partidas/0662c6ed/Arouca-Portimonense-2022Abril30-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Arouca,Portimonense,15.0,7.0,6.0,4.0,1.95,3.3,3.8
