Unnamed: 0.1,Unnamed: 0,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA
17,17,2,seg,2018-08-20,20:15,Guimaraes,0.4,0.3,Feirense,1872,Estádio Dom Afonso Henriques,Hugo Miguel,/pt/partidas/a6e82ec5/Vitoria-Guimaraes-Feirense-2018Agosto20-Primeira-Liga,0,1,4-3-3,4-2-3-1,16.0,19.0,8.0,5.0,26.0,13.0,649.0,341.0,14.0,18.0,16.0,16.0,15.0,19.0,1.0,1.0,6.0,12.0,89.0,55.0,1.0,0.0,0.0,3.0,0.0,0.0,Douglas,Pedrão,João Afonso,Welthon,André André,Florent Hanin,Tyler Boyd,Alhassan Wakaso,Davidson da Luz Pereira,Guillermo Celis,Dodô,João Miguel Macedo Silva,Rafa Soares,João Carlos Teixeira,Tozé,Yordan Osorio,Ola John,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Edinho,Rafael Crivellaro,Fábio Sturgeon,Vítor Bruno,Bruno Brigido,Tiago Gomes,Cris,João Silva,José Adolfo Valencia,Tiago Mesquita,P1,20/08/2018,Guimaraes,Feirense,0,1,A,0,0,D,10,7,3,4,17,21,8,5,1,3,0,0,1.64,3.6,5.5,1.65,3.6,5.5,1.57,3.7,5.6,1.61,4.03,6.1,1.57,4.0,5.5,1.62,3.8,6.0,40,1.67,1.61,4.03,3.7,6.1,5.6,36,2.2,2.15,1.74,1.67,21,-1.0,2.28,2.15,1.78,1.7,1.67,3.84,5.97
18,18,3,sex,2018-08-24,20:30,Maritimo,1.0,0.4,Chaves,5398,Estádio dos Barreiros,Tiago Martins,/pt/partidas/4703e737/Maritimo-Chaves-2018Agosto24-Primeira-Liga,2,1,4-4-2,4-3-3,12.0,9.0,5.0,2.0,24.0,7.0,566.0,604.0,15.0,17.0,13.0,15.0,13.0,32.0,3.0,0.0,7.0,13.0,99.0,77.0,4.0,0.0,0.0,4.0,0.0,0.0,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Rodrigo Pinho,Danny,Jean Cléber,Fabrício Baiano,Fábio China,Diederrick Joel,Charles,Marcão,Ibson Pereira De Melo,Edgar Costa,Rúben Rafael Sousa Ferreira,Leandro Barrera,Ricardo Jorge Novo Nunes,Paulo Sérgio Mota,Avtandil Ebralidze,Stephen Eustáquio,Jeferson Fernandes Macedo,William,Renan Bardini Bressan,Nikola Maraš,Marcão,Bruno Gallo,Djavan da Silva Ferreira,António Filipe de Carvalho,Nuno André Coelho,Filipe Melo,Gevorg Ghazaryan,Luís Martins,Niltinho,P1,24/08/2018,Maritimo,Chaves,2,1,H,0,1,A,13,10,6,3,12,9,5,2,4,4,0,0,2.0,3.3,3.75,2.1,3.1,3.7,2.0,3.15,3.75,2.09,3.45,3.85,2.05,3.2,3.6,2.05,3.25,3.9,41,2.15,2.06,3.45,3.22,3.91,3.7,36,2.42,2.34,1.65,1.58,21,-0.25,1.83,1.79,2.13,2.05,1.87,3.56,4.77
19,19,3,sáb,2018-08-25,16:30,Portimonense,2.2,0.5,Santa Clara,2185,Estádio do Portimonense SC,João Pinheiro,/pt/partidas/9d95a85e/Portimonense-Santa-Clara-2018Agosto25-Primeira-Liga,2,2,4-2-3-1,4-4-2,13.0,22.0,7.0,5.0,15.0,12.0,491.0,381.0,12.0,19.0,12.0,19.0,25.0,33.0,3.0,1.0,7.0,12.0,69.0,87.0,0.0,0.0,0.0,3.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Emmanuel Hackman,Dener,Shoya Nakajima,Bruno Tabata,Ewerton,Wilson Manafá,Pedro Sá,Rúben Fernandes,Wellington,Leonardo Navacchio,Theo Ryuki,Paulinho,Jean Felipe,Felipe Macedo,Taofiq Jibril,Marco André Rocha Pereira,Fábio Cardoso,Danildo Accioly,Osama Rashid,Thiago Santana,João Paulo Lázaro Lucas,Bruno Lamas,Anderson Carvalho,Zé Manuel,Patrick,Fernando,João Lopes,Pedro Pacheco,Minhoca,Denis Pineda,César,Abdiel Arroyo,P1,25/08/2018,Portimonense,Santa Clara,2,2,D,0,1,A,26,9,11,3,13,23,6,5,0,3,0,0,2.1,3.2,3.6,2.1,3.3,3.4,2.1,3.2,3.4,2.21,3.44,3.45,2.15,3.3,3.3,2.15,3.3,3.5,41,2.24,2.14,3.44,3.28,3.6,3.39,36,2.19,2.08,1.78,1.72,20,-0.25,1.92,1.85,2.05,1.98,1.88,3.5,4.78
20,20,3,sáb,2018-08-25,19:00,Benfica,1.5,1.3,Sp Lisbon,60486,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/81b591b1/Derby-de-Lisboa-Benfica-Sporting-CP-2018Agosto25-Primeira-Liga,1,1,4-3-3,4-2-3-1,14.0,16.0,11.0,1.0,35.0,6.0,655.0,429.0,8.0,13.0,9.0,18.0,9.0,34.0,1.0,2.0,10.0,14.0,104.0,87.0,4.0,0.0,0.0,5.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Ljubomir Fejsa,Rúben Dias,Franco Cervi,Facundo Ferreyra,Pizzi,Rafa Silva,Jardel,André Almeida,Gedson Fernandes,Mile Svilar,Germán Conti,Haris Seferović,Alfa Semedo,Andrija Živković,Andreas Samaris,Romain Salin,Sebastián Coates,Jefferson Nascimento,André Almeida Pinto,Bruno Fernandes,Marcos Acuña,Fredy Montero,Stefan Ristovski,Rodrigo Battaglia,Nani,Raphinha,Renan Ribeiro,Matheus Pereira,Radosav Petrović,Luc Castaignos,Wendel,Bruno Gaspar,P1,25/08/2018,Benfica,Sp Lisbon,1,1,D,0,0,D,19,11,10,4,14,17,11,1,4,5,0,0,2.0,3.2,4.0,1.83,3.25,4.6,2.1,3.2,3.4,2.01,3.17,4.57,2.0,3.25,3.8,1.95,3.3,4.2,41,2.1,1.95,3.4,3.21,4.6,4.12,36,2.21,2.13,1.76,1.69,19,-0.5,2.01,1.95,1.94,1.88,1.8,3.61,5.19
21,21,3,sáb,2018-08-25,21:00,Porto,1.3,1.1,Guimaraes,47008,Estádio Do Dragão,Fábio Costa,/pt/partidas/62a5e807/Porto-Vitoria-Guimaraes-2018Agosto25-Primeira-Liga,2,3,4-4-2,4-2-3-1,16.0,12.0,9.0,3.0,25.0,8.0,633.0,408.0,20.0,15.0,12.0,15.0,10.0,25.0,2.0,1.0,3.0,13.0,77.0,75.0,3.0,0.0,0.0,2.0,0.0,0.0,Iker Casillas,Maxi Pereira,Diogo Leite,Yacine Brahimi,Vincent Aboubakar,Alex Telles,Héctor Herrera,André Pereira,Otávio,Sérgio Oliveira,Felipe,Vaná,Éder Militão,Hernâni Fortes,Óliver Torres,Moussa Marega,Jesús Corona,Douglas,Pedrão,João Afonso,Welthon,João Carlos Teixeira,André André,Falaye Sacko,Florent Hanin,Tyler Boyd,Alhassan Wakaso,Joseph Amoah,João Miguel Macedo Silva,Rafa Soares,Tozé,Ola John,Junior Tallo,Davidson da Luz Pereira,P1,25/08/2018,Porto,Guimaraes,2,3,A,2,0,H,18,8,10,3,16,12,8,3,3,2,0,0,1.14,7.5,17.0,1.14,7.5,17.0,1.15,6.7,15.5,1.14,8.81,23.95,1.12,8.0,17.0,1.15,7.5,20.0,41,1.18,1.15,8.81,7.41,23.95,17.8,34,1.52,1.49,2.64,2.52,21,-2.0,1.9,1.84,2.05,1.99,1.18,7.6,22.56
22,22,3,dom,2018-08-26,16:00,Setubal,0.6,2.2,Nacional,5690,Estádio do Bonfim,Cláudio Ruivo Pereira,/pt/partidas/653124e5/Vitoria-Setubal-Nacional-2018Agosto26-Primeira-Liga,1,2,4-1-3-2,4-4-2,18.0,26.0,4.0,2.0,22.0,8.0,520.0,397.0,10.0,13.0,13.0,11.0,10.0,24.0,3.0,2.0,10.0,8.0,100.0,83.0,5.0,0.0,1.0,5.0,0.0,0.0,Joel Castro Pereira,Mano,Costinha,Vasco Fernandes,Rúben Micael,Nuno Pinto,Nuno Reis,Frédéric Mendy,José Semedo,Zequinha,Jhonder Cádiz,Cristiano Pereira Figueiredo,Alex,Éber Bessa,Pedro Manuel Mota Pinto,André Martins Sousa,Hildeberto Pereira,Daniel Guimarães,Nuno Vieira Campos,Abdullahi Ibrahim Alhassan,João Tiago Serrão Garcês,João Pedro Gomes Camacho,Witi,Bryan Róchez,Felipe Aliste Lopes,Julio,Wesly Decas,Vítor Gonçalves,Lucas França,Diogo Alexis Rodrigues Coelho,Giorgi Arabidze,Brayan Riascos,Sérgio Marakis,Kalindi Alves de Souza,P1,26/08/2018,Setubal,Nacional,1,2,A,0,1,A,11,11,4,4,17,26,4,2,4,5,1,0,2.0,3.2,4.0,2.0,3.4,3.6,1.9,3.35,3.9,1.97,3.55,4.09,1.91,3.5,3.8,1.93,3.4,4.2,39,2.05,1.96,3.6,3.35,4.2,3.84,32,2.2,2.11,1.75,1.7,18,-0.5,2.0,1.94,1.95,1.89,1.74,3.8,5.29
23,23,3,dom,2018-08-26,16:00,Feirense,0.9,1.0,Boavista,3711,Estádio Marcolino de Castro,Rui Costa,/pt/partidas/f094b00d/Feirense-Boavista-2018Agosto26-Primeira-Liga,1,1,4-4-2,4-4-2,15.0,24.0,4.0,1.0,22.0,7.0,470.0,322.0,10.0,24.0,8.0,12.0,12.0,23.0,0.0,2.0,7.0,11.0,82.0,80.0,2.0,0.0,0.0,5.0,1.0,0.0,Caio Secco,Antonio Briseño,Babanco,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Edinho,Rafael Crivellaro,Fábio Sturgeon,Vítor Bruno,Bruno Brigido,Tiago Gomes,Cris,João Silva,José Adolfo Valencia,Tiago Mesquita,Helton Leite,Raphael,Talocha,Rochinha,David Simão,Fábio Espinho,Carraça,André Claro,Neris,Federico Falcone,Idrissa Mandiang,Rafael Bracalli,Mateus Galiano da Costa,Edu Machado,Stéphane Sparagna,Rafael Costa,Rafael Lopes,P1,26/08/2018,Feirense,Boavista,1,1,D,0,1,A,17,7,5,4,15,25,4,1,2,5,0,1,2.4,3.0,3.2,2.55,3.25,2.7,2.4,3.0,3.0,2.49,3.18,3.14,2.4,3.1,3.0,2.5,3.0,3.13,40,2.55,2.43,3.25,3.06,3.2,3.01,34,2.52,2.44,1.57,1.53,18,0.0,1.75,1.69,2.31,2.16,2.45,3.0,3.51
24,24,3,dom,2018-08-26,18:30,Tondela,0.7,1.6,Rio Ave,2045,Estádio João Cardoso,Manuel Mota,/pt/partidas/db3041e4/Tondela-Rio-Ave-2018Agosto26-Primeira-Liga,1,1,4-4-2,4-2-3-1,24.0,6.0,3.0,7.0,31.0,15.0,413.0,575.0,20.0,8.0,18.0,12.0,12.0,28.0,0.0,1.0,,,90.0,84.0,2.0,1.0,0.0,2.0,0.0,0.0,Cláudio Ramos,António Xavier,Hélder Tavares,Juan Delgado,Tomané,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Cristian Arango,Pedro José Moreira Silva,Azongha Tembeng Abenego,Jhon Murillo,Sergio Peña,João Reis,Fahd Moufi,Leonardo César Jardim,Jonathan Buatu Mananga,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Junio,Leandrinho,Afonso Figueiredo,Gabriel Airton de Souza,Gelson,Galeno,Carlos Alves,Matheus Reis,Miguel Fernando Pereira Rodrigues,João Schmidt,Nikola Jambor,Schutte,P1,26/08/2018,Tondela,Rio Ave,1,1,D,0,1,A,12,14,5,4,23,6,3,7,2,2,1,0,2.2,3.0,3.6,2.25,3.2,3.2,2.2,3.15,3.25,2.27,3.35,3.42,2.25,3.3,3.1,2.3,3.2,3.3,41,2.34,2.25,3.35,3.16,3.6,3.24,35,2.26,2.21,1.68,1.63,18,0.0,1.73,1.63,2.42,2.28,2.38,3.19,3.46
25,25,3,dom,2018-08-26,20:30,Sp Braga,1.6,0.8,Aves,10103,Estádio Municipal de Braga,Manuel Oliveira,/pt/partidas/d856c67c/Braga-Aves-2018Agosto26-Primeira-Liga,3,1,4-4-2,4-4-2,12.0,18.0,9.0,1.0,46.0,6.0,687.0,353.0,15.0,12.0,10.0,17.0,7.0,32.0,3.0,1.0,3.0,14.0,75.0,70.0,1.0,0.0,0.0,4.0,0.0,0.0,Matheus,Nuno Sequeira,Wilson Eduardo,Pablo Santos,João Novais,Ricardo Horta,Bruno Viana,Ricardo Esgaio,João Palhinha,Marcelo Goiano,Dyego Sousa,Tiago Sá,Diogo Figueiras,Lucas Cunha,Xadas,Claudemir de Souza,Fábio Martins,Quentin Beunardeau,Rodrigo Defendi,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Hamdou Elhouni,Nélson Lenho,Amilton,Carlos Ponck,Derley,Issam El Adoua,Mama Samba Baldé,Marco Pinto,Vitor Costa,Michel,Luis Fariña,Le Tong,Diego Galo,P1,26/08/2018,Sp Braga,Aves,3,1,H,0,0,D,20,8,6,4,12,18,9,1,1,4,0,0,1.3,5.25,9.5,1.3,5.25,9.0,1.3,5.1,9.0,1.3,5.74,11.54,1.29,5.5,9.0,1.3,5.5,10.0,40,1.33,1.29,5.75,5.27,11.54,9.47,33,1.67,1.63,2.32,2.22,20,-1.5,1.97,1.92,1.96,1.91,1.39,5.01,9.62
26,26,3,seg,2018-08-27,20:15,Moreirense,1.0,1.0,Belenenses,1400,P.D. Comendador Joaquim de Almeida Freit...,Rui Oliveira,/pt/partidas/bd769be0/Moreirense-Belenenses-SAD-2018Agosto27-Primeira-Liga,1,1,4-2-3-1,4-3-3,22.0,11.0,8.0,1.0,30.0,9.0,569.0,604.0,8.0,14.0,15.0,18.0,16.0,26.0,1.0,5.0,8.0,9.0,82.0,103.0,2.0,0.0,0.0,2.0,0.0,0.0,Jhonatan,João Aurélio,Mohamed Abarhoun,Bilel Aouacheria,Ivanildo Fernandes,Chiquinho,Pedro Nuno,Mamadou Loum,Bruno Silva,Heriberto Tavares,Neto,Pedro Trigueira,Fábio Pacheco,Alan Eduardo Schons,Nenê,Rafik Halliche,Arsénio Martins Lafuente Nunes,Muriel Becker,Vincent Sasso,Licá,Dálcio,Pierre Sagna,Fredy,Zakarya Bergdich,Gonçalo Silva,Jonatan Lucca,Alhassane Keita,Nuno Miguel Prata Coelho,Mika,Eduardo Henrique,Diogo Viana,Nuno Tomás,Reinildo Mandava,Filipe Chaby,P1,27/08/2018,Moreirense,Belenenses,1,1,D,0,0,D,17,9,7,3,22,11,8,1,2,2,0,0,2.14,3.1,3.6,2.2,3.2,3.25,2.1,3.1,3.45,2.21,3.32,3.59,2.15,3.3,3.3,2.2,3.2,3.6,41,2.27,2.17,3.32,3.16,3.62,3.39,35,2.38,2.3,1.63,1.59,19,-0.25,1.93,1.86,2.03,1.96,2.37,3.05,3.61
27,27,4,sex,2018-08-31,19:00,Chaves,1.0,0.5,Sp Braga,5983,Estádio Municipal Eng. Manuel Branco Tei...,Luís Godinho,/pt/partidas/0ba5f531/Chaves-Braga-2018Agosto31-Primeira-Liga,0,1,4-3-3,4-4-2,19.0,23.0,9.0,4.0,33.0,16.0,634.0,486.0,19.0,15.0,9.0,15.0,14.0,38.0,0.0,1.0,8.0,12.0,93.0,91.0,2.0,0.0,0.0,5.0,0.0,0.0,Ricardo Jorge Novo Nunes,Avtandil Ebralidze,Stephen Eustáquio,Jeferson Fernandes Macedo,William,Renan Bardini Bressan,Nikola Maraš,Marcão,Bruno Gallo,Djavan da Silva Ferreira,Filipe Brigues,António Filipe de Carvalho,Hugo Basto,Jefferson de Jesus Santos,Gevorg Ghazaryan,João Teixeira,Niltinho,Tiago Sá,Nuno Sequeira,Wilson Eduardo,Pablo Santos,João Novais,Fábio Martins,Bruno Viana,Ricardo Esgaio,João Palhinha,Marcelo Goiano,Dyego Sousa,José Carlos Marafona,Lucas Cunha,Ailton,Ricardo Horta,Claudemir de Souza,Fransérgio,P1,31/08/2018,Chaves,Sp Braga,0,1,A,0,1,A,17,9,2,3,19,22,9,4,2,5,0,0,5.0,3.75,1.66,4.25,3.9,1.72,4.35,3.4,1.8,4.68,4.06,1.76,4.5,4.0,1.7,4.75,3.8,1.73,41,5.0,4.47,4.06,3.77,1.8,1.74,37,1.83,1.75,2.11,2.04,21,1.0,1.68,1.61,2.45,2.31,5.17,3.81,1.75
28,28,4,sex,2018-08-31,21:15,Guimaraes,0.8,0.3,Tondela,20128,Estádio Dom Afonso Henriques,Nuno Almeida,/pt/partidas/e3c07f96/Vitoria-Guimaraes-Tondela-2018Agosto31-Primeira-Liga,1,0,4-3-3,4-2-3-1,16.0,18.0,2.0,10.0,7.0,28.0,511.0,556.0,9.0,13.0,13.0,8.0,33.0,4.0,0.0,2.0,6.0,3.0,79.0,71.0,2.0,0.0,0.0,1.0,1.0,0.0,Douglas,Pedrão,João Afonso,Welthon,João Carlos Teixeira,Falaye Sacko,Tozé,Florent Hanin,Alhassan Wakaso,Joseph Amoah,Davidson da Luz Pereira,João Miguel Macedo Silva,Pedro Rodrigues,Tyler Boyd,Yordan Osorio,Ola John,Junior Tallo,Cláudio Ramos,António Xavier,Hélder Tavares,Juan Delgado,Sergio Peña,Ricardo Costa,David Bruno,Joãozinho,Bruno Monteiro,Jorge Filipe Oliveira Fernandes,Cristian Arango,Pedro José Moreira Silva,Ícaro do Carmo Silva,Pité,Jhon Murillo,João Reis,João Mendes,P1,31/08/2018,Guimaraes,Tondela,1,0,H,1,0,H,6,9,2,3,18,17,2,10,2,1,0,1,1.61,3.6,6.0,1.65,3.6,5.5,1.8,3.4,4.35,1.69,3.84,5.74,1.67,3.8,5.0,1.67,3.75,5.5,41,1.8,1.66,3.95,3.69,6.0,5.32,37,2.17,2.07,1.79,1.73,21,-1.0,2.5,2.23,1.77,1.66,1.94,3.3,4.83
29,29,4,sáb,2018-09-01,16:30,Belenenses,0.4,0.3,Setubal,1449,Estádio Nacional,Manuel Mota,/pt/partidas/f18eb094/Belenenses-SAD-Vitoria-Setubal-2018Setembro1-Primeira-Liga,0,0,4-2-3-1,4-2-3-1,20.0,13.0,2.0,5.0,27.0,23.0,725.0,364.0,14.0,17.0,11.0,10.0,26.0,21.0,0.0,1.0,5.0,3.0,85.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0,Muriel Becker,Vincent Sasso,Licá,Dálcio,Diogo Viana,Fredy,Gonçalo Silva,Jonatan Lucca,Alhassane Keita,Nuno Miguel Prata Coelho,Reinildo Mandava,Mika,Eduardo Henrique,Pierre Sagna,Cleylton Santos,André Santos,Filipe Chaby,Joel Castro Pereira,Artur Jorge Marques Amorim,Mano,Éber Bessa,Vasco Fernandes,Rúben Micael,André Martins Sousa,Hildeberto Pereira,José Semedo,Zequinha,Jhonder Cádiz,Cristiano Pereira Figueiredo,Gustavo Cascardo,Alex,Costinha,Pedro Manuel Mota Pinto,Frédéric Mendy,P1,01/09/2018,Belenenses,Setubal,0,0,D,0,0,D,8,6,4,2,20,13,2,5,0,1,0,0,2.4,3.1,3.1,2.2,3.25,3.25,2.3,3.1,3.1,2.35,3.29,3.3,2.3,3.3,3.1,2.38,3.2,3.13,39,2.4,2.31,3.4,3.2,3.33,3.15,36,2.23,2.15,1.74,1.68,19,0.0,1.7,1.64,2.37,2.26,2.33,3.33,3.38
30,30,4,sáb,2018-09-01,18:00,Santa Clara,1.5,1.1,Boavista,4448,Estádio de São Miguel,António Nobre,/pt/partidas/b30941cd/Santa-Clara-Boavista-2018Setembro1-Primeira-Liga,4,2,4-3-3,4-4-2,22.0,20.0,10.0,6.0,23.0,19.0,366.0,475.0,15.0,12.0,3.0,20.0,15.0,41.0,0.0,1.0,5.0,7.0,88.0,85.0,4.0,0.0,0.0,3.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,Danildo Accioly,Osama Rashid,Thiago Santana,João Paulo Lázaro Lucas,Bruno Lamas,Anderson Carvalho,Zé Manuel,Patrick,Fernando,João Lopes,Rui Pedro Oliveira Silva,Pedro Pacheco,Minhoca,Denis Pineda,César,Helton Leite,Raphael,Talocha,Rochinha,David Simão,Fábio Espinho,Carraça,André Claro,Stéphane Sparagna,Neris,Federico Falcone,Rafael Bracalli,Mateus Galiano da Costa,Edu Machado,Rafael Costa,Rafael Lopes,,P1,01/09/2018,Santa Clara,Boavista,4,2,H,1,1,D,11,15,5,6,22,19,9,6,4,3,0,0,2.37,3.0,3.1,2.35,3.2,3.0,2.5,3.1,2.8,2.36,3.21,3.36,2.3,3.2,3.2,2.4,3.1,3.25,40,2.5,2.34,3.23,3.1,3.36,3.17,34,2.5,2.39,1.6,1.55,19,-0.25,2.07,2.0,1.88,1.83,2.32,3.14,3.63
31,31,4,sáb,2018-09-01,21:00,Sp Lisbon,2.1,1.0,Feirense,38688,Estádio José Alvalade,Rui Oliveira,/pt/partidas/4c5d4ebd/Sporting-CP-Feirense-2018Setembro1-Primeira-Liga,1,0,4-2-3-1,4-3-3,21.0,14.0,9.0,0.0,33.0,7.0,571.0,439.0,18.0,22.0,8.0,22.0,7.0,29.0,1.0,0.0,10.0,14.0,97.0,76.0,4.0,0.0,0.0,6.0,0.0,0.0,Romain Salin,Sebastián Coates,Jefferson Nascimento,André Almeida Pinto,Bruno Fernandes,Marcos Acuña,Fredy Montero,Stefan Ristovski,Rodrigo Battaglia,Nani,Raphinha,Renan Ribeiro,Abdoulay Diaby,Radosav Petrović,Luc Castaignos,Bruno Gaspar,Jovane Cabral,Caio Secco,Antonio Briseño,Luís Machado,Tiago Silva,Edson Rodrigues Farias,Bruno Nascimento,Cris,Edinho,Rafael Crivellaro,Fábio Sturgeon,Vítor Bruno,Bruno Brigido,Tiago Gomes,Kódjo Alphonse,João Silva,Tiago Mesquita,Zé Pedro,P1,01/09/2018,Sp Lisbon,Feirense,1,0,H,0,0,D,26,6,12,2,21,15,9,0,4,6,0,0,1.3,5.25,9.5,1.3,5.5,8.5,1.3,5.0,9.0,1.29,5.74,12.22,1.29,5.8,9.0,1.3,5.25,11.0,41,1.34,1.3,5.8,5.2,12.22,9.9,37,1.8,1.73,2.17,2.07,20,-1.5,2.02,1.96,1.91,1.87,1.29,5.7,13.62
32,32,4,dom,2018-09-02,16:00,Rio Ave,1.0,1.0,Portimonense,2539,Estádio do Rio Ave Futebol Clube,Artur Soares Dias,/pt/partidas/32b4bf73/Rio-Ave-Portimonense-2018Setembro2-Primeira-Liga,2,1,4-2-3-1,4-2-3-1,14.0,17.0,8.0,3.0,25.0,15.0,540.0,446.0,19.0,18.0,7.0,14.0,15.0,24.0,1.0,0.0,,,62.0,70.0,3.0,0.0,0.0,3.0,1.0,1.0,Leonardo César Jardim,Matheus Reis,Jonathan Buatu Mananga,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Junio,Leandrinho,Gabriel Airton de Souza,Gelson,Galeno,Paulo Vítor Fagundes dos Anjos,Miguel Fernando Pereira Rodrigues,Diego Lopes,João Schmidt,Nikola Jambor,Damien Furtado,Ricardo Abel Barbosa Ferreira,Lucas Possignolo,Emmanuel Hackman,Dener,Shoya Nakajima,Bruno Tabata,Ewerton,Wilson Manafá,Pedro Sá,Rúben Fernandes,Wellington,Leonardo Navacchio,Theo Ryuki,Paulinho,Felipe Macedo,Guilherme Lazaroni,Rafael Barbosa,P1,02/09/2018,Rio Ave,Portimonense,2,1,H,0,1,A,22,11,5,4,13,16,8,3,3,2,0,2,2.04,3.3,3.6,2.1,3.25,3.5,2.1,3.15,3.5,2.16,3.41,3.62,2.05,3.4,3.6,2.1,3.3,3.7,38,2.2,2.1,3.41,3.29,3.7,3.45,33,2.13,2.02,1.84,1.76,17,-0.25,1.85,1.8,2.12,2.04,2.39,3.56,3.06
33,33,4,dom,2018-09-02,16:00,Aves,1.1,1.2,Maritimo,1272,Estádio Clube Desportivo das Aves,João Pinheiro,/pt/partidas/708f4ebc/Aves-Maritimo-2018Setembro2-Primeira-Liga,0,1,4-4-2,4-4-2,23.0,15.0,4.0,5.0,32.0,18.0,536.0,497.0,10.0,17.0,20.0,18.0,14.0,43.0,2.0,1.0,9.0,9.0,86.0,80.0,1.0,0.0,0.0,3.0,0.0,0.0,Quentin Beunardeau,Rodrigo Alves Soares,Rodrigo Defendi,Rúben Alexandre Gomes Oliveira,Bruno Manuel Araújo Braga,Hamdou Elhouni,Nélson Lenho,Carlos Ponck,Derley,Issam El Adoua,Mama Samba Baldé,Marco Pinto,Michel,Luis Fariña,Nildo Petrolina,Amilton,Vítor Gomes,Amir Abedzadeh,Bebeto,Zainadine Júnior,Lucas Áfrico,Jorge Correa,Danny,Jean Cléber,Leandro Barrera,Fabrício Baiano,Fábio China,Diederrick Joel,Charles,Marcão,Ibson Pereira De Melo,Everton Nascimento de Mendonça,Edgar Costa,Rúben Rafael Sousa Ferreira,P1,02/09/2018,Aves,Maritimo,0,1,A,0,1,A,12,16,2,3,22,15,4,4,2,3,0,0,2.4,3.0,3.2,2.35,3.2,3.0,2.4,3.05,3.0,2.39,3.22,3.31,2.3,3.2,3.2,2.4,3.13,3.2,33,2.42,2.35,3.22,3.09,3.31,3.1,27,2.45,2.34,1.59,1.57,16,-0.25,2.07,2.01,1.88,1.83,2.52,3.2,3.17
