Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,HS,AS,HST,AST,B365H,B365D,B365A,jogador18_home,jogador18_away,jogador19_away,jogador19_home,jogador20_away,jogador20_home
25.0,dom,2021-04-04,17:30,Guimaraes,2.0,0.8,Tondela,0,Estádio Dom Afonso Henriques,Fábio Oliveira Melo,/pt/partidas/0818681e/Vitoria-Guimaraes-Tondela-2021Abril4-Primeira-Liga,1,2,4-3-3,4-4-2,12.0,10.0,11.0,5.0,27.0,14.0,609.0,529.0,14.0,20.0,11.0,3.0,13.0,29.0,0.0,3.0,6.0,13.0,80.0,67.0,2.0,0.0,0.0,1.0,0.0,0.0,Bruno Varela,André André,Rochinha,Falaye Sacko,Rúben Lameiras,Mikel Agu,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,André Amaro,Helder Sá,Matouš Trmal,Easah Suliman,Marcus Edwards,Bruno Duarte,Ricardo Quaresma,Gideon Mensah,Pedro Trigueira,Bebeto,João Pedro,Jhon Murillo,Jaume Grau,Mario González,Roberto Olabe del Arco,Filipe Ferreira,Yohan Tavares,Ricardo Miguel Martins Alves,Rafael Barbosa,Babacar Niasse,João Jaquité,Pedro Borges,Tomislav Štrkalj,Tiago Melo Almeida,Enzo Martínez,16.0,10.0,6.0,3.0,1.61,3.75,5.5,Alhassan Wakaso,Abdel Jalil Medioub,Souleymane Anne,Noah Holm,,
25.0,dom,2021-04-04,20:00,Famalicao,1.8,0.1,Pacos Ferreira,0,Estádio Municipal 22 de Junho,Nuno Almeida,/pt/partidas/08ae6a9f/Famalicao-Pacos-de-Ferreira-2021Abril4-Primeira-Liga,2,0,4-4-2,4-4-1-1,14.0,15.0,6.0,3.0,16.0,22.0,520.0,593.0,15.0,13.0,13.0,10.0,20.0,12.0,4.0,2.0,4.0,7.0,86.0,68.0,2.0,0.0,0.0,5.0,1.0,0.0,Luiz Lúcio Reis Júnior,Manuel Ugarte Ribeiro,Riccieli,Ivan Jaime Pajuelo,Rúben Vinagre,Gil Bastião Dias,Anderson,Pedro Rodrigues,Diogo Figueiras,Heriberto Tavares,Patrick,Ivan Zlobin,Dani Morer,Calvin Verdonk,Bozhidar Kraev,Jhonata Robert,Leonardo Campana,Jordi Almeida,Pedro Rebocho,Hélder Ferreira,Bruno Xavier Almeida Costa,Adriano Castanheira,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Michael,Martín,Abbas Ibrahim,Zé Uilton,Matchoi Djaló,Dor Jan,16.0,3.0,6.0,0.0,2.7,3.2,2.62,Joaquín Pereyra,Jorge Fernando Santos Silva,Pedro Pinho Marques,Carlos Valenzuela,,
25.0,seg,2021-04-05,18:45,Farense,2.2,2.1,Sp Braga,0,Estádio de São Lúis,Rui Costa,/pt/partidas/6b2f9f89/Farense-Braga-2021Abril5-Primeira-Liga,1,2,4-2-3-1,3-4-3,12.0,14.0,4.0,5.0,17.0,19.0,428.0,650.0,9.0,10.0,23.0,11.0,19.0,25.0,6.0,0.0,10.0,13.0,102.0,97.0,0.0,0.0,0.0,1.0,0.0,0.0,Beto,César,Amine Oudrhiri,Fabrício Isidoro,Ryan Gauld,Bilel Aouacheria,Abner,Jonatan Lucca,Tomás Tavares,Eduardo Mancha,Pedro,Hugo Marques,Filipe Melo,Hugo Seco,Madi Queita,Braian Mansilla,Burá,Matheus,Vítor Tormena,João Novais,Almoatasem Al Musrati,Abel Ruiz,Lucas Piazon,Ricardo Horta,Cristian Borja,Raul Silva,Ricardo Esgaio,Galeno,Tiago Sá,José Carlos,Rolando,Nicolás Gaitán,André Horta,Andraž Šporar,18.0,14.0,9.0,2.0,5.0,3.75,1.66,Miguel Bandarra,Caju,Rodrigo Gomes,Djalma Campos,,
25.0,seg,2021-04-05,19:00,Benfica,3.8,1.4,Maritimo,0,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/ea84ae1a/Benfica-Maritimo-2021Abril5-Primeira-Liga,1,0,4-2-2-2,5-3-2,17.0,19.0,4.0,3.0,15.0,8.0,682.0,406.0,11.0,17.0,6.0,15.0,11.0,13.0,1.0,3.0,9.0,12.0,62.0,90.0,3.0,0.0,0.0,3.0,0.0,0.0,Helton Leite,Álex Grimaldo,Lucas Veríssimo,Everton Soares,Luca Waldschmidt,Haris Seferović,Diogo Gonçalves,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Odisseas Vlachodimos,Gilberto,Jan Vertonghen,Darwin Núñez,Franco Cervi,Chiquinho,Amir Abedzadeh,Cláudio Winck,Zainadine Júnior,Jean,Edgar Costa,Franck-Yves Bambock,Rene Santos,Antreas Karo,Ali Alipour,Marcelo Hermes,Diederrick Joel,Charles,Lucas Áfrico,Rafik Guitane,Jorge Correa,Francois-Xavier Fumu Tamuzo,Milson,15.0,8.0,6.0,2.0,1.16,7.0,15.0,Jardel,Rúben Macedo,Fábio China,Pedrinho,,
25.0,seg,2021-04-05,21:00,Moreirense,0.4,1.5,Sp Lisbon,0,P.D. Comendador Joaquim de Almeida Freit...,João Pinheiro,/pt/partidas/491361a8/Moreirense-Sporting-CP-2021Abril5-Primeira-Liga,1,1,4-4-2,3-5-2,16.0,13.0,2.0,4.0,13.0,21.0,477.0,641.0,18.0,23.0,13.0,13.0,21.0,12.0,2.0,4.0,9.0,7.0,68.0,74.0,2.0,0.0,0.0,2.0,0.0,0.0,Mateus Pasinato,Lazar Rosić,Abdu Conté,Fábio Pacheco,Felipe Pires,Matheus Silva,Filipe Soares,Abdoulaye Ba,Walterson,Gonçalo Franco,Rafael Martins,Kewin,Anthony D'Alberto,Nahuel Ferraresi,Lucas,André Luis,Yan Santos,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,João Mário,Paulinho,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Daniel Bragança,Luís Maximiano,Matheus Reis,Bruno Tabata,Matheus Nunes,Nuno Santos,Luís Neto,5.0,10.0,1.0,3.0,7.0,4.0,1.45,Steven Vitória,Tiago Tomás,João Pereira,David Simão,,
26.0,sex,2021-04-09,20:00,Portimonense,1.9,0.6,Guimaraes,0,Estádio do Portimonense SC,Manuel Oliveira,/pt/partidas/c17c75f6/Portimonense-Vitoria-Guimaraes-2021Abril9-Primeira-Liga,3,0,4-2-3-1,3-4-3,16.0,10.0,3.0,8.0,11.0,22.0,524.0,614.0,20.0,10.0,13.0,9.0,20.0,16.0,0.0,2.0,8.0,6.0,99.0,79.0,2.0,0.0,0.0,2.0,0.0,0.0,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Anderson,Beto,Fahd Moufi,Luquinha,Koki Anzai,Willyan,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Fabrício dos Santos Messias,Ewerton,Henrique,Pedro Sá,Bruno Moreira,Bruno Varela,Abdul Mumin,Marcus Edwards,André André,Gideon Mensah,Falaye Sacko,José Luis García Vayá,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,Domingos André Ribeiro Almeida,André Amaro,Matouš Trmal,Easah Suliman,Bruno Duarte,Rochinha,Rúben Lameiras,Mikel Agu,7.0,10.0,3.0,3.0,2.55,3.1,2.9,Pedro Oliveira Casagrande,Zié Mohamed Ouattara,Miguel Luís,Fali Candé,,
26.0,sáb,2021-04-10,15:00,Maritimo,0.6,0.7,Farense,0,Estádio dos Barreiros,Manuel Mota,/pt/partidas/4b230e0b/Maritimo-Farense-2021Abril10-Primeira-Liga,1,0,3-5-2,4-2-3-1,15.0,19.0,6.0,12.0,22.0,38.0,405.0,485.0,15.0,16.0,10.0,9.0,32.0,21.0,4.0,1.0,14.0,6.0,84.0,90.0,4.0,0.0,0.0,3.0,0.0,0.0,Amir Abedzadeh,Zainadine Júnior,Jorge Correa,Edgar Costa,Franck-Yves Bambock,Rúben Macedo,Rene Santos,Léo Andrade,Ali Alipour,Marcelo Hermes,Diederrick Joel,Charles,Lucas Áfrico,Jean,Rafik Guitane,Francois-Xavier Fumu Tamuzo,Milson,Beto,César,Amine Oudrhiri,Madi Queita,Ryan Gauld,Bilel Aouacheria,Abner,Jonatan Lucca,Tomás Tavares,Eduardo Mancha,Pedro,Hugo Marques,Filipe Melo,Hugo Seco,Braian Mansilla,Burá,Miguel Bandarra,9.0,14.0,2.0,2.0,2.5,3.1,2.9,Tim Söderström,Djalma Campos,André Almeida Pinto,Fábio China,,
26.0,sáb,2021-04-10,15:30,Boavista,2.0,2.3,Rio Ave,0,Estádio do Bessa Século XXI,André Narciso,/pt/partidas/3bcb5de8/Boavista-Rio-Ave-2021Abril10-Primeira-Liga,3,3,3-5-2,4-3-3,21.0,18.0,6.0,5.0,15.0,34.0,331.0,671.0,17.0,16.0,15.0,6.0,23.0,10.0,3.0,4.0,,,34.0,80.0,5.0,0.0,1.0,1.0,1.0,0.0,Leonardo César Jardim,Reggie Cannon,Adil Rami,Chidozie Awaziem,Gustavo Sauer,Yusupha Njie,Alberth Elis,Sebastián Pérez Cardona,Yanis Hamache,Paulinho,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Nuno Santos,Nathan,Show,Jeriel Córdova,Paweł Kieszek,Nélson Monte,Gelson,Ricardo José Vaz Alves Monteiro,Francisco Geraldes,Gonçalo Rodrigues,Pelé,Carlos Mané,Pedro Amaral,Ivo Pinto,Aderlan Santos,Léo,Toni Borevkovic,Júnior Brandão,Anderson Emanuel Castelo Branco Cruz,Fábio Coentrão,Ronan,13.0,10.0,4.0,5.0,2.55,3.0,2.9,Kuku Fidelis,Costinha,Ryotaro Meshino,Tiago Fonseca Morais,,
26.0,sáb,2021-04-10,18:00,Tondela,0.3,1.5,Porto,0,Estádio João Cardoso,Fábio Veríssimo,/pt/partidas/b31b29ed/Tondela-Porto-2021Abril10-Primeira-Liga,0,2,4-3-3,4-4-2,19.0,21.0,1.0,6.0,17.0,14.0,475.0,737.0,21.0,17.0,13.0,8.0,19.0,15.0,0.0,2.0,9.0,7.0,75.0,61.0,4.0,0.0,0.0,1.0,0.0,0.0,Pedro Trigueira,Bebeto,Salvador Agra,João Pedro,Jaume Grau,Mario González,Roberto Olabe del Arco,Filipe Ferreira,Abdel Jalil Medioub,Ricardo Miguel Martins Alves,Rafael Barbosa,Babacar Niasse,João Jaquité,Pedro Borges,Jhon Murillo,Tiago Melo Almeida,Enzo Martínez,Agustín Marchesín,Pepe,Diogo Leite,Mateus Uribe,Zaidu Sanusi,Marko Grujić,Jesús Corona,Wilson Manafá,Otávio,Toni Martínez,Evanilson,Cláudio Ramos,Luis Díaz,Mehdi Taremi,Moussa Marega,Chancel Mbemba,Sérgio Oliveira,7.0,13.0,2.0,6.0,9.5,4.0,1.4,Yohan Tavares,Eulânio Ângelo Chipela Gomes,Fabio Vieira,Souleymane Anne,,
26.0,sáb,2021-04-10,20:30,Pacos Ferreira,0.1,3.4,Benfica,0,Estádio da Capital do Móvel,Hugo Miguel,/pt/partidas/a58c1f7f/Pacos-de-Ferreira-Benfica-2021Abril10-Primeira-Liga,0,5,4-3-3,3-4-3,8.0,14.0,1.0,11.0,10.0,21.0,387.0,806.0,14.0,5.0,17.0,12.0,17.0,10.0,3.0,4.0,9.0,2.0,67.0,52.0,1.0,1.0,0.0,5.0,0.0,0.0,Jordi Almeida,Pedro Rebocho,Hélder Ferreira,Zé Uilton,Bruno Xavier Almeida Costa,Dor Jan,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Stephen Eustáquio,Michael,Martín,Abbas Ibrahim,Matchoi Djaló,Adriano Castanheira,Jorge Fernando Santos Silva,Helton Leite,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Luca Waldschmidt,Haris Seferović,Diogo Gonçalves,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Odisseas Vlachodimos,Gilberto,Everton Soares,Darwin Núñez,Franco Cervi,Chiquinho,2.0,15.0,1.0,9.0,7.5,4.0,1.45,Lucas Silva,Pizzi,Pedrinho,Pedro Pinho Marques,,
26.0,dom,2021-04-11,14:30,Santa Clara,3.6,1.3,Nacional,0,Estádio de São Miguel,Gustavo Correia,/pt/partidas/32583ad5/Santa-Clara-Nacional-2021Abril11-Primeira-Liga,5,1,4-3-3,4-1-4-1,17.0,19.0,3.0,3.0,17.0,8.0,525.0,548.0,14.0,13.0,16.0,10.0,6.0,15.0,0.0,4.0,8.0,9.0,71.0,75.0,2.0,0.0,0.0,3.0,0.0,0.0,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Mansur,Allano,Lincoln,Carlos,Hidemasa Morita,Anderson Carvalho,Rui Costa,André Ferreira,João Afonso,João Paulo Lázaro Lucas,Ukra,Costinha,Rui Filipe Cunha Correia,António Filipe de Carvalho,Lucas Kal,Pedrão,João Pedro Gomes Camacho,Vladan Danilović,Kalindi Alves de Souza,Rui Correia,Bryan Róchez,Vincent Thill,Nuno Borges,Mabrouk Rouai,Riccardo Piscitelli,Abdullahi Ibrahim Alhassan,Marco Matias,Kenji Gorré,Rúben Micael,Éber Bessa,16.0,10.0,9.0,3.0,1.8,3.5,4.5,Crysan,Rúben Freitas,Julio,Jean Patric,,
26.0,dom,2021-04-11,15:00,Gil Vicente,1.8,1.1,Moreirense,0,Estádio Cidade de Barcelos,Nuno Almeida,/pt/partidas/4596361a/Gil-Vicente-FC-Moreirense-2021Abril11-Primeira-Liga,1,2,4-3-3,4-2-3-1,18.0,11.0,7.0,2.0,21.0,10.0,653.0,475.0,12.0,20.0,9.0,15.0,9.0,20.0,1.0,3.0,5.0,13.0,85.0,75.0,2.0,0.0,0.0,1.0,0.0,0.0,Denis,Joel Pereira,João Afonso Crispim,Lourency,Claude Gonçalves,Pedro Filipe Barbosa Moreira,Kanya Fujimoto,Rúben Fernandes,Talocha,Pedro David Rosendo Marques,Ygor Nogueira,Quentin Beunardeau,Rodrigão,Antoine Léautey,Vitor Carvalho,Yves Baraye,Samuel,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Abdu Conté,Fábio Pacheco,Felipe Pires,Steven Vitória,Filipe Soares,Walterson,Gonçalo Franco,Rafael Martins,Kewin,Nahuel Ferraresi,André Luis,Matheus Silva,Yan Santos,David Simão,18.0,10.0,6.0,4.0,2.15,3.2,3.5,Henrique Gomes,Afonso Figueiredo,Alexandre Miguel Barros Soares,Paulo Sérgio Mota,,
26.0,dom,2021-04-11,17:30,Sp Braga,1.9,1.5,Belenenses,0,Estádio Municipal de Braga,Artur Soares Dias,/pt/partidas/c7adcf54/Braga-Belenenses-SAD-2021Abril11-Primeira-Liga,1,1,4-4-2,5-4-1,12.0,13.0,9.0,7.0,34.0,20.0,755.0,481.0,12.0,7.0,12.0,26.0,17.0,29.0,3.0,2.0,8.0,7.0,75.0,71.0,4.0,0.0,0.0,3.0,0.0,0.0,Matheus,Vítor Tormena,Nuno Sequeira,Almoatasem Al Musrati,Nicolás Gaitán,Andraž Šporar,Ricardo Horta,Fransérgio,Raul Silva,Ricardo Esgaio,Galeno,Tiago Sá,José Carlos,Rolando,João Novais,Abel Ruiz,Lucas Piazon,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Mateo Cassierra,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Sphephelo Sithole,Henrique,Afonso Sousa,Gonçalo Silva,André Moreira,Diogo Calila,Danny Henriques,Jordan van der Gaag,Francisco Chico,Nilton Varela,14.0,9.0,4.0,2.0,1.44,4.33,7.0,André Horta,Chima Akas,César Sousa,Cristian Borja,,
26.0,dom,2021-04-11,20:00,Sp Lisbon,1.2,0.4,Famalicao,0,Estádio José Alvalade,Rui Costa,/pt/partidas/65f30512/Sporting-CP-Famalicao-2021Abril11-Primeira-Liga,1,1,3-4-3,4-1-4-1,13.0,18.0,6.0,5.0,27.0,10.0,630.0,435.0,25.0,17.0,9.0,7.0,7.0,23.0,0.0,2.0,3.0,8.0,60.0,71.0,3.0,0.0,0.0,3.0,0.0,0.0,Antonio Adán,Zouhair Feddal,Sebastián Coates,Nuno Mendes,João Palhinha,Luís Neto,João Mário,Tiago Tomás,Paulinho,Pedro Porro,Pedro Gonçalves,Luís Maximiano,Matheus Reis,Matheus Nunes,Nuno Santos,João Pereira,Vitorino Antunes,Luiz Lúcio Reis Júnior,Manuel Ugarte Ribeiro,Gustavo Assuncao,Riccieli,Ivan Jaime Pajuelo,Rúben Vinagre,Gil Bastião Dias,Anderson,Pedro Rodrigues,Diogo Figueiras,Patrick,Ivan Zlobin,Bozhidar Kraev,Jhonata Robert,Joaquín Pereyra,João Neto,Carlos Valenzuela,16.0,2.0,5.0,2.0,1.44,4.33,7.0,Daniel Bragança,Diogo Queirós,Edwin Herrera,Eduardo Quaresma,,
27.0,sex,2021-04-16,18:45,Boavista,1.9,0.9,Pacos Ferreira,0,Estádio do Bessa Século XXI,Tiago Martins,/pt/partidas/c0966357/Boavista-Pacos-de-Ferreira-2021Abril16-Primeira-Liga,2,0,3-5-2,4-3-3,8.0,10.0,0.0,8.0,7.0,34.0,424.0,775.0,13.0,16.0,17.0,6.0,22.0,8.0,0.0,0.0,,,34.0,89.0,3.0,0.0,0.0,1.0,0.0,0.0,Leonardo César Jardim,Reggie Cannon,Adil Rami,Chidozie Awaziem,Gustavo Sauer,Angel Gomes,Yusupha Njie,Alberth Elis,Show,Paulinho,Cristian Castro,Rafael Bracalli,Alejandro Gómez,Nuno Santos,Jackson Porozo,Nathan,Sebastián Pérez Cardona,Jordi Almeida,Pedro Rebocho,Martín,Hélder Ferreira,Zé Uilton,Bruno Xavier Almeida Costa,Luíz Carlos,Maracás,Fernando Ferreira Fonseca,Marcelo dos Santos Ferreira,Douglas Tanque,Michael,Abbas Ibrahim,Luther Singh,Dor Jan,Jorge Fernando Santos Silva,Lucas Silva,9.0,13.0,4.0,2.0,2.45,3.1,3.0,Jeriel Córdova,Pedro Pinho Marques,João Pedro Sousa Silva,Kuku Fidelis,,
27.0,sex,2021-04-16,21:00,Farense,1.1,1.5,Sp Lisbon,0,Estádio de São Lúis,Hugo Miguel,/pt/partidas/a3b20bcc/Farense-Sporting-CP-2021Abril16-Primeira-Liga,0,1,4-1-4-1,3-5-2,13.0,11.0,7.0,9.0,17.0,24.0,514.0,560.0,10.0,9.0,17.0,15.0,19.0,26.0,7.0,3.0,12.0,8.0,100.0,107.0,1.0,0.0,0.0,2.0,0.0,0.0,Beto,César,Amine Oudrhiri,Ryan Gauld,Bilel Aouacheria,Abner,Jonatan Lucca,Tomás Tavares,Licá,Eduardo Mancha,Pedro,Hugo Marques,Braian Mansilla,Burá,Fabrício Isidoro,Miguel Bandarra,André Almeida Pinto,Antonio Adán,Matheus Reis,Sebastián Coates,Nuno Mendes,João Palhinha,João Mário,Paulinho,Pedro Porro,Pedro Gonçalves,Gonçalo Inácio,Daniel Bragança,Luís Maximiano,Bruno Tabata,Matheus Nunes,Nuno Santos,Luís Neto,Tiago Tomás,8.0,12.0,3.0,4.0,5.5,3.8,1.6,Cássio,Vitorino Antunes,Eduardo Quaresma,Álvarinho,,
27.0,sáb,2021-04-17,15:30,Moreirense,1.5,1.5,Tondela,0,P.D. Comendador Joaquim de Almeida Freit...,Iancu Vasilica,/pt/partidas/67775cab/Moreirense-Tondela-2021Abril17-Primeira-Liga,2,3,4-2-3-1,4-3-3,17.0,13.0,5.0,3.0,19.0,6.0,633.0,478.0,14.0,14.0,13.0,13.0,8.0,24.0,0.0,2.0,3.0,9.0,74.0,61.0,5.0,0.0,1.0,4.0,0.0,0.0,Mateus Pasinato,Anthony D'Alberto,Lazar Rosić,Abdu Conté,Felipe Pires,Yan Santos,Steven Vitória,Filipe Soares,David Simão,Gonçalo Franco,Rafael Martins,Kewin,Nahuel Ferraresi,Fábio Pacheco,Lucas,Abdoulaye Ba,Afonso Figueiredo,Pedro Trigueira,Bebeto,João Pedro,Jhon Murillo,Jaume Grau,Mario González,Roberto Olabe del Arco,Filipe Ferreira,Yohan Tavares,Ricardo Miguel Martins Alves,Rafael Barbosa,Babacar Niasse,João Jaquité,Pedro Borges,Salvador Agra,Tomislav Štrkalj,Tiago Melo Almeida,12.0,7.0,3.0,5.0,2.2,3.2,3.3,Alexandre Miguel Barros Soares,Enzo Martínez,Abdel Jalil Medioub,Jefferson Galego,,
27.0,sáb,2021-04-17,15:30,Guimaraes,0.8,0.5,Santa Clara,0,Estádio Dom Afonso Henriques,Rui Costa,/pt/partidas/c3ee3473/Vitoria-Guimaraes-Santa-Clara-2021Abril17-Primeira-Liga,1,0,3-4-3,4-3-3,17.0,19.0,4.0,5.0,10.0,18.0,528.0,608.0,21.0,13.0,4.0,7.0,36.0,8.0,5.0,2.0,10.0,6.0,70.0,76.0,1.0,0.0,0.0,1.0,0.0,0.0,Bruno Varela,Abdul Mumin,Marcus Edwards,André André,Gideon Mensah,Rochinha,Falaye Sacko,José Luis García Vayá,Oscar Estupiñan,Jorge Filipe Oliveira Fernandes,André Amaro,Matouš Trmal,Easah Suliman,Bruno Duarte,Rúben Lameiras,Mikel Agu,Sílvio,Marco André Rocha Pereira,Rafael Ramos,Mikel Villanueva,Fábio Cardoso,Mansur,Allano,Lincoln,Carlos,Hidemasa Morita,Anderson Carvalho,Rui Costa,André Ferreira,João Afonso,João Paulo Lázaro Lucas,Ukra,Costinha,Rui Filipe Cunha Correia,5.0,9.0,2.0,1.0,2.15,3.2,3.6,Domingos André Ribeiro Almeida,Crysan,Jean Patric,Noah Holm,,
27.0,sáb,2021-04-17,18:00,Belenenses,1.1,1.7,Maritimo,0,Estádio Nacional,António Nobre,/pt/partidas/4604d31c/Belenenses-SAD-Maritimo-2021Abril17-Primeira-Liga,2,0,5-4-1,3-5-2,26.0,12.0,2.0,11.0,14.0,28.0,441.0,632.0,14.0,8.0,12.0,7.0,24.0,10.0,3.0,3.0,14.0,7.0,81.0,88.0,4.0,0.0,0.0,3.0,0.0,0.0,Stanislav Kritsyuk,Tomás Ribeiro,Rúben Lima,Mateo Cassierra,Silvestre Varela,Miguel Filipe Nunes Cardoso,Tiago Esgaio,Afonso Taira,Henrique,Afonso Sousa,Gonçalo Silva,André Moreira,Diogo Calila,Bruno Ramires,Danny Henriques,Jordan van der Gaag,Francisco Chico,Amir Abedzadeh,Cláudio Winck,Lucas Áfrico,Jean,Edgar Costa,Rene Santos,Antreas Karo,Pedro Pelágio,Ali Alipour,Marcelo Hermes,Diederrick Joel,Charles,Rafik Guitane,Jorge Correa,Rodrigo Pinho,Francois-Xavier Fumu Tamuzo,Rúben Macedo,6.0,21.0,4.0,6.0,2.2,3.2,3.25,Thibang Phete,Tim Söderström,Fábio China,Nilton Varela,,
27.0,sáb,2021-04-17,18:00,Benfica,1.9,0.7,Gil Vicente,0,Estádio do Sport Lisboa e Benfica,Fábio Veríssimo,/pt/partidas/5ba0987c/Benfica-Gil-Vicente-FC-2021Abril17-Primeira-Liga,1,2,3-4-3,4-3-3,7.0,10.0,5.0,5.0,33.0,12.0,830.0,487.0,10.0,17.0,11.0,19.0,11.0,23.0,0.0,0.0,6.0,12.0,75.0,87.0,1.0,0.0,0.0,1.0,0.0,0.0,Helton Leite,Álex Grimaldo,Lucas Veríssimo,Jan Vertonghen,Luca Waldschmidt,Haris Seferović,Diogo Gonçalves,Rafa Silva,Julian Weigl,Nicolás Otamendi,Adel Taarabt,Odisseas Vlachodimos,Gilberto,Everton Soares,Gabriel,Darwin Núñez,Franco Cervi,Denis,Joel Pereira,Rodrigão,Lourency,Antoine Léautey,Pedro Filipe Barbosa Moreira,Vitor Carvalho,Lucas Mineiro,Rúben Fernandes,Talocha,Pedro David Rosendo Marques,Quentin Beunardeau,Diogo Silva,Claude Gonçalves,Kanya Fujimoto,Yves Baraye,Samuel,19.0,8.0,1.0,2.0,1.22,5.75,13.0,Pizzi,Henrique Gomes,Paulo Sérgio Mota,Pedrinho,,
27.0,sáb,2021-04-17,20:30,Rio Ave,0.8,1.5,Sp Braga,0,Estádio do Rio Ave Futebol Clube,Nuno Almeida,/pt/partidas/302863b5/Rio-Ave-Braga-2021Abril17-Primeira-Liga,0,0,4-2-3-1,3-4-3,18.0,20.0,2.0,5.0,8.0,17.0,513.0,600.0,15.0,7.0,15.0,8.0,24.0,9.0,1.0,3.0,8.0,10.0,77.0,65.0,3.0,1.0,0.0,2.0,0.0,0.0,Paweł Kieszek,Filipe Augusto,Toni Borevkovic,Gelson,Ricardo José Vaz Alves Monteiro,Francisco Geraldes,Gonçalo Rodrigues,Carlos Mané,Pedro Amaral,Ivo Pinto,Aderlan Santos,Magrão,Nélson Monte,Júnior Brandão,Anderson Emanuel Castelo Branco Cruz,Fábio Coentrão,Ronan,Matheus,José Carlos,Vítor Tormena,Nuno Sequeira,Rolando,João Novais,Abel Ruiz,Ricardo Horta,Fransérgio,André Castro,Galeno,Tiago Sá,Almoatasem Al Musrati,Nicolás Gaitán,Lucas Piazon,André Horta,Andraž Šporar,10.0,13.0,4.0,6.0,4.75,3.5,1.75,Costinha,Cristian Borja,Raul Silva,Ryotaro Meshino,,
27.0,dom,2021-04-18,15:00,Famalicao,1.2,0.8,Portimonense,0,Estádio Municipal 22 de Junho,Luís Godinho,/pt/partidas/0f5269bb/Famalicao-Portimonense-2021Abril18-Primeira-Liga,0,1,4-1-4-1,4-2-3-1,15.0,19.0,5.0,4.0,16.0,13.0,598.0,457.0,13.0,10.0,6.0,11.0,20.0,25.0,0.0,0.0,5.0,14.0,73.0,89.0,1.0,0.0,0.0,5.0,0.0,0.0,Luiz Lúcio Reis Júnior,Manuel Ugarte Ribeiro,Gustavo Assuncao,Ivan Jaime Pajuelo,Rúben Vinagre,Diogo Queirós,Gil Bastião Dias,Anderson,Pedro Rodrigues,Diogo Figueiras,Patrick,Vaná,Dani Morer,Calvin Verdonk,Alexandre Guedes,Bozhidar Kraev,Jhonata Robert,Samuel Portugal,Maurício Antônio,Lucas Possignolo,Dener,Ewerton,Beto,Fahd Moufi,Koki Anzai,Willyan,Fali Candé,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Fabrício dos Santos Messias,Anderson,Henrique,Luquinha,Pedro Sá,18.0,9.0,2.0,4.0,2.15,3.1,3.6,Joaquín Pereyra,Bruno Moreira,Lucas Tagliapietra,João Neto,,
