,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away
44,5,seg,2018-09-24,20:15,Braga,0.6,0.5,Sporting CP,16038,Estádio Municipal de Braga,Artur Soares Dias,/pt/partidas/a2a44cbd/Braga-Sporting-CP-2018Setembro24-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,6,qui,2018-09-27,20:15,Chaves,1.4,2.0,Benfica,7783,Estádio Municipal Eng. Manuel Branco Tei...,João Santos Capela,/pt/partidas/461c58ba/Chaves-Benfica-2018Setembro27-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,6,sex,2018-09-28,20:30,Porto,3.1,0.3,Tondela,40011,Estádio Do Dragão,Luís Godinho,/pt/partidas/c1c3fcc0/Porto-Tondela-2018Setembro28-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,6,sáb,2018-09-29,16:30,Moreirense,1.0,0.5,Feirense,1551,P.D. Comendador Joaquim de Almeida Freit...,Artur Soares Dias,/pt/partidas/d2f73f7f/Moreirense-Feirense-2018Setembro29-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,6,sáb,2018-09-29,19:00,Rio Ave,2.1,2.0,Boavista,3099,Estádio do Rio Ave Futebol Clube,Hugo Miguel,/pt/partidas/8973c028/Rio-Ave-Boavista-2018Setembro29-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,6,sáb,2018-09-29,21:00,Sporting CP,1.7,0.2,Marítimo,35238,Estádio José Alvalade,Nuno Almeida,/pt/partidas/f33afb95/Sporting-CP-Maritimo-2018Setembro29-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,6,dom,2018-09-30,16:00,Nacional,1.1,1.1,Santa Clara,2427,Estádio da Madeira,Manuel Mota,/pt/partidas/fe70d783/Nacional-Santa-Clara-2018Setembro30-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,6,dom,2018-09-30,18:30,Vitória,0.8,0.6,Vitória Setúbal,17920,Estádio Dom Afonso Henriques,António Nobre,/pt/partidas/6d8ca746/Vitoria-Guimaraes-Vitoria-Setubal-2018Setembro30-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,6,dom,2018-09-30,20:30,B-SAD,1.3,3.7,Braga,2237,Estádio Nacional,Fábio Costa,/pt/partidas/52cd11a5/Belenenses-SAD-Braga-2018Setembro30-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,6,seg,2018-10-01,20:15,Aves,1.4,1.4,Portimonense,1911,Estádio Clube Desportivo das Aves,João Pinto,/pt/partidas/ee033c51/Aves-Portimonense-2018Outubro1-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,7,sex,2018-10-05,15:30,Tondela,1.8,1.1,Nacional,1549,Estádio João Cardoso,André Narciso,/pt/partidas/5bfa78b4/Tondela-Nacional-2018Outubro5-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,7,sex,2018-10-05,17:00,Santa Clara,1.2,0.3,Chaves,3431,Estádio de São Miguel,Cláudio Ruivo Pereira,/pt/partidas/23f574ab/Santa-Clara-Chaves-2018Outubro5-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,7,sex,2018-10-05,20:30,Feirense,0.9,0.4,B-SAD,3469,Estádio Marcolino de Castro,João Pinheiro,/pt/partidas/9be958ee/Feirense-Belenenses-SAD-2018Outubro5-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
57,7,sáb,2018-10-06,15:30,Vitória Setúbal,2.6,0.5,Moreirense,2914,Estádio do Bonfim,Luís Godinho,/pt/partidas/49e3d789/Vitoria-Setubal-Moreirense-2018Outubro6-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,7,sáb,2018-10-06,18:00,Marítimo,1.4,2.0,Vitória,5674,Estádio dos Barreiros,Manuel Oliveira,/pt/partidas/c04544be/Maritimo-Vitoria-Guimaraes-2018Outubro6-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,7,sáb,2018-10-06,20:30,Braga,1.2,0.7,Rio Ave,12645,Estádio Municipal de Braga,Tiago Martins,/pt/partidas/7b107884/Braga-Rio-Ave-2018Outubro6-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,7,dom,2018-10-07,15:00,Boavista,1.5,1.1,Aves,4331,Estádio do Bessa Século XXI,Vitor Ferreira Fernandes,/pt/partidas/27d70f72/Boavista-Aves-2018Outubro7-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,7,dom,2018-10-07,17:30,Benfica,0.8,0.6,Porto,61567,Estádio do Sport Lisboa e Benfica,Fábio Costa,/pt/partidas/c1987bef/Benfica-Porto-2018Outubro7-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,7,dom,2018-10-07,20:00,Portimonense,1.7,2.4,Sporting CP,5685,Estádio do Portimonense SC,Hugo Miguel,/pt/partidas/6d1071b2/Portimonense-Sporting-CP-2018Outubro7-Primeira-Liga,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8,sex,2018-10-26,19:00,Nacional,0.4,0.7,Portimonense,1458,Estádio da Madeira,Manuel Oliveira,/pt/partidas/256afda0/Nacional-Portimonense-2018Outubro26-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,8,sex,2018-10-26,21:15,Vitória,0.8,1.1,Braga,26170,Estádio Dom Afonso Henriques,Hugo Miguel,/pt/partidas/7c71a320/Vitoria-Guimaraes-Braga-2018Outubro26-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,8,sáb,2018-10-27,15:30,Aves,1.2,0.9,Santa Clara,1806,Estádio Clube Desportivo das Aves,Fábio Costa,/pt/partidas/501b8146/Aves-Santa-Clara-2018Outubro27-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,8,sáb,2018-10-27,18:00,Rio Ave,0.9,0.8,Chaves,2894,Estádio do Rio Ave Futebol Clube,Hélder Malheiro,/pt/partidas/3a81e986/Rio-Ave-Chaves-2018Outubro27-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,8,sáb,2018-10-27,20:30,B-SAD,1.8,3.3,Benfica,10635,Estádio Nacional,Artur Soares Dias,/pt/partidas/b828f944/Belenenses-SAD-Benfica-2018Outubro27-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,8,dom,2018-10-28,15:00,Moreirense,1.5,1.7,Marítimo,1627,P.D. Comendador Joaquim de Almeida Freit...,João Santos Capela,/pt/partidas/27fb73e4/Moreirense-Maritimo-2018Outubro28-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,8,dom,2018-10-28,15:00,Tondela,0.6,0.5,Vitória Setúbal,1393,Estádio João Cardoso,João Pinto,/pt/partidas/7db819f4/Tondela-Vitoria-Setubal-2018Outubro28-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,8,dom,2018-10-28,17:30,Porto,3.0,0.3,Feirense,46028,Estádio Do Dragão,Rui Oliveira,/pt/partidas/7f2d868c/Porto-Feirense-2018Outubro28-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,8,dom,2018-10-28,20:00,Sporting CP,2.7,0.6,Boavista,27784,Estádio José Alvalade,Carlos Xistra,/pt/partidas/16c94c0b/Sporting-CP-Boavista-2018Outubro28-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,9,sex,2018-11-02,20:30,Benfica,2.1,1.1,Moreirense,47216,Estádio do Sport Lisboa e Benfica,Nuno Almeida,/pt/partidas/31570dc9/Benfica-Moreirense-2018Novembro2-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,9,sáb,2018-11-03,15:30,Portimonense,1.3,1.4,B-SAD,2921,Estádio do Portimonense SC,João Santos Capela,/pt/partidas/403383ae/Portimonense-Belenenses-SAD-2018Novembro3-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,9,sáb,2018-11-03,18:00,Marítimo,0.3,2.3,Porto,9620,Estádio dos Barreiros,Carlos Xistra,/pt/partidas/1c2a303e/Maritimo-Porto-2018Novembro3-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,9,sáb,2018-11-03,20:30,Boavista,0.3,1.5,Vitória,5739,Estádio do Bessa Século XXI,Tiago Martins,/pt/partidas/4e2aa4d4/Boavista-Vitoria-Guimaraes-2018Novembro3-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,9,dom,2018-11-04,15:00,Feirense,1.3,3.6,Tondela,2136,Estádio Marcolino de Castro,Hugo Miguel,/pt/partidas/62e55da9/Feirense-Tondela-2018Novembro4-Primeira-Liga,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,9,dom,2018-11-04,16:30,Santa Clara,0.8,1.9,Sporting CP,9968,Estádio de São Miguel,Manuel Mota,/pt/partidas/8b34f767/Santa-Clara-Sporting-CP-2018Novembro4-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,9,dom,2018-11-04,20:00,Braga,1.3,0.9,Vitória Setúbal,7254,Estádio Municipal de Braga,Hélder Malheiro,/pt/partidas/778f8112/Braga-Vitoria-Setubal-2018Novembro4-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,9,seg,2018-11-05,19:00,Rio Ave,2.7,2.7,Nacional,2232,Estádio do Rio Ave Futebol Clube,João Pinto,/pt/partidas/21db2e6b/Rio-Ave-Nacional-2018Novembro5-Primeira-Liga,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,9,seg,2018-11-05,21:15,Chaves,1.2,1.0,Aves,2720,Estádio Municipal Eng. Manuel Branco Tei...,Rui Costa,/pt/partidas/97f585fb/Chaves-Aves-2018Novembro5-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,10,sex,2018-11-09,19:00,Moreirense,1.1,0.7,Portimonense,1234,P.D. Comendador Joaquim de Almeida Freit...,Hugo Miguel,/pt/partidas/3d20fdc4/Moreirense-Portimonense-2018Novembro9-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,10,sex,2018-11-09,21:15,Vitória Setúbal,0.6,0.3,Feirense,2196,Estádio do Bonfim,Fábio Costa,/pt/partidas/57a442b7/Vitoria-Setubal-Feirense-2018Novembro9-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,10,sáb,2018-11-10,15:30,Aves,3.4,1.0,Rio Ave,1419,Estádio Clube Desportivo das Aves,Luís Godinho,/pt/partidas/39b7d572/Aves-Rio-Ave-2018Novembro10-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,10,sáb,2018-11-10,15:30,B-SAD,0.8,0.6,Boavista,1622,Estádio Nacional,André Narciso,/pt/partidas/84ea6f1c/Belenenses-SAD-Boavista-2018Novembro10-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,10,sáb,2018-11-10,18:00,Nacional,1.4,0.9,Marítimo,2981,Estádio da Madeira,Rui Costa,/pt/partidas/266a54ad/Nacional-Maritimo-2018Novembro10-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,10,sáb,2018-11-10,20:30,Porto,0.8,0.8,Braga,47929,Estádio Do Dragão,Artur Soares Dias,/pt/partidas/4d16b933/Porto-Braga-2018Novembro10-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,10,dom,2018-11-11,15:00,Vitória,2.4,0.3,Santa Clara,12484,Estádio Dom Afonso Henriques,Carlos Xistra,/pt/partidas/df3e4dc7/Vitoria-Guimaraes-Santa-Clara-2018Novembro11-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,10,dom,2018-11-11,17:30,Tondela,1.1,2.8,Benfica,4755,Estádio João Cardoso,João Pinheiro,/pt/partidas/ba68b647/Tondela-Benfica-2018Novembro11-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,10,dom,2018-11-11,20:00,Sporting CP,1.8,0.1,Chaves,20359,Estádio José Alvalade,Tiago Martins,/pt/partidas/510fac15/Sporting-CP-Chaves-2018Novembro11-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,11,sex,2018-11-30,19:30,Santa Clara,1.3,2.2,B-SAD,2369,Estádio de São Miguel,António Nobre,/pt/partidas/e378381c/Santa-Clara-Belenenses-SAD-2018Novembro30-Primeira-Liga,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,11,sáb,2018-12-01,15:30,Marítimo,0.4,0.9,Vitória Setúbal,4256,Estádio dos Barreiros,Artur Soares Dias,/pt/partidas/fbc6b53e/Maritimo-Vitoria-Setubal-2018Dezembro1-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,11,sáb,2018-12-01,18:00,Benfica,2.8,0.1,Feirense,44547,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/d4ada794/Benfica-Feirense-2018Dezembro1-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,11,sáb,2018-12-01,20:30,Braga,2.1,1.5,Moreirense,9807,Estádio Municipal de Braga,Manuel Oliveira,/pt/partidas/d1701b5e/Braga-Moreirense-2018Dezembro1-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,11,dom,2018-12-02,15:00,Portimonense,2.8,1.3,Tondela,2383,Estádio do Portimonense SC,Vitor Ferreira Fernandes,/pt/partidas/635acc5a/Portimonense-Tondela-2018Dezembro2-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,11,dom,2018-12-02,15:00,Aves,1.2,3.5,Nacional,1596,Estádio Clube Desportivo das Aves,João Pinheiro,/pt/partidas/8164928d/Aves-Nacional-2018Dezembro2-Primeira-Liga,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,11,dom,2018-12-02,17:30,Chaves,0.6,1.8,Vitória,5980,Estádio Municipal Eng. Manuel Branco Tei...,João Santos Capela,/pt/partidas/a86d37b7/Chaves-Vitoria-Guimaraes-2018Dezembro2-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,11,dom,2018-12-02,20:00,Boavista,0.6,3.8,Porto,13556,Estádio do Bessa Século XXI,Hugo Miguel,/pt/partidas/09e47b93/Boavista-Porto-2018Dezembro2-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,11,seg,2018-12-03,20:15,Rio Ave,1.9,1.3,Sporting CP,5957,Estádio do Rio Ave Futebol Clube,Carlos Xistra,/pt/partidas/3bef3933/Rio-Ave-Sporting-CP-2018Dezembro3-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,12,sex,2018-12-07,20:30,Porto,3.4,0.8,Portimonense,33511,Estádio Do Dragão,Manuel Mota,/pt/partidas/ae538c1e/Porto-Portimonense-2018Dezembro7-Primeira-Liga,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,12,sáb,2018-12-08,15:30,B-SAD,1.0,0.9,Chaves,1537,Estádio Nacional,Luís Godinho,/pt/partidas/37fcb38d/Belenenses-SAD-Chaves-2018Dezembro8-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,12,sáb,2018-12-08,18:00,Tondela,0.4,0.5,Braga,2265,Estádio João Cardoso,Rui Costa,/pt/partidas/3b0283cc/Tondela-Braga-2018Dezembro8-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,12,sáb,2018-12-08,20:30,Vitória Setúbal,1.0,1.1,Benfica,9300,Estádio do Bonfim,Carlos Xistra,/pt/partidas/272ab024/Vitoria-Setubal-Benfica-2018Dezembro8-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,12,dom,2018-12-09,15:00,Moreirense,0.8,1.1,Santa Clara,1384,P.D. Comendador Joaquim de Almeida Freit...,André Narciso,/pt/partidas/4ba0101e/Moreirense-Santa-Clara-2018Dezembro9-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,12,dom,2018-12-09,15:00,Nacional,1.9,0.2,Boavista,1758,Estádio da Madeira,Cláudio Ruivo Pereira,/pt/partidas/a0bb7577/Nacional-Boavista-2018Dezembro9-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,12,dom,2018-12-09,17:30,Vitória,2.1,1.3,Rio Ave,22299,Estádio Dom Afonso Henriques,Nuno Almeida,/pt/partidas/c35f75c0/Vitoria-Guimaraes-Rio-Ave-2018Dezembro9-Primeira-Liga,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,12,dom,2018-12-09,20:00,Sporting CP,1.4,1.6,Aves,35124,Estádio José Alvalade,Vitor Ferreira Fernandes,/pt/partidas/e5d09a8b/Sporting-CP-Aves-2018Dezembro9-Primeira-Liga,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,12,seg,2018-12-10,20:15,Feirense,1.9,1.0,Marítimo,2110,Estádio Marcolino de Castro,Hélder Malheiro,/pt/partidas/ee224db4/Feirense-Maritimo-2018Dezembro10-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,13,sex,2018-12-14,19:00,Portimonense,2.4,1.2,Vitória Setúbal,2294,Estádio do Portimonense SC,Hélder Malheiro,/pt/partidas/31e60a4a/Portimonense-Vitoria-Setubal-2018Dezembro14-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,13,sex,2018-12-14,21:15,Braga,2.8,0.4,Feirense,7061,Estádio Municipal de Braga,Nuno Almeida,/pt/partidas/07eacab8/Braga-Feirense-2018Dezembro14-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,13,sáb,2018-12-15,15:30,Boavista,1.5,1.1,Tondela,3834,Estádio do Bessa Século XXI,Artur Soares Dias,/pt/partidas/1d9d1a06/Boavista-Tondela-2018Dezembro15-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,13,sáb,2018-12-15,15:30,Chaves,1.5,0.7,Moreirense,2780,Estádio Municipal Eng. Manuel Branco Tei...,Rui Costa,/pt/partidas/fb9aee88/Chaves-Moreirense-2018Dezembro15-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,13,sáb,2018-12-15,18:00,Aves,0.8,2.0,Vitória,3100,Estádio Clube Desportivo das Aves,Carlos Xistra,/pt/partidas/ef140462/Aves-Vitoria-Guimaraes-2018Dezembro15-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,13,sáb,2018-12-15,19:30,Santa Clara,1.6,2.0,Porto,8315,Estádio de São Miguel,Luís Godinho,/pt/partidas/979c8e98/Santa-Clara-Porto-2018Dezembro15-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,13,dom,2018-12-16,15:00,Rio Ave,1.1,2.7,B-SAD,2288,Estádio do Rio Ave Futebol Clube,Manuel Mota,/pt/partidas/2b8fc139/Rio-Ave-Belenenses-SAD-2018Dezembro16-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,13,dom,2018-12-16,17:30,Marítimo,0.3,1.7,Benfica,9830,Estádio dos Barreiros,João Pinheiro,/pt/partidas/20f605b8/Maritimo-Benfica-2018Dezembro16-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,13,dom,2018-12-16,20:00,Sporting CP,3.2,1.2,Nacional,31408,Estádio José Alvalade,Fábio Costa,/pt/partidas/7a50e5a6/Sporting-CP-Nacional-2018Dezembro16-Primeira-Liga,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,14,sáb,2018-12-22,15:30,Feirense,1.8,1.5,Portimonense,2510,Estádio Marcolino de Castro,João Pinto,/pt/partidas/118d226b/Feirense-Portimonense-2018Dezembro22-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,14,sáb,2018-12-22,15:30,Vitória Setúbal,0.4,1.9,Santa Clara,3079,Estádio do Bonfim,João Pinheiro,/pt/partidas/7df2e4ea/Vitoria-Setubal-Santa-Clara-2018Dezembro22-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,14,sáb,2018-12-22,15:30,Tondela,4.0,1.9,Marítimo,1344,Estádio João Cardoso,Carlos Xistra,/pt/partidas/d96dce2e/Tondela-Maritimo-2018Dezembro22-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,14,sáb,2018-12-22,18:00,B-SAD,1.5,1.8,Aves,1241,Estádio Nacional,Nuno Almeida,/pt/partidas/5e1bda0d/Belenenses-SAD-Aves-2018Dezembro22-Primeira-Liga,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
