,Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away
121,14,sáb,2018-12-22,20:30,Moreirense,2.1,0.9,Boavista,1634,P.D. Comendador Joaquim de Almeida Freit...,Manuel Oliveira,/pt/partidas/a699e77b/Moreirense-Boavista-2018Dezembro22-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,14,dom,2018-12-23,15:00,Porto,2.6,1.0,Rio Ave,48208,Estádio Do Dragão,Tiago Martins,/pt/partidas/1d76feb1/Porto-Rio-Ave-2018Dezembro23-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,14,dom,2018-12-23,15:00,Nacional,2.6,1.1,Chaves,2127,Estádio da Madeira,Vitor Ferreira Fernandes,/pt/partidas/3161abc5/Nacional-Chaves-2018Dezembro23-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,14,dom,2018-12-23,17:30,Benfica,2.4,1.0,Braga,57842,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/f857fe3b/Benfica-Braga-2018Dezembro23-Primeira-Liga,6,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,14,dom,2018-12-23,20:00,Vitória,1.5,0.9,Sporting CP,27435,Estádio Dom Afonso Henriques,Luís Godinho,/pt/partidas/a9f4f800/Vitoria-Guimaraes-Sporting-CP-2018Dezembro23-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,15,qua,2019-01-02,15:00,Santa Clara,1.3,0.9,Tondela,2105,Estádio de São Miguel,Cláudio Ruivo Pereira,/pt/partidas/9290f607/Santa-Clara-Tondela-2019Janeiro2-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,15,qua,2019-01-02,18:00,Boavista,1.0,1.4,Vitória Setúbal,3688,Estádio do Bessa Século XXI,Tiago Martins,/pt/partidas/8a77afd4/Boavista-Vitoria-Setubal-2019Janeiro2-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,15,qua,2019-01-02,18:00,Braga,0.7,0.2,Marítimo,8714,Estádio Municipal de Braga,Manuel Oliveira,/pt/partidas/95c57c4b/Braga-Maritimo-2019Janeiro2-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,15,qua,2019-01-02,18:00,Nacional,1.4,0.3,Vitória,2229,Estádio da Madeira,Hélder Malheiro,/pt/partidas/deb6a8d2/Nacional-Vitoria-Guimaraes-2019Janeiro2-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,15,qua,2019-01-02,20:15,Rio Ave,1.6,1.3,Moreirense,2089,Estádio do Rio Ave Futebol Clube,Fábio Costa,/pt/partidas/8af64c07/Rio-Ave-Moreirense-2019Janeiro2-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,15,qua,2019-01-02,20:15,Portimonense,1.3,0.8,Benfica,5884,Estádio do Portimonense SC,Manuel Mota,/pt/partidas/ae94a750/Portimonense-Benfica-2019Janeiro2-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,15,qui,2019-01-03,16:00,Chaves,1.5,0.3,Feirense,2170,Estádio Municipal Eng. Manuel Branco Tei...,Artur Soares Dias,/pt/partidas/68f57d4f/Chaves-Feirense-2019Janeiro3-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,15,qui,2019-01-03,18:00,Sporting CP,0.6,1.2,B-SAD,30054,Estádio José Alvalade,João Santos Capela,/pt/partidas/38e34278/Sporting-CP-Belenenses-SAD-2019Janeiro3-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,15,qui,2019-01-03,20:15,Aves,0.6,1.4,Porto,5338,Estádio Clube Desportivo das Aves,João Pinheiro,/pt/partidas/016eff0f/Aves-Porto-2019Janeiro3-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,16,sáb,2019-01-05,20:30,Marítimo,1.0,1.5,Portimonense,6443,Estádio dos Barreiros,Tiago Martins,/pt/partidas/c8812ea9/Maritimo-Portimonense-2019Janeiro5-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,16,dom,2019-01-06,15:00,Feirense,2.1,0.7,Santa Clara,2098,Estádio Marcolino de Castro,Carlos Xistra,/pt/partidas/03ca8082/Feirense-Santa-Clara-2019Janeiro6-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,16,dom,2019-01-06,15:00,B-SAD,1.6,1.5,Vitória,3382,Estádio Nacional,Artur Soares Dias,/pt/partidas/5551d715/Belenenses-SAD-Vitoria-Guimaraes-2019Janeiro6-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,16,dom,2019-01-06,15:00,Vitória Setúbal,1.1,1.3,Chaves,3205,Estádio do Bonfim,Hugo Miguel,/pt/partidas/f77ebb24/Vitoria-Setubal-Chaves-2019Janeiro6-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,16,dom,2019-01-06,17:30,Benfica,3.2,2.1,Rio Ave,49281,Estádio do Sport Lisboa e Benfica,Luís Godinho,/pt/partidas/75057bcd/Benfica-Rio-Ave-2019Janeiro6-Primeira-Liga,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,16,dom,2019-01-06,20:00,Braga,0.4,1.6,Boavista,9133,Estádio Municipal de Braga,João Santos Capela,/pt/partidas/cd890128/Braga-Boavista-2019Janeiro6-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,16,seg,2019-01-07,17:00,Moreirense,1.5,0.5,Aves,1682,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,/pt/partidas/22b67ac7/Moreirense-Aves-2019Janeiro7-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,16,seg,2019-01-07,19:00,Tondela,1.1,2.7,Sporting CP,4772,Estádio João Cardoso,Nuno Almeida,/pt/partidas/4fd89cb5/Tondela-Sporting-CP-2019Janeiro7-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,16,seg,2019-01-07,21:15,Porto,1.5,0.6,Nacional,33708,Estádio Do Dragão,Rui Costa,/pt/partidas/6bb7f80b/Porto-Nacional-2019Janeiro7-Primeira-Liga,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,17,qui,2019-01-10,20:15,Portimonense,1.2,1.1,Braga,3363,Estádio do Portimonense SC,Fábio Costa,/pt/partidas/86c8aa2c/Portimonense-Braga-2019Janeiro10-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,17,sex,2019-01-11,18:00,Santa Clara,0.3,2.8,Benfica,10000,Estádio de São Miguel,João Santos Capela,/pt/partidas/66c6167e/Santa-Clara-Benfica-2019Janeiro11-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,17,sex,2019-01-11,19:00,Aves,1.2,0.8,Feirense,870,Estádio Clube Desportivo das Aves,Manuel Oliveira,/pt/partidas/2a3e6086/Aves-Feirense-2019Janeiro11-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,17,sex,2019-01-11,21:15,Vitória,1.5,0.4,Moreirense,15318,Estádio Dom Afonso Henriques,Carlos Xistra,/pt/partidas/e89d6458/Vitoria-Guimaraes-Moreirense-2019Janeiro11-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,17,sáb,2019-01-12,15:30,Sporting CP,0.8,0.9,Porto,45174,Estádio José Alvalade,Hugo Miguel,/pt/partidas/c372f55b/Sporting-CP-Porto-2019Janeiro12-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,17,sáb,2019-01-12,20:30,Boavista,1.5,0.5,Marítimo,3907,Estádio do Bessa Século XXI,Luís Godinho,/pt/partidas/bc5b502e/Boavista-Maritimo-2019Janeiro12-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,17,dom,2019-01-13,15:00,Nacional,1.5,1.3,B-SAD,2235,Estádio da Madeira,André Narciso,/pt/partidas/3318f5c4/Nacional-Belenenses-SAD-2019Janeiro13-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,17,dom,2019-01-13,17:30,Chaves,1.8,2.0,Tondela,2666,Estádio Municipal Eng. Manuel Branco Tei...,António Nobre,/pt/partidas/cbadf610/Chaves-Tondela-2019Janeiro13-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,17,dom,2019-01-13,20:00,Rio Ave,0.9,1.9,Vitória Setúbal,2163,Estádio do Rio Ave Futebol Clube,Manuel Mota,/pt/partidas/93e3a402/Rio-Ave-Vitoria-Setubal-2019Janeiro13-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,18,sex,2019-01-18,18:45,Nacional,0.2,2.4,Braga,2313,Estádio da Madeira,Hugo Miguel,/pt/partidas/8fe10235/Nacional-Braga-2019Janeiro18-Primeira-Liga,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,18,sex,2019-01-18,19:00,Chaves,1.2,3.3,Porto,5950,Estádio Municipal Eng. Manuel Branco Tei...,Nuno Almeida,/pt/partidas/018cc1d7/Chaves-Porto-2019Janeiro18-Primeira-Liga,1,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,18,sex,2019-01-18,21:15,Vitória,0.4,1.2,Benfica,22841,Estádio Dom Afonso Henriques,Tiago Martins,/pt/partidas/527bedd2/Vitoria-Guimaraes-Benfica-2019Janeiro18-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,18,sáb,2019-01-19,15:30,B-SAD,1.7,1.3,Tondela,1521,Estádio Nacional,Carlos Xistra,/pt/partidas/19da8e53/Belenenses-SAD-Tondela-2019Janeiro19-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,18,sáb,2019-01-19,18:00,Sporting CP,0.8,1.0,Moreirense,30121,Estádio José Alvalade,Rui Costa,/pt/partidas/c3b124fd/Sporting-CP-Moreirense-2019Janeiro19-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,18,sáb,2019-01-19,19:30,Santa Clara,1.2,0.8,Marítimo,3139,Estádio de São Miguel,Hélder Malheiro,/pt/partidas/93c671d3/Santa-Clara-Maritimo-2019Janeiro19-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,18,dom,2019-01-20,15:00,Aves,1.3,0.5,Vitória Setúbal,1617,Estádio Clube Desportivo das Aves,Artur Soares Dias,/pt/partidas/f9d630cc/Aves-Vitoria-Setubal-2019Janeiro20-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,18,dom,2019-01-20,17:30,Boavista,0.8,1.5,Portimonense,4145,Estádio do Bessa Século XXI,Manuel Mota,/pt/partidas/05967561/Boavista-Portimonense-2019Janeiro20-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,18,dom,2019-01-20,20:00,Rio Ave,1.0,0.7,Feirense,2052,Estádio do Rio Ave Futebol Clube,João Pinheiro,/pt/partidas/199f4b22/Rio-Ave-Feirense-2019Janeiro20-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,19,seg,2019-01-28,17:00,Marítimo,0.9,1.6,Rio Ave,5420,Estádio dos Barreiros,Hugo Miguel,/pt/partidas/358391a8/Maritimo-Rio-Ave-2019Janeiro28-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,19,seg,2019-01-28,19:00,Tondela,0.3,2.5,Aves,1478,Estádio João Cardoso,Vitor Ferreira Fernandes,/pt/partidas/1b73b1c0/Tondela-Aves-2019Janeiro28-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,19,seg,2019-01-28,19:00,Moreirense,1.3,0.7,Nacional,1329,P.D. Comendador Joaquim de Almeida Freit...,Manuel Mota,/pt/partidas/a9d28c40/Moreirense-Nacional-2019Janeiro28-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,19,seg,2019-01-28,21:15,Feirense,0.4,1.7,Vitória,3014,Estádio Marcolino de Castro,Nuno Almeida,/pt/partidas/8d8ce57b/Feirense-Vitoria-Guimaraes-2019Janeiro28-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,19,ter,2019-01-29,19:00,Benfica,3.1,1.7,Boavista,41352,Estádio do Sport Lisboa e Benfica,Rui Costa,/pt/partidas/c15021c6/Benfica-Boavista-2019Janeiro29-Primeira-Liga,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,19,ter,2019-01-29,19:00,Portimonense,0.7,1.0,Chaves,2163,Estádio do Portimonense SC,André Narciso,/pt/partidas/f3686357/Portimonense-Chaves-2019Janeiro29-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,19,ter,2019-01-29,21:15,Braga,1.3,1.2,Santa Clara,6933,Estádio Municipal de Braga,João Santos Capela,/pt/partidas/7daa23c7/Braga-Santa-Clara-2019Janeiro29-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,19,qua,2019-01-30,19:00,Vitória Setúbal,1.3,1.9,Sporting CP,5098,Estádio do Bonfim,Hélder Malheiro,/pt/partidas/0b0b1bed/Vitoria-Setubal-Sporting-CP-2019Janeiro30-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,19,qua,2019-01-30,21:15,Porto,1.5,0.6,B-SAD,21808,Estádio Do Dragão,Luís Godinho,/pt/partidas/10c11b8a/Porto-Belenenses-SAD-2019Janeiro30-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,20,sex,2019-02-01,20:30,Rio Ave,0.7,1.4,Tondela,1159,Estádio do Rio Ave Futebol Clube,João Santos Capela,/pt/partidas/63d29cc8/Rio-Ave-Tondela-2019Fevereiro1-Primeira-Liga,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,20,sáb,2019-02-02,15:30,Chaves,0.8,0.6,Marítimo,2477,Estádio Municipal Eng. Manuel Branco Tei...,Luís Godinho,/pt/partidas/91ba5037/Chaves-Maritimo-2019Fevereiro2-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,20,sáb,2019-02-02,18:00,Boavista,1.3,0.3,Feirense,4056,Estádio do Bessa Século XXI,Hugo Miguel,/pt/partidas/c6a3356e/Boavista-Feirense-2019Fevereiro2-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,20,sáb,2019-02-02,20:30,Aves,0.3,1.9,Braga,2175,Estádio Clube Desportivo das Aves,Hélder Malheiro,/pt/partidas/272e0164/Aves-Braga-2019Fevereiro2-Primeira-Liga,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,20,dom,2019-02-03,14:00,Santa Clara,3.7,1.5,Portimonense,2321,Estádio de São Miguel,Vitor Ferreira Fernandes,/pt/partidas/6408e263/Santa-Clara-Portimonense-2019Fevereiro3-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,20,dom,2019-02-03,15:00,Nacional,0.7,1.0,Vitória Setúbal,1675,Estádio da Madeira,João Pinto,/pt/partidas/3521383a/Nacional-Vitoria-Setubal-2019Fevereiro3-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,20,dom,2019-02-03,17:30,Sporting CP,1.5,3.2,Benfica,45503,Estádio José Alvalade,Artur Soares Dias,/pt/partidas/7dd542b2/Derby-de-Lisboa-Sporting-CP-Benfica-2019Fevereiro3-Primeira-Liga,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,20,dom,2019-02-03,20:00,Vitória,0.3,2.2,Porto,25110,Estádio Dom Afonso Henriques,Rui Costa,/pt/partidas/556921d1/Vitoria-Guimaraes-Porto-2019Fevereiro3-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,20,seg,2019-02-04,20:15,B-SAD,1.1,0.6,Moreirense,298,Estádio Nacional,Cláudio Ruivo Pereira,/pt/partidas/b28edd4b/Belenenses-SAD-Moreirense-2019Fevereiro4-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,21,sex,2019-02-08,20:30,Moreirense,1.2,1.7,Porto,3941,P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,/pt/partidas/10fb13c1/Moreirense-Porto-2019Fevereiro8-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,21,sáb,2019-02-09,15:30,Marítimo,0.4,1.1,Aves,6307,Estádio dos Barreiros,Rui Costa,/pt/partidas/512d8e8d/Maritimo-Aves-2019Fevereiro9-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,21,sáb,2019-02-09,18:00,Portimonense,0.7,1.4,Rio Ave,2495,Estádio do Portimonense SC,Hélder Malheiro,/pt/partidas/9e0d2e4a/Portimonense-Rio-Ave-2019Fevereiro9-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,21,sáb,2019-02-09,20:30,Tondela,1.2,0.4,Vitória,2410,Estádio João Cardoso,Manuel Oliveira,/pt/partidas/6d7e3e37/Tondela-Vitoria-Guimaraes-2019Fevereiro9-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,21,dom,2019-02-10,15:00,Braga,2.7,0.9,Chaves,17362,Estádio Municipal de Braga,Hugo Miguel,/pt/partidas/5c3c3b97/Braga-Chaves-2019Fevereiro10-Primeira-Liga,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,21,dom,2019-02-10,15:00,Boavista,2.5,0.4,Santa Clara,4072,Estádio do Bessa Século XXI,Artur Soares Dias,/pt/partidas/867d343d/Boavista-Santa-Clara-2019Fevereiro10-Primeira-Liga,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,21,dom,2019-02-10,17:30,Benfica,5.8,0.2,Nacional,54810,Estádio do Sport Lisboa e Benfica,Nuno Almeida,/pt/partidas/68aa1f35/Benfica-Nacional-2019Fevereiro10-Primeira-Liga,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,21,dom,2019-02-10,20:00,Feirense,1.4,1.1,Sporting CP,4114,Estádio Marcolino de Castro,Manuel Mota,/pt/partidas/8ce23f47/Feirense-Sporting-CP-2019Fevereiro10-Primeira-Liga,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,21,seg,2019-02-11,20:15,Vitória Setúbal,0.3,0.4,B-SAD,2471,Estádio do Bonfim,João Santos Capela,/pt/partidas/104402bb/Vitoria-Setubal-Belenenses-SAD-2019Fevereiro11-Primeira-Liga,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,22,sex,2019-02-15,20:30,Rio Ave,1.6,1.5,Santa Clara,2343,Estádio do Rio Ave Futebol Clube,Vitor Ferreira Fernandes,/pt/partidas/37a49394/Rio-Ave-Santa-Clara-2019Fevereiro15-Primeira-Liga,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,22,sáb,2019-02-16,15:30,Nacional,2.5,0.3,Feirense,2654,Estádio da Madeira,João Pinheiro,/pt/partidas/557d7e1d/Nacional-Feirense-2019Fevereiro16-Primeira-Liga,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,22,sáb,2019-02-16,18:00,Vitória,2.6,0.5,Portimonense,16341,Estádio Dom Afonso Henriques,Artur Soares Dias,/pt/partidas/f0601210/Vitoria-Guimaraes-Portimonense-2019Fevereiro16-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,22,sáb,2019-02-16,20:30,Porto,2.1,0.1,Vitória Setúbal,41116,Estádio Do Dragão,Nuno Almeida,/pt/partidas/a3cbdb6b/Porto-Vitoria-Setubal-2019Fevereiro16-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,22,dom,2019-02-17,15:00,B-SAD,1.3,1.1,Marítimo,648,Estádio Nacional,António Nobre,/pt/partidas/1bad1d31/Belenenses-SAD-Maritimo-2019Fevereiro17-Primeira-Liga,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,22,dom,2019-02-17,15:00,Moreirense,1.9,0.3,Tondela,2090,P.D. Comendador Joaquim de Almeida Freit...,Rui Costa,/pt/partidas/1ffea9fc/Moreirense-Tondela-2019Fevereiro17-Primeira-Liga,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,22,dom,2019-02-17,17:30,Chaves,1.8,1.9,Boavista,4836,Estádio Municipal Eng. Manuel Branco Tei...,Manuel Oliveira,/pt/partidas/155fd00e/Chaves-Boavista-2019Fevereiro17-Primeira-Liga,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,22,dom,2019-02-17,20:00,Sporting CP,2.5,0.2,Braga,27673,Estádio José Alvalade,Jorge de Sousa,/pt/partidas/200a95d9/Sporting-CP-Braga-2019Fevereiro17-Primeira-Liga,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
