Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
8,dom,2022-10-02,15:30,Rio Ave,0.3,0.3,Santa Clara,1984,Estádio do Rio Ave Futebol Clube,Cláudio Ruivo Pereira,/pt/partidas/2c332263/Rio-Ave-Santa-Clara-2022Outubro2-Primeira-Liga,1.0,0.0,3-5-2,4-3-3,11.0,12.0,1.0,8.0,11.0,21.0,689.0,527.0,20.0,20.0,11.0,9.0,25.0,11.0,2.0,1.0,6.0,7.0,62.0,74.0,2.0,0.0,0.0,3.0,1.0,0.0,Jhonatan,Patrick,Miguel Baeza,Abdul-Aziz Yakubu,Costinha,João Graça,Emmanuel Boateng,Josué Sá,Pedro Amaral,Andreas Samaris,Aderlan Santos,Magrão,Miguel Nóbrega,Vítor Gomes,Leonardo Ruíz,Amine Oudrhiri,João Ferreira,Ukra,Fábio Conceição,Marco André Rocha Pereira,Kennedy Boateng,Ricardinho,Cristian González,MT,Pedro Bicalho,Paulo Godinho,Gabriel Vieira,Victor Bobsin,Joao Marcos,Pierre Sagna,Ricardo Fernandes,Anderson Carvalho,Kyosuke Tagawa,Rodrigo Valente,Adriano,Andrezinho,Filip Stevanovic,Rildo
8,dom,2022-10-02,18:00,Paços,0.4,1.1,Arouca,4431,Estádio da Capital do Móvel,Hélder Malheiro,/pt/partidas/3d82c502/Pacos-de-Ferreira-Arouca-2022Outubro2-Primeira-Liga,1.0,1.0,4-2-3-1,4-1-4-1,16.0,15.0,3.0,5.0,21.0,20.0,568.0,593.0,20.0,14.0,12.0,13.0,21.0,16.0,0.0,4.0,13.0,7.0,89.0,81.0,3.0,0.0,0.0,2.0,0.0,0.0,Igor Vekič,Vitorino Antunes,Nigel Thomas,Abbas Ibrahim,Nicolás Gaitán,Juan Delgado,Matchoi Djaló,Adrián Butzke,Erick Ferigra,Rui Pires,Flávio Ramos,José Oliveira,Nuno Lima,Zé Uilton,Kayky Chagas,Arthur Sales,Bastien Toma,Philippe Koffi,Luís Alves,Ignacio De Arruabarrena,Jerome Opoku,David Simão,Quaresma,André Bukia,Alan Ruiz,João Othavio Basso,Rafa Mújica,Ismaila Soro,Tiago Esgaio,Vitinho,Emilijus Zubas,Morlaye Sylla,Arsénio Martins Lafuente Nunes,Antony,Oriol Busquets,Oday Dabbagh,Moses Yaw,Bogdan Milovanov
8,dom,2022-10-02,20:30,Famalicão,1.0,0.4,Boavista,3783,Estádio Municipal 22 de Junho,Gustavo Correia,/pt/partidas/b8b728ae/Famalicao-Boavista-2022Outubro2-Primeira-Liga,4.0,0.0,4-3-3,3-4-3,17.0,17.0,1.0,5.0,13.0,22.0,493.0,619.0,13.0,11.0,9.0,8.0,33.0,12.0,0.0,1.0,5.0,3.0,70.0,61.0,1.0,0.0,0.0,3.0,0.0,0.0,Luiz Lúcio Reis Júnior,Enea Mihaj,Rúben Lima,Alexandre Penetra,Ivo Rodrigues,Álex Millán,Riccieli,José Luis Rodríguez,Pelé,Zaydou Youssouf,Santiago Colombatto,Ivan Zlobin,André Simões,Gustavo Assuncao,Rui Fonte,Gustavo sá,Hernán De La Fuente,Jhonder Cádiz,Moura,César,Robson,Kenji Gorré,Bruno Lourenço,Róbert Boženík,Vincent Sasso,Sebastián Pérez Cardona,Rodrigo Abascal,Gaius Makouta,Bruno Onyemaechi,Pedro Malheiro,Rafael Bracalli,Ibrahima Camará,Yusupha Njie,Masaki Watai,Ilija Vukotić,Ricardo Mangas,Filipe Ferreira,Salvador Agra
8,seg,2022-10-03,20:15,Marítimo,2.2,2.5,Casa Pia,4484,Estádio dos Barreiros,Vítor Ferreira,/pt/partidas/997710b1/Maritimo-Casa-Pia-2022Outubro3-Primeira-Liga,1.0,2.0,3-4-3,3-4-3,14.0,19.0,10.0,3.0,32.0,12.0,677.0,476.0,13.0,19.0,11.0,8.0,5.0,37.0,1.0,2.0,8.0,17.0,88.0,60.0,2.0,1.0,0.0,4.0,0.0,1.0,Matouš Trmal,Cláudio Winck,Moises Castillo,André Vidigal,Stefano Beltrame,Diogo Mendes,João Afonso Crispim,Xadas,Léo Andrade,Vitor Costa,Diederrick Joel,Vitor Eudes,Rafael Brito,Joel Soñora,Jesús Ramírez,Edgar Costa,Gonçalo Cardoso,Luciano Vega,Fábio China,Ricardo Batista,Leonardo Lelo,Saviour Godwin,Vasco Fernandes,Takahiro Kunimoto,Fernando Varela,Romário Baró,Nermin Zolotić,Afonso Taira,Lucas Soares,Clayton,Lucas Paes,Eduardo Fereira,João Nunes,Bolgado,Derick,Neto,Rafael Martins,Vitó Ferreira
9,sex,2022-10-07,20:15,Gil Vicente FC,1.1,1.0,Estoril,2516,Estádio Cidade de Barcelos,Hélder Carvalho,/pt/partidas/7d9b8659/Gil-Vicente-FC-Estoril-2022Outubro7-Primeira-Liga,0.0,1.0,4-3-3,4-2-3-1,21.0,13.0,7.0,3.0,26.0,17.0,559.0,606.0,11.0,17.0,10.0,3.0,22.0,31.0,4.0,0.0,7.0,13.0,82.0,85.0,4.0,0.0,0.0,4.0,0.0,0.0,Andrew,Lucas Cunha,Emmanuel Hackman,Fran Navarro,Kanya Fujimoto,Adrián Marín,Juan Manuel Boselli,Vitor Carvalho,Pedro Tiba,Rúben Fernandes,Murilo Costa,Stanislav Kritsyuk,Giorgi Aburjania,Kevin Villodres,Mizuki Arai,Henrique Gomes,Matheus Bueno,Tomás Araújo,Danilo Veiga,Daniel Leite,Bernardo Vital,Rodrigo Martins,Francisco Geraldes,João Carvalho,Tiago Gouveia,Pedro Álvaro,Joãozinho,Loreintz Rosier,Tiago santos,Erison,Pedro José Moreira Silva,Lucas Áfrico,Serginho,Shaquil Delos,Mor Ndiaye,Gilson Tavares,Tiago Araújo,Bamidele Isa Yusuf
9,sáb,2022-10-08,14:30,Santa Clara,0.8,1.4,Sporting CP,4500,Estádio de São Miguel,Artur Soares Dias,/pt/partidas/6297a614/Santa-Clara-Sporting-CP-2022Outubro8-Primeira-Liga,1.0,2.0,5-4-1,3-4-3,10.0,16.0,3.0,5.0,11.0,15.0,442.0,776.0,14.0,13.0,14.0,4.0,15.0,22.0,2.0,3.0,9.0,3.0,68.0,60.0,4.0,0.0,0.0,3.0,0.0,0.0,Gabriel Batista,Anderson Carvalho,Ricardinho,Adriano,MT,Pedro Bicalho,Paulo Godinho,Gabriel Vieira,Victor Bobsin,Joao Marcos,Pierre Sagna,Ricardo Fernandes,Allano,Kyosuke Tagawa,Rodrigo Valente,Bruno Messi,Andrezinho,Filip Stevanovic,Rildo,Antonio Adán,Matheus Reis,Jerry St. Juste,Sebastián Coates,Hidemasa Morita,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Paulinho,Pedro Gonçalves,Ricardo Esgaio,Franco Israel,Sotiris Alexandropoulos,Rochinha,Francisco Trincão,Abdul Fatawu Issahaku,Gonçalo Inácio,Arthur,José Marsà
9,sáb,2022-10-08,18:00,Benfica,3.8,0.8,Rio Ave,56176,Estádio do Sport Lisboa e Benfica,Manuel Oliveira,/pt/partidas/0696a56f/Benfica-Rio-Ave-2022Outubro8-Primeira-Liga,4.0,2.0,4-2-3-1,3-5-2,3.0,10.0,8.0,3.0,26.0,13.0,891.0,519.0,22.0,14.0,16.0,8.0,15.0,13.0,2.0,1.0,3.0,13.0,63.0,48.0,1.0,0.0,0.0,2.0,0.0,0.0,Odisseas Vlachodimos,Gilberto,Fredrik Aursnes,Enzo Fernández,Diogo Gonçalves,João Mário,Mihailo Ristić,Nicolás Otamendi,António Silva,Gonçalo Ramos,Julian Draxler,Helton Leite,Álex Grimaldo,Alexander Bah,David Neres,Rodrigo Pinho,John Brooks,Rafa Silva,Petar Musa,Jhonatan,Patrick,Gonçalo Rodrigues,Miguel Baeza,Abdul-Aziz Yakubu,Costinha,Josué Sá,Pedro Amaral,Andreas Samaris,Aderlan Santos,Fábio Conceição,Magrão,Miguel Nóbrega,Vítor Gomes,Leonardo Ruíz,Amine Oudrhiri,Ukra,João Graça,Hernâni Fortes
9,sáb,2022-10-08,18:00,Portimonense,1.3,1.1,Porto,3960,Estádio do Portimonense SC,Manuel Mota,/pt/partidas/1a44e2d2/Portimonense-Porto-2022Outubro8-Primeira-Liga,0.0,2.0,4-2-3-1,4-4-2,12.0,7.0,1.0,5.0,16.0,16.0,544.0,665.0,13.0,24.0,12.0,11.0,29.0,15.0,0.0,1.0,13.0,8.0,87.0,70.0,4.0,0.0,0.0,2.0,0.0,0.0,Kosuke Nakamura,Zié Mohamed Ouattara,Ewerton,Moustapha Seck,Fahd Moufi,Luquinha,Filipe Relvas,Paulo Estrela Moreira,Pedrão,Rui Gomes,Yago Cariello,Berke Özer,Henrique Jocú,Ricardo Matos,Gonçalo Costa,Lamine Diaby,Gustavo Klismahn,Adewele Sapara,Vinícius Szeuczuk,Diogo Costa,Fábio Cardoso,David Carmo,Mateus Uribe,Mehdi Taremi,Pepê,Rodrigo Conceição,Wendell,Otávio,Evanilson,Stephen Eustáquio,Cláudio Ramos,Gabriel Veron,Zaidu Sanusi,Galeno,Marko Grujić,Danny Loader,Bruno Xavier Almeida Costa,Toni Martínez
9,sáb,2022-10-08,20:30,Paços,2.3,0.5,Vitória,5346,Estádio da Capital do Móvel,Nuno Almeida,/pt/partidas/62356f4a/Pacos-de-Ferreira-Vitoria-Guimaraes-2022Outubro8-Primeira-Liga,0.0,1.0,4-2-3-1,3-4-3,23.0,17.0,14.0,3.0,49.0,8.0,611.0,393.0,13.0,17.0,4.0,5.0,11.0,46.0,3.0,0.0,8.0,12.0,53.0,55.0,7.0,0.0,2.0,7.0,0.0,1.0,Igor Vekič,Vitorino Antunes,Nigel Thomas,Zé Uilton,Bastien Toma,Juan Delgado,Matchoi Djaló,Adrián Butzke,Erick Ferigra,Rui Pires,Flávio Ramos,José Oliveira,Nuno Lima,Kayky Chagas,Arthur Sales,Philippe Koffi,Luís Alves,João Vigário,Fernando Ferreira Fonseca,Bruno Varela,Mikel Villanueva,Rúben Lameiras,Tiago Silva,André Amaro,Nelson,André André,Ibrahima Bamba,Zé Ferreira,Anderson,Afonso freitas,Celton Anssumane Biai,Safira,Jota Silva,Ryoya Ogawa,Antonio Cortés,Daniel Bandeira,Mamadou Tounkara,Michael Johnston
9,dom,2022-10-09,15:30,Boavista,1.5,1.8,Marítimo,11295,Estádio do Bessa Século XXI,Luís Godinho,/pt/partidas/6176c53c/Boavista-Maritimo-2022Outubro9-Primeira-Liga,1.0,1.0,3-4-3,3-4-3,20.0,17.0,8.0,8.0,22.0,22.0,624.0,516.0,13.0,16.0,10.0,12.0,14.0,22.0,2.0,1.0,10.0,7.0,62.0,58.0,2.0,0.0,0.0,5.0,0.0,0.0,Rafael Bracalli,Bruno Lourenço,Yusupha Njie,Ricardo Mangas,Salvador Agra,Vincent Sasso,Sebastián Pérez Cardona,Rodrigo Abascal,Gaius Makouta,Bruno Onyemaechi,Pedro Malheiro,César,Robson,Ibrahima Camará,Kenji Gorré,Róbert Boženík,Masaki Watai,Ilija Vukotić,Martim Tavares,Matouš Trmal,Cláudio Winck,Rafael Brito,André Vidigal,Stefano Beltrame,Diogo Mendes,João Afonso Crispim,Xadas,Fábio China,Léo Andrade,Diederrick Joel,Vitor Eudes,Matheus Costa,Joel Soñora,Jesús Ramírez,Edgar Costa,Clésio Baúque,Gonçalo Cardoso,Percy Liza
9,dom,2022-10-09,18:00,Casa Pia,0.7,0.5,Vizela,2912,Estádio Nacional,João Pinheiro,/pt/partidas/3a4852e1/Casa-Pia-Vizela-2022Outubro9-Primeira-Liga,0.0,1.0,3-4-3,4-3-3,12.0,15.0,8.0,1.0,25.0,8.0,693.0,534.0,21.0,14.0,9.0,13.0,11.0,26.0,0.0,2.0,9.0,12.0,69.0,56.0,3.0,0.0,0.0,1.0,0.0,0.0,Ricardo Batista,João Nunes,Leonardo Lelo,Saviour Godwin,Vasco Fernandes,Takahiro Kunimoto,Fernando Varela,Romário Baró,Afonso Taira,Lucas Soares,Clayton,Lucas Paes,Eduardo Fereira,Bolgado,Derick,Neto,Rafael Martins,Vitó Ferreira,Anderson,Fabijan Buntić,Ivanildo Fernandes,Anderson Jesus,Raphael Guzzo,Kiko Bondoso,Alexander Schmidt,Alexis Méndez,Samu,Christian Neiva Afonso,Nuno Gonçalo Moreira,Tomás Costa Silva,Luiz Felipe,Carlos Isaac,Milutin Osmajić,Matheus Pereira,Diego Rosa,Kévin Zohi,Osama Rashid,Mohamed Aidara
9,dom,2022-10-09,20:30,Braga,1.7,0.3,Chaves,12494,Estádio Municipal de Braga,Cláudio Ruivo Pereira,/pt/partidas/5ce0296f/Braga-Chaves-2022Outubro9-Primeira-Liga,0.0,1.0,4-4-2,4-3-3,13.0,12.0,13.0,1.0,52.0,8.0,747.0,462.0,15.0,20.0,9.0,17.0,5.0,41.0,1.0,2.0,7.0,21.0,89.0,72.0,5.0,0.0,0.0,6.0,0.0,0.0,Tiago Sá,Victor Perea,Vítor Tormena,Sikou Niakaté,Nuno Sequeira,Abel Ruiz,André Horta,Diego Lainez,Uroš Račić,Ricardo Horta,Simon Banza,Lukáš Horníček,Rodrigo Gomes,Álvaro djaló,Paulo Oliveira,Jean Gorby,Hernani Infande,Dinis Pinto,André Castro,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Bruno Langa,João Mendes,João Teixeira,Issah Abbas,Steven Vitória,Ricardo Guimarães,Héctor,Jonathan Monroy,João Pedro Araújo Correia,Rodrigo Nascimento,Luther Singh,Sandro Cruz,Juninho,Eduardo Borges,Carlos Ponck,Hélder Morim,Bernardo Sousa
9,seg,2022-10-10,20:15,Arouca,1.2,0.9,Famalicão,1018,Estádio Municipal de Arouca,André Narciso,/pt/partidas/120332a6/Arouca-Famalicao-2022Outubro10-Primeira-Liga,4.0,1.0,4-1-4-1,4-3-3,17.0,15.0,3.0,5.0,7.0,23.0,557.0,521.0,13.0,11.0,7.0,9.0,16.0,14.0,0.0,3.0,5.0,5.0,50.0,50.0,0.0,0.0,0.0,4.0,0.0,0.0,Ignacio De Arruabarrena,Jerome Opoku,David Simão,Quaresma,André Bukia,Alan Ruiz,Antony,João Othavio Basso,Rafa Mújica,Ismaila Soro,Tiago Esgaio,Emilijus Zubas,Morlaye Sylla,Arsénio Martins Lafuente Nunes,Oday Dabbagh,Moses Yaw,Pedro Manuel da Silva Moreira,Bogdan Milovanov,Vitinho,Luiz Lúcio Reis Júnior,Enea Mihaj,Rúben Lima,Alexandre Penetra,Ivo Rodrigues,Álex Millán,Riccieli,José Luis Rodríguez,Pelé,Zaydou Youssouf,Santiago Colombatto,Ivan Zlobin,André Simões,Gustavo Assuncao,Junior Kadile,Rui Fonte,Gustavo sá,Hernán De La Fuente,Jhonder Cádiz
10,sex,2022-10-21,20:15,Porto,0.9,1.9,Benfica,49499,Estádio Do Dragão,João Pinheiro,/pt/partidas/57099732/Porto-Benfica-2022Outubro21-Primeira-Liga,0.0,1.0,4-4-2,4-2-3-1,14.0,19.0,4.0,4.0,17.0,16.0,383.0,703.0,19.0,15.0,6.0,11.0,14.0,17.0,3.0,1.0,9.0,7.0,71.0,75.0,5.0,0.0,1.0,7.0,0.0,0.0,Diogo Costa,Fábio Cardoso,David Carmo,Mateus Uribe,Mehdi Taremi,Pepê,Zaidu Sanusi,Galeno,Otávio,Evanilson,Stephen Eustáquio,Cláudio Ramos,Iván Marcano,Gabriel Veron,Marko Grujić,Rodrigo Conceição,Danny Loader,Wendell,Bruno Xavier Almeida Costa,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,Enzo Fernández,João Mário,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Helton Leite,Gilberto,David Neres,Diogo Gonçalves,Mihailo Ristić,John Brooks,Petar Musa,João Victor
10,sáb,2022-10-22,15:30,Famalicão,0.6,0.8,Paços,2380,Estádio Municipal 22 de Junho,Miguel Nogueira,/pt/partidas/2808920a/Famalicao-Pacos-de-Ferreira-2022Outubro22-Primeira-Liga,2.0,1.0,4-3-3,4-3-3,10.0,14.0,3.0,8.0,18.0,31.0,544.0,494.0,14.0,16.0,11.0,7.0,19.0,14.0,1.0,0.0,9.0,10.0,84.0,74.0,2.0,0.0,0.0,3.0,0.0,0.0,Luiz Lúcio Reis Júnior,Enea Mihaj,Alexandre Penetra,Álex Millán,Junior Kadile,Riccieli,José Luis Rodríguez,Pelé,Zaydou Youssouf,Moura,Santiago Colombatto,Ivan Zlobin,Diogo Queirós,Rúben Lima,Ivo Rodrigues,André Simões,Ivan Jaime Pajuelo,Gustavo Assuncao,Hernán De La Fuente,Igor Vekič,Vitorino Antunes,Nigel Thomas,Zé Uilton,Arthur Sales,Bastien Toma,Juan Delgado,Philippe Koffi,Rui Pires,Flávio Ramos,Tiago Ilori,Jordi Almeida,Nuno Lima,Pedro Ganchas,Kayky Chagas,Adrián Butzke,Luís Alves,Jorge Fernando Santos Silva,João Vigário
10,sáb,2022-10-22,18:00,Estoril,0.2,0.9,Braga,2674,Estádio António Coimbra da Mota,André Narciso,/pt/partidas/11768eba/Estoril-Braga-2022Outubro22-Primeira-Liga,0.0,2.0,4-4-1-1,4-4-2,16.0,13.0,5.0,7.0,23.0,17.0,559.0,530.0,9.0,17.0,6.0,6.0,17.0,20.0,1.0,5.0,6.0,9.0,72.0,85.0,3.0,0.0,0.0,1.0,0.0,0.0,Daniel Leite,Lucas Áfrico,Rodrigo Martins,Serginho,João Carvalho,Pedro Álvaro,Joãozinho,Loreintz Rosier,Tiago santos,Erison,James Lea Siliki,Pedro José Moreira Silva,Shaquil Delos,Mor Ndiaye,Gilson Tavares,Mexer,João Carlos,Tiago Araújo,Gonçalo Esteves,Matheus,Vítor Tormena,Nuno Sequeira,Almoatasem Al Musrati,Abel Ruiz,Paulo Oliveira,Ricardo Horta,Iuri Medeiros,Fabiano,André Castro,Vitinha,Tiago Sá,Victor Perea,Rodrigo Gomes,André Horta,Álvaro djaló,Diego Lainez,Uroš Račić,Simon Banza
10,sáb,2022-10-22,20:30,Sporting CP,3.4,0.7,Casa Pia,26679,Estádio José Alvalade,Hélder Malheiro,/pt/partidas/8d039bcd/Sporting-CP-Casa-Pia-2022Outubro22-Primeira-Liga,3.0,1.0,3-4-3,3-4-3,16.0,15.0,7.0,3.0,20.0,6.0,785.0,506.0,14.0,22.0,9.0,7.0,9.0,22.0,3.0,4.0,6.0,9.0,36.0,58.0,2.0,0.0,0.0,5.0,0.0,0.0,Antonio Adán,Matheus Reis,Hidemasa Morita,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Pedro Porro,Gonçalo Inácio,Pedro Gonçalves,José Marsà,Franco Israel,Sotiris Alexandropoulos,Rochinha,Paulinho,Arthur,Flávio Nazinho,Chico Lamba,Jovane Cabral,Ricardo Batista,João Nunes,Leonardo Lelo,Saviour Godwin,Vasco Fernandes,Takahiro Kunimoto,Fernando Varela,Romário Baró,Afonso Taira,Lucas Soares,Clayton,Lucas Paes,Bolgado,Derick,Neto,Diogo Pinto,Rafael Martins,Vitó Ferreira,Nermin Zolotić
10,dom,2022-10-23,15:30,Marítimo,0.8,1.5,Arouca,9072,Estádio dos Barreiros,Manuel Oliveira,/pt/partidas/cbb31861/Maritimo-Arouca-2022Outubro23-Primeira-Liga,1.0,1.0,3-4-3,4-1-4-1,13.0,13.0,5.0,5.0,22.0,12.0,530.0,569.0,13.0,17.0,7.0,5.0,19.0,19.0,3.0,2.0,10.0,8.0,82.0,80.0,1.0,0.0,0.0,3.0,0.0,0.0,Matouš Trmal,Cláudio Winck,Matheus Costa,Zainadine Júnior,André Vidigal,Stefano Beltrame,Diogo Mendes,Xadas,Léo Andrade,Vitor Costa,Diederrick Joel,Vitor Eudes,Jesús Ramírez,Edgar Costa,Miguel Sousa,João Afonso Crispim,Gonçalo Cardoso,Luciano Vega,Percy Liza,Ignacio De Arruabarrena,Jerome Opoku,David Simão,Quaresma,André Bukia,Alan Ruiz,Antony,João Othavio Basso,Rafa Mújica,Ismaila Soro,Tiago Esgaio,João Valido,Morlaye Sylla,Arsénio Martins Lafuente Nunes,Oriol Busquets,Oday Dabbagh,Pedro Manuel da Silva Moreira,Bogdan Milovanov,Vitinho
10,dom,2022-10-23,15:30,Vizela,1.0,0.6,Santa Clara,2007,Estádio Do Vizela,Gustavo Correia,/pt/partidas/d69bce3b/Vizela-Santa-Clara-2022Outubro23-Primeira-Liga,0.0,1.0,4-2-3-1,4-2-3-1,13.0,24.0,5.0,2.0,16.0,13.0,432.0,553.0,18.0,18.0,10.0,6.0,19.0,29.0,1.0,4.0,15.0,8.0,82.0,89.0,3.0,1.0,0.0,6.0,0.0,0.0,Fabijan Buntić,Ivanildo Fernandes,Anderson Jesus,Carlos Isaac,Milutin Osmajić,Kiko Bondoso,Alexis Méndez,Samu,Kévin Zohi,Osama Rashid,Christian Neiva Afonso,Luiz Felipe,Bruno Wilson,Alexander Schmidt,Matheus Pereira,Diego Rosa,Andrés Sarmiento,Alejandro Alvarado Jr.,Nuno Gonçalo Moreira,Gabriel Batista,Kennedy Boateng,Kyosuke Tagawa,Ricardinho,Cristian González,Bruno Messi,Adriano,MT,Gabriel Vieira,Victor Bobsin,Pierre Sagna,Ricardo Fernandes,Xavi Quintillà,Rodrigo Valente,Andrezinho,Filip Stevanovic,Pedro Bicalho,Rildo,Matheus Babi
10,dom,2022-10-23,18:00,Chaves,2.4,0.7,Gil Vicente FC,2794,Estádio Municipal Eng. Manuel Branco Tei...,Manuel Mota,/pt/partidas/cf56f296/Chaves-Gil-Vicente-FC-2022Outubro23-Primeira-Liga,3.0,1.0,4-2-3-1,4-3-3,7.0,12.0,5.0,1.0,21.0,13.0,622.0,614.0,11.0,15.0,11.0,9.0,15.0,15.0,4.0,0.0,9.0,10.0,61.0,69.0,1.0,0.0,0.0,2.0,1.0,0.0,Paulo Vítor Fagundes dos Anjos,Nélson Monte,João Mendes,João Teixeira,Sandro Cruz,Issah Abbas,Steven Vitória,Ricardo Guimarães,Héctor,Jonathan Monroy,João Pedro Araújo Correia,Rodrigo Nascimento,Luther Singh,Patrick,Juninho,Eduardo Borges,Carlos Ponck,João Queirós,Bernardo Sousa,Stanislav Kritsyuk,Lucas Cunha,Bilel Aouacheria,Fran Navarro,Kanya Fujimoto,Adrián Marín,Vitor Carvalho,Rúben Fernandes,Matheus Bueno,Murilo Costa,Danilo Veiga,Brian Araújo,Carraça,André Simões,Kevin Villodres,Mizuki Arai,Pedro Tiba,Ali Alipour,Henrique Gomes
10,dom,2022-10-23,20:30,Vitória,2.1,0.8,Boavista,11359,Estádio Dom Afonso Henriques,Fábio Veríssimo,/pt/partidas/9b10ae24/Vitoria-Guimaraes-Boavista-2022Outubro23-Primeira-Liga,3.0,2.0,3-4-3,3-4-3,17.0,19.0,9.0,1.0,31.0,3.0,645.0,408.0,10.0,23.0,10.0,12.0,5.0,22.0,2.0,1.0,5.0,9.0,63.0,64.0,3.0,0.0,0.0,6.0,1.0,0.0,Bruno Varela,Mikel Villanueva,Tiago Silva,André Amaro,Nelson,André André,Ibrahima Bamba,Zé Ferreira,Anderson,Afonso freitas,Michael Johnston,Celton Anssumane Biai,Rúben Lameiras,Safira,Jota Silva,Índio,Ryoya Ogawa,Daniel Bandeira,Mamadou Tounkara,Rafael Bracalli,Reggie Cannon,Kenji Gorré,Bruno Lourenço,Ricardo Mangas,Vincent Sasso,Sebastián Pérez Cardona,Gaius Makouta,Martim Tavares,Bruno Onyemaechi,Pedro Malheiro,César,Robson,Ibrahima Camará,Róbert Boženík,Yusupha Njie,Masaki Watai,Ilija Vukotić,Filipe Ferreira
10,seg,2022-10-24,20:15,Rio Ave,1.0,1.0,Portimonense,1693,Estádio do Rio Ave Futebol Clube,Bruno Jose Costa,/pt/partidas/3c8a8984/Rio-Ave-Portimonense-2022Outubro24-Primeira-Liga,1.0,0.0,3-5-2,3-4-1-2,13.0,15.0,3.0,2.0,17.0,16.0,705.0,423.0,9.0,14.0,6.0,9.0,10.0,21.0,4.0,2.0,9.0,11.0,75.0,72.0,3.0,0.0,0.0,1.0,1.0,0.0,Jhonatan,Patrick,Gonçalo Rodrigues,Miguel Baeza,Abdul-Aziz Yakubu,Costinha,Emmanuel Boateng,Josué Sá,Pedro Amaral,Andreas Samaris,Aderlan Santos,Magrão,Miguel Nóbrega,Vítor Gomes,Leonardo Ruíz,João Ferreira,João Graça,Hernâni Fortes,Fábio Conceição,Kosuke Nakamura,Zié Mohamed Ouattara,Henrique Jocú,Ewerton,Moustapha Seck,Fahd Moufi,Filipe Relvas,Lamine Diaby,Paulo Estrela Moreira,Rui Gomes,Yago Cariello,Berke Özer,Anderson,Gonçalo Costa,Luquinha,Gustavo Klismahn,David Pastor,Bryan Róchez,Adewele Sapara
11,sex,2022-10-28,20:15,Paços,0.6,2.0,Marítimo,3067,Estádio da Capital do Móvel,André Narciso,/pt/partidas/a2387936/Pacos-de-Ferreira-Maritimo-2022Outubro28-Primeira-Liga,0.0,1.0,4-3-3,3-4-1-2,26.0,12.0,6.0,10.0,23.0,25.0,510.0,511.0,11.0,14.0,11.0,10.0,19.0,23.0,2.0,1.0,12.0,6.0,97.0,82.0,2.0,0.0,0.0,4.0,0.0,0.0,Jordi Almeida,Vitorino Antunes,Zé Uilton,Bastien Toma,Juan Delgado,Matchoi Djaló,Philippe Koffi,Rui Pires,Fernando Ferreira Fonseca,Flávio Ramos,Tiago Ilori,José Oliveira,Nuno Lima,Pedro Ganchas,Nigel Thomas,Nicolás Gaitán,Kayky Chagas,Arthur Sales,Adrián Butzke,Matouš Trmal,Cláudio Winck,Matheus Costa,Zainadine Júnior,André Vidigal,Jesús Ramírez,Diogo Mendes,João Afonso Crispim,Xadas,Léo Andrade,Vitor Costa,João Miguel Macedo Silva,Joel Soñora,Pablo Moreno,Stefano Beltrame,Edgar Costa,Gonçalo Cardoso,Luciano Vega,Percy Liza
