Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador18_home,jogador19_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_away,jogador19_away
26,dom,2023-04-02,15:30,Chaves,2.1,1.6,Braga,5454,Estádio Municipal Eng. Manuel Branco Tei...,Artur Soares Dias,/pt/partidas/ff3bde16/Chaves-Braga-2023Abril2-Primeira-Liga,1.0,2.0,4-3-3,4-2-3-1,12.0,9.0,7.0,5.0,22.0,23.0,483.0,730.0,14.0,13.0,6.0,12.0,26.0,21.0,2.0,1.0,12.0,10.0,77.0,64.0,5.0,0.0,0.0,3.0,0.0,0.0,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Bruno Langa,João Mendes,João Teixeira,Sidy Sarr,Euller,Steven Vitória,Juninho,Carlos Ponck,Bernardo Sousa,Rodrigo Nascimento,Habib sylla,Luther Singh,Sandro Cruz,Issah Abbas,João Queirós,Guilherme Silva,João Pedro Araújo Correia,Matheus,Victor Perea,Vítor Tormena,Sikou Niakaté,Almoatasem Al Musrati,Abel Ruiz,André Horta,Ricardo Horta,Cristian Borja,Bruma,Iuri Medeiros,Tiago Sá,Rodrigo Gomes,Álvaro djaló,Paulo Oliveira,Joe Mendes,Uroš Račić,Pizzi,Simon Banza
26,dom,2023-04-02,18:00,Rio Ave,1.4,0.9,Benfica,4134,Estádio do Rio Ave Futebol Clube,Rui Costa,/pt/partidas/c6484948/Rio-Ave-Benfica-2023Abril2-Primeira-Liga,0.0,1.0,3-4-3,4-2-3-1,12.0,17.0,3.0,6.0,18.0,20.0,638.0,682.0,20.0,24.0,7.0,18.0,22.0,18.0,2.0,2.0,10.0,8.0,57.0,63.0,3.0,0.0,0.0,3.0,0.0,0.0,Jhonatan,Patrick,Gonçalo Rodrigues,Costinha,João Graça,Emmanuel Boateng,Andreas Samaris,Aderlan Santos,Renato Pantalon,Fábio Conceição,André Pereira,Magrão,Vítor Gomes,Bruno Ventura,Miguel Baeza,Savio,Ukra,Josué Sá,Hernâni Fortes,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,David Neres,Fredrik Aursnes,João Mário,Chiquinho,Rafa Silva,Nicolás Otamendi,António Silva,Gonçalo Ramos,Samuel Soares,Gilberto,Lucas Veríssimo,Casper Tengstedt,Andreas Schjelderup,Petar Musa,Florentino Luís,João Neves
26,dom,2023-04-02,20:30,Porto,1.2,0.2,Portimonense,35802,Estádio Do Dragão,Miguel Nogueira,/pt/partidas/e5843e45/Porto-Portimonense-2023Abril2-Primeira-Liga,1.0,0.0,4-4-2,5-3-2,15.0,12.0,10.0,3.0,20.0,13.0,802.0,419.0,14.0,16.0,8.0,9.0,8.0,37.0,2.0,3.0,5.0,16.0,44.0,60.0,2.0,0.0,0.0,3.0,0.0,1.0,Cláudio Ramos,Fábio Cardoso,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Galeno,Wilson Manafá,Wendell,Otávio,Toni Martínez,Samuel Portugal,David Carmo,Gabriel Veron,Marko Grujić,Rodrigo Conceição,Danny Loader,André Franco,Stephen Eustáquio,Kosuke Nakamura,Moustapha Seck,Yony González,Fahd Moufi,Filipe Relvas,Park Ji-soo,Lamine Diaby,Nonoca,Gustavo Klismahn,Pedrão,Welinton Júnior,Matheus Nogueira,Lucão,Carlinhos,Gonçalo Costa,Bryan Róchez,Paulo Estrela Moreira,Alemão,Sérgio Conceição
26,seg,2023-04-03,20:15,Famalicão,1.5,1.5,Arouca,4030,Estádio Municipal 22 de Junho,Carlos Macedo,/pt/partidas/6df31ace/Famalicao-Arouca-2023Abril3-Primeira-Liga,0.0,1.0,3-4-3,4-2-3-1,11.0,16.0,7.0,1.0,30.0,9.0,572.0,630.0,16.0,16.0,6.0,15.0,9.0,22.0,0.0,2.0,8.0,9.0,66.0,67.0,1.0,0.0,0.0,0.0,0.0,0.0,Luiz Lúcio Reis Júnior,Enea Mihaj,Alexandre Penetra,Ivo Rodrigues,Ivan Jaime Pajuelo,Riccieli,Mihai Dobre,Zaydou Youssouf,Jhonder Cádiz,Moura,Santiago Colombatto,Ivan Zlobin,Rúben Lima,André Simões,Leandro Sanca,Gustavo Assuncao,Otavio Ataide,Gustavo sá,Martin Agirregabiria,Ignacio De Arruabarrena,Morlaye Sylla,David Simão,Quaresma,Alan Ruiz,Antony,João Othavio Basso,Oriol Busquets,Rafa Mújica,Tiago Esgaio,Nino Galović,João Valido,Jerome Opoku,José Manuel Velázquez,Yusuf Lawal,Arsénio Martins Lafuente Nunes,Bruninho,Moses Yaw,Benji Michel
25,qua,2023-04-05,20:15,Gil Vicente FC,0.8,1.4,Sporting CP,8076,Estádio Cidade de Barcelos,Nuno Almeida,/pt/partidas/c42a9404/Gil-Vicente-FC-Sporting-CP-2023Abril5-Primeira-Liga,0.0,0.0,4-2-3-1,3-4-3,18.0,13.0,1.0,3.0,9.0,18.0,562.0,698.0,26.0,18.0,14.0,13.0,22.0,14.0,4.0,8.0,7.0,5.0,67.0,59.0,1.0,0.0,0.0,2.0,0.0,0.0,Andrew,Giorgi Aburjania,Fran Navarro,Kanya Fujimoto,Marlon,Carraça,Adrián Marín,Vitor Carvalho,Rúben Fernandes,Tomás Araújo,Murilo Costa,Brian Araújo,José Carlos,Bilel Aouacheria,Gabriel Pereira,Kevin Villodres,Juan Manuel Boselli,Pedro Tiba,Henrique Gomes,Antonio Adán,Matheus Reis,Jerry St. Juste,Sebastián Coates,Hidemasa Morita,Marcus Edwards,Manuel Ugarte Ribeiro,Gonçalo Inácio,Pedro Gonçalves,Ricardo Esgaio,Youssef Chermiti,Franco Israel,Sotiris Alexandropoulos,Nuno Santos,Luís Neto,Rochinha,Francisco Trincão,Ousmane Diomande,Mateo Tanlongo
27,sex,2023-04-07,14:30,Santa Clara,0.7,0.8,Vizela,802,Estádio de São Miguel,João António Gonçalves,/pt/partidas/8821ee71/Santa-Clara-Vizela-2023Abril7-Primeira-Liga,0.0,1.0,4-2-3-1,4-2-3-1,11.0,20.0,2.0,4.0,20.0,8.0,663.0,511.0,13.0,26.0,13.0,15.0,11.0,16.0,3.0,1.0,2.0,11.0,73.0,73.0,3.0,0.0,1.0,2.0,0.0,0.0,Gabriel Batista,Ygor Nogueira,Kennedy Boateng,Allano,Costinha,Paulo Henrique Rodrigues Cabral,Adriano,Andrezinho,Matheus Babi,Kento Misao,Pierre Sagna,Marcos Guillermo Díaz,Bruno Jordão,Kyosuke Tagawa,Ricardinho,Bruno Messi,Eulânio Ângelo Chipela Gomes,MT,Paulo Godinho,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Raphael Guzzo,Milutin Osmajić,Kiko Bondoso,Igor Julião,Matheus Pereira,Samu,Pedro Ortiz,Nuno Gonçalo Moreira,Manuel Baldé,Alexander Schmidt,Matías Lacava,Kévin Zohi,Osama Rashid,Mohamed Aidara,Tiago Brito,Tomás Costa Silva
27,sex,2023-04-07,18:00,Benfica,0.5,0.6,Porto,62028,Estádio do Sport Lisboa e Benfica,Artur Soares Dias,/pt/partidas/34ccd35e/Benfica-Porto-2023Abril7-Primeira-Liga,1.0,2.0,4-2-3-1,4-2-3-1,13.0,15.0,4.0,5.0,16.0,14.0,712.0,506.0,34.0,22.0,13.0,13.0,15.0,19.0,2.0,2.0,5.0,10.0,76.0,99.0,3.0,0.0,0.0,5.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Alexander Bah,Fredrik Aursnes,João Mário,Chiquinho,Rafa Silva,Nicolás Otamendi,Florentino Luís,António Silva,Gonçalo Ramos,Samuel Soares,Gilberto,Lucas Veríssimo,David Neres,Casper Tengstedt,Andreas Schjelderup,Petar Musa,João Neves,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Mehdi Taremi,Pepê,Galeno,Marko Grujić,Wilson Manafá,Wendell,Otávio,Cláudio Ramos,Fábio Cardoso,Zaidu Sanusi,Danny Loader,João Mário Lopes,Toni Martínez,Evanilson,Stephen Eustáquio
27,sex,2023-04-07,20:30,Boavista,0.9,1.5,Vitória,5756,Estádio do Bessa Século XXI,António Nobre,/pt/partidas/7caa66a7/Boavista-Vitoria-Guimaraes-2023Abril7-Primeira-Liga,2.0,1.0,4-2-3-1,3-4-3,20.0,15.0,7.0,7.0,21.0,20.0,506.0,546.0,16.0,17.0,12.0,6.0,18.0,23.0,2.0,2.0,7.0,7.0,69.0,72.0,8.0,1.0,0.0,6.0,1.0,1.0,Rafael Bracalli,Reggie Cannon,Kenji Gorré,Bruno Lourenço,Yusupha Njie,Salvador Agra,Sebastián Pérez Cardona,Rodrigo Abascal,Gaius Makouta,Bruno Onyemaechi,Pedro Malheiro,César,Ibrahima Camará,Róbert Boženík,Masaki Watai,Joel silva,Ricardo Mangas,Vincent Sasso,Martim Tavares,Celton Anssumane Biai,Miguel Magalhães,Mikel Villanueva,André Silva,André André,Ibrahima Bamba,Anderson,Afonso freitas,Daniel Bandeira,Mamadou Tounkara,Michael Johnston,Rafa,Rúben Lameiras,Tomás Händel,Jota Silva,Nelson,Índio,Manuel Manu,Bruno Gaspar
27,sáb,2023-04-08,15:30,Arouca,1.1,0.8,Marítimo,1719,Estádio Municipal de Arouca,Nuno Almeida,/pt/partidas/1240659e/Arouca-Maritimo-2023Abril8-Primeira-Liga,1.0,0.0,4-2-3-1,4-2-3-1,12.0,10.0,7.0,11.0,15.0,22.0,554.0,543.0,24.0,12.0,12.0,4.0,18.0,13.0,2.0,1.0,5.0,9.0,76.0,65.0,2.0,0.0,0.0,2.0,0.0,0.0,Ignacio De Arruabarrena,Morlaye Sylla,David Simão,Quaresma,Alan Ruiz,Antony,João Othavio Basso,Oriol Busquets,Rafa Mújica,Tiago Esgaio,Nino Galović,João Valido,Jerome Opoku,José Manuel Velázquez,Yusuf Lawal,Arsénio Martins Lafuente Nunes,Bruninho,Moses Yaw,Benji Michel,Marcelo Carné,Cláudio Winck,Zainadine Júnior,Rafael Brito,André Vidigal,Valdemir,Rene Santos,Félix Correia,Xadas,Paulo Sérgio Mota,Vitor Costa,Giorgi Makaridze,Matheus Costa,Jesús Ramírez,Diogo Mendes,João Afonso Crispim,Brayan Riascos,Stanley Kanu,Fábio China
27,sáb,2023-04-08,18:00,Portimonense,2.2,2.0,Rio Ave,1246,Estádio do Portimonense SC,Carlos Macedo,/pt/partidas/4f33ba4c/Portimonense-Rio-Ave-2023Abril8-Primeira-Liga,2.0,2.0,5-3-2,3-5-2,20.0,15.0,8.0,4.0,23.0,14.0,583.0,532.0,17.0,17.0,5.0,7.0,12.0,24.0,1.0,2.0,11.0,9.0,87.0,61.0,5.0,0.0,0.0,1.0,0.0,0.0,Kosuke Nakamura,Carlinhos,Maurício,Moustapha Seck,Yony González,Fahd Moufi,Filipe Relvas,Park Ji-soo,Lamine Diaby,Pedrão,Welinton Júnior,Matheus Nogueira,Lucão,Gonçalo Costa,Gustavo Klismahn,Bryan Róchez,Paulo Estrela Moreira,Sérgio Conceição,Rui Gomes,Jhonatan,Patrick,Gonçalo Rodrigues,Costinha,João Graça,Emmanuel Boateng,Andreas Samaris,Aderlan Santos,Renato Pantalon,Fábio Conceição,André Pereira,Magrão,Vítor Gomes,Leonardo Ruíz,Amine Oudrhiri,Miguel Baeza,Savio,Ukra,Josué Sá
27,sáb,2023-04-08,18:00,Paços,1.6,1.0,Famalicão,4992,Estádio da Capital do Móvel,Rui Costa,/pt/partidas/8d0404e6/Pacos-de-Ferreira-Famalicao-2023Abril8-Primeira-Liga,1.0,3.0,4-3-3,4-3-3,16.0,16.0,10.0,4.0,25.0,17.0,546.0,579.0,14.0,9.0,14.0,11.0,13.0,21.0,0.0,6.0,6.0,9.0,60.0,78.0,2.0,0.0,0.0,0.0,0.0,0.0,Igor Vekič,Nuno Lima,Vitorino Antunes,Jordan Holsgrove,Nicolás Gaitán,Jorge Fernando Santos Silva,Maracás,Rui Pires,Alexandre Guedes,Paulo Bernardo,Hernani Infande,José Oliveira,Nigel Thomas,Zé Uilton,Fábio,Matchoi Djaló,Tiago Ribeiro,Luíz Carlos,Erick Ferigra,Luiz Lúcio Reis Júnior,Alexandre Penetra,Ivo Rodrigues,Ivan Jaime Pajuelo,Otavio Ataide,Riccieli,Gustavo sá,Zaydou Youssouf,Jhonder Cádiz,Moura,Santiago Colombatto,Ivan Zlobin,Diogo Queirós,Rúben Lima,Gustavo Assuncao,David Tavares,Mihai Dobre,Martin Agirregabiria,Denílson
27,sáb,2023-04-08,20:30,Braga,3.4,0.3,Estoril,15507,Estádio Municipal de Braga,Vítor Ferreira,/pt/partidas/2c59fc24/Braga-Estoril-2023Abril8-Primeira-Liga,4.0,1.0,4-2-3-1,4-2-3-1,14.0,5.0,7.0,3.0,24.0,15.0,738.0,459.0,17.0,13.0,8.0,6.0,16.0,26.0,2.0,2.0,0.0,12.0,71.0,55.0,3.0,0.0,0.0,2.0,0.0,0.0,Matheus,Victor Perea,Vítor Tormena,Sikou Niakaté,Almoatasem Al Musrati,Abel Ruiz,André Horta,Ricardo Horta,Cristian Borja,Bruma,Iuri Medeiros,Tiago Sá,Rodrigo Gomes,Álvaro djaló,Paulo Oliveira,Joe Mendes,Uroš Račić,Pizzi,Simon Banza,Daniel Leite,Bernardo Vital,Alejandro Marqués,Francisco Geraldes,Tiago Gouveia,Shaquil Delos,Pedro Álvaro,Mor Ndiaye,Carlos Eduardo,João Marques,Tiago Araújo,Pedro José Moreira Silva,João Gamboa,Rodrigo Martins,Cassiano,Rafik Guitane,Mexer,João Carlos,Tiago santos
27,dom,2023-04-09,18:00,Casa Pia,0.9,2.0,Sporting CP,10509,Estádio Nacional,Fábio Veríssimo,/pt/partidas/b4c2929d/Casa-Pia-Sporting-CP-2023Abril9-Primeira-Liga,3.0,4.0,3-4-3,3-4-3,12.0,6.0,1.0,18.0,9.0,41.0,407.0,891.0,12.0,18.0,7.0,7.0,37.0,10.0,2.0,0.0,9.0,1.0,51.0,62.0,3.0,0.0,1.0,0.0,0.0,0.0,Lucas Paes,João Nunes,Leonardo Lelo,Derick,Neto,Diogo Pinto,Rafael Martins,Fernando Varela,Nermin Zolotić,Yuki Soma,Afonso Taira,João,Ricardo Batista,Eduardo Fereira,Bolgado,Duplexe Tchamba,Takahiro Kunimoto,Cuca,Felippe Cardoso,Antonio Adán,Matheus Reis,Sebastián Coates,Marcus Edwards,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Ousmane Diomande,Pedro Gonçalves,Ricardo Esgaio,Youssef Chermiti,Franco Israel,Jerry St. Juste,Hidemasa Morita,Rochinha,Abdul Fatawu Issahaku,Héctor Bellerín,Gonçalo Inácio,Mateo Tanlongo
27,seg,2023-04-10,20:15,Gil Vicente FC,1.6,1.6,Chaves,3761,Estádio Cidade de Barcelos,Manuel Mota,/pt/partidas/a059a637/Gil-Vicente-FC-Chaves-2023Abril10-Primeira-Liga,0.0,0.0,4-2-3-1,4-2-3-1,13.0,12.0,14.0,5.0,36.0,16.0,726.0,552.0,23.0,18.0,11.0,11.0,20.0,33.0,1.0,5.0,10.0,15.0,62.0,62.0,1.0,0.0,0.0,1.0,0.0,0.0,Andrew,Giorgi Aburjania,Fran Navarro,Kanya Fujimoto,Marlon,Carraça,Adrián Marín,Vitor Carvalho,Rúben Fernandes,Tomás Araújo,Murilo Costa,Brian Araújo,José Carlos,Né lopes,Bilel Aouacheria,Gabriel Pereira,Kevin Villodres,Juan Manuel Boselli,Pedro Tiba,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Bruno Langa,João Mendes,João Teixeira,Euller,Steven Vitória,Juninho,Ricardo Guimarães,Carlos Ponck,Bernardo Sousa,Rodrigo Nascimento,Luther Singh,Sandro Cruz,Sidy Sarr,Issah Abbas,João Queirós,João Pedro Araújo Correia,João Pedro
28,sex,2023-04-14,20:15,Famalicão,0.9,0.6,Vitória,4042,Estádio Municipal 22 de Junho,André Narciso,/pt/partidas/d1b4cffc/Famalicao-Vitoria-Guimaraes-2023Abril14-Primeira-Liga,2.0,1.0,4-2-3-1,4-3-3,14.0,14.0,3.0,10.0,13.0,29.0,488.0,639.0,18.0,15.0,9.0,8.0,29.0,10.0,3.0,1.0,10.0,4.0,83.0,50.0,1.0,1.0,0.0,3.0,1.0,0.0,Luiz Lúcio Reis Júnior,Alexandre Penetra,Ivo Rodrigues,Ivan Jaime Pajuelo,Otavio Ataide,Riccieli,Mihai Dobre,Zaydou Youssouf,Jhonder Cádiz,Moura,Santiago Colombatto,Ivan Zlobin,Diogo Queirós,Rúben Lima,André Simões,Gustavo Assuncao,Gustavo sá,Martin Agirregabiria,Denílson,Celton Anssumane Biai,Miguel Magalhães,Rúben Lameiras,Safira,Tiago Silva,Jota Silva,André André,Manuel Manu,Afonso freitas,Daniel Bandeira,Mamadou Tounkara,Tiago Gonçalves,Helder Sá,Tomás Händel,Nelson,Índio,Ryoya Ogawa,Anderson,Michael Johnston
28,sáb,2023-04-15,15:30,Estoril,1.1,1.2,Portimonense,1714,Estádio António Coimbra da Mota,Bruno Jose Costa,/pt/partidas/1201d863/Estoril-Portimonense-2023Abril15-Primeira-Liga,0.0,1.0,4-1-4-1,4-2-3-1,14.0,14.0,10.0,5.0,25.0,12.0,511.0,509.0,17.0,24.0,7.0,10.0,8.0,31.0,1.0,2.0,7.0,15.0,71.0,68.0,0.0,0.0,0.0,4.0,0.0,0.0,Daniel Leite,Bernardo Vital,Alejandro Marqués,João Carvalho,Tiago Gouveia,Pedro Álvaro,Mor Ndiaye,Carlos Eduardo,Joãozinho,João Marques,Tiago santos,Pedro José Moreira Silva,João Gamboa,Rodrigo Martins,Cassiano,Shaquil Delos,Mexer,João Carlos,Tiago Araújo,Kosuke Nakamura,Carlinhos,Maurício,Moustapha Seck,Yony González,Fahd Moufi,Filipe Relvas,Park Ji-soo,Paulo Estrela Moreira,Pedrão,Welinton Júnior,Matheus Nogueira,Zié Mohamed Ouattara,Lucão,Gonçalo Costa,Lamine Diaby,Nonoca,Gustavo Klismahn,Bryan Róchez
28,sáb,2023-04-15,15:30,Marítimo,1.7,1.0,Paços,9093,Estádio dos Barreiros,Artur Soares Dias,/pt/partidas/7506f8e8/Maritimo-Pacos-de-Ferreira-2023Abril15-Primeira-Liga,3.0,1.0,4-2-3-1,4-3-3,19.0,15.0,2.0,5.0,10.0,27.0,478.0,630.0,20.0,10.0,7.0,7.0,23.0,9.0,3.0,1.0,10.0,6.0,68.0,95.0,4.0,0.0,0.0,4.0,0.0,0.0,Marcelo Carné,Moises Castillo,Zainadine Júnior,André Vidigal,Valdemir,Félix Correia,João Afonso Crispim,Xadas,Paulo Sérgio Mota,Brayan Riascos,Vitor Costa,Giorgi Makaridze,Cláudio Winck,Matheus Costa,Rafael Brito,Pablo Moreno,Jesús Ramírez,Edgar Costa,Diogo Mendes,Igor Vekič,Vitorino Antunes,Jordan Holsgrove,Nigel Thomas,Nicolás Gaitán,Fábio,Juan Delgado,Erick Ferigra,Maracás,Rui Pires,Paulo Bernardo,José Oliveira,Nuno Lima,Zé Uilton,Adrián Butzke,Tiago Ribeiro,Jorge Fernando Santos Silva,Luíz Carlos,João Vigário
28,sáb,2023-04-15,18:00,Chaves,0.8,2.2,Benfica,8297,Estádio Municipal Eng. Manuel Branco Tei...,João Pinheiro,/pt/partidas/7751ba61/Chaves-Benfica-2023Abril15-Primeira-Liga,1.0,0.0,4-2-3-1,4-2-3-1,13.0,7.0,3.0,19.0,12.0,47.0,448.0,758.0,15.0,18.0,12.0,9.0,41.0,12.0,2.0,2.0,15.0,7.0,62.0,58.0,4.0,0.0,0.0,0.0,0.0,0.0,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Bruno Langa,João Mendes,João Teixeira,Steven Vitória,Juninho,Ricardo Guimarães,Carlos Ponck,Bernardo Sousa,João Pedro Araújo Correia,Rodrigo Nascimento,Luther Singh,Sidy Sarr,Euller,Issah Abbas,Héctor,João Queirós,João Pedro,Odisseas Vlachodimos,Gilberto,Álex Grimaldo,David Neres,Fredrik Aursnes,João Mário,Chiquinho,Rafa Silva,Nicolás Otamendi,António Silva,Gonçalo Ramos,Samuel Soares,Lucas Veríssimo,Gonçalo Guedes,Casper Tengstedt,Andreas Schjelderup,Petar Musa,Cher Ndour,João Neves
28,sáb,2023-04-15,20:30,Porto,2.6,0.4,Santa Clara,40708,Estádio Do Dragão,Cláudio Ruivo Pereira,/pt/partidas/8ec826c6/Porto-Santa-Clara-2023Abril15-Primeira-Liga,2.0,1.0,4-2-3-1,4-2-3-1,13.0,13.0,4.0,4.0,18.0,15.0,697.0,446.0,15.0,13.0,9.0,13.0,12.0,27.0,0.0,2.0,7.0,9.0,70.0,80.0,2.0,0.0,0.0,5.0,0.0,0.0,Diogo Costa,Pepe,Iván Marcano,Mateus Uribe,Pepê,Galeno,Wilson Manafá,Wendell,Otávio,Toni Martínez,Stephen Eustáquio,Cláudio Ramos,Fábio Cardoso,Zaidu Sanusi,Rodrigo Conceição,Danny Loader,André Franco,Evanilson,Gonçalo Borges,Gabriel Batista,Ygor Nogueira,Kennedy Boateng,Bruno Jordão,Allano,Ricardinho,Costinha,Adriano,MT,Matheus Babi,Pierre Sagna,Marcos Guillermo Díaz,Kyosuke Tagawa,Diogo Calila,Bruno Messi,Andrezinho,Filip Stevanovic,Walter González,Ítalo
28,dom,2023-04-16,15:30,Rio Ave,0.6,0.8,Casa Pia,2752,Estádio do Rio Ave Futebol Clube,Miguel Nogueira,/pt/partidas/59beda90/Rio-Ave-Casa-Pia-2023Abril16-Primeira-Liga,1.0,1.0,3-4-3,3-4-3,10.0,20.0,5.0,8.0,17.0,16.0,682.0,480.0,17.0,14.0,8.0,10.0,19.0,17.0,0.0,2.0,8.0,10.0,64.0,72.0,1.0,0.0,0.0,3.0,0.0,0.0,Jhonatan,Patrick,Gonçalo Rodrigues,Costinha,João Graça,Emmanuel Boateng,Andreas Samaris,Aderlan Santos,Renato Pantalon,Fábio Conceição,André Pereira,Magrão,Vítor Gomes,Leonardo Ruíz,Miguel Baeza,Savio,Ukra,Josué Sá,Hernâni Fortes,Ricardo Batista,João Nunes,Leonardo Lelo,Derick,Saviour Godwin,Neto,Rafael Martins,Fernando Varela,Nermin Zolotić,Yuki Soma,Afonso Taira,Lucas Paes,Diogo Pinto,Duplexe Tchamba,Vasco Fernandes,Takahiro Kunimoto,Cuca,Lucas Soares,Beni
28,dom,2023-04-16,18:00,Braga,1.5,0.7,Gil Vicente FC,18197,Estádio Municipal de Braga,Rui Costa,/pt/partidas/40f4e609/Braga-Gil-Vicente-FC-2023Abril16-Primeira-Liga,1.0,0.0,4-4-2,4-2-3-1,11.0,9.0,10.0,5.0,17.0,18.0,561.0,619.0,18.0,13.0,14.0,8.0,23.0,17.0,5.0,4.0,7.0,7.0,77.0,74.0,2.0,0.0,0.0,1.0,0.0,0.0,Matheus,Victor Perea,Vítor Tormena,Sikou Niakaté,Almoatasem Al Musrati,Abel Ruiz,André Horta,Ricardo Horta,Cristian Borja,Bruma,Iuri Medeiros,Tiago Sá,Rodrigo Gomes,Álvaro djaló,Paulo Oliveira,Joe Mendes,Uroš Račić,Pizzi,Simon Banza,Andrew,Giorgi Aburjania,Fran Navarro,Kanya Fujimoto,Marlon,Gabriel Pereira,Carraça,Adrián Marín,Vitor Carvalho,Rúben Fernandes,Murilo Costa,Brian Araújo,Né lopes,Bilel Aouacheria,Roan Wilson,Kevin Villodres,Juan Manuel Boselli,Pedro Tiba,Henrique Gomes
28,dom,2023-04-16,20:30,Sporting CP,3.0,1.0,Arouca,25584,Estádio José Alvalade,Vítor Ferreira,/pt/partidas/48212051/Sporting-CP-Arouca-2023Abril16-Primeira-Liga,1.0,1.0,3-4-3,4-5-1,7.0,11.0,7.0,0.0,46.0,1.0,763.0,463.0,10.0,20.0,5.0,11.0,1.0,31.0,1.0,0.0,4.0,20.0,55.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,Antonio Adán,Matheus Reis,Sebastián Coates,Nuno Santos,Manuel Ugarte Ribeiro,Francisco Trincão,Héctor Bellerín,Ousmane Diomande,Pedro Gonçalves,Arthur,Youssef Chermiti,Franco Israel,Francisco Silva,Hidemasa Morita,Sotiris Alexandropoulos,Luís Neto,Rochinha,Gonçalo Inácio,Mateo Tanlongo,Ignacio De Arruabarrena,Morlaye Sylla,David Simão,Quaresma,Alan Ruiz,Antony,João Othavio Basso,Oriol Busquets,Rafa Mújica,Tiago Esgaio,Nino Galović,Mosquito,Jerome Opoku,José Manuel Velázquez,Yusuf Lawal,Arsénio Martins Lafuente Nunes,Bruninho,Moses Yaw,Benji Michel
28,seg,2023-04-17,20:15,Vizela,1.0,1.0,Boavista,3403,Estádio Do Vizela,Hélder Carvalho,/pt/partidas/558b2cc7/Vizela-Boavista-2023Abril17-Primeira-Liga,1.0,1.0,4-2-3-1,4-3-3,10.0,16.0,7.0,3.0,19.0,18.0,565.0,610.0,13.0,17.0,7.0,7.0,11.0,22.0,2.0,3.0,9.0,4.0,58.0,73.0,2.0,0.0,0.0,4.0,0.0,0.0,Fabijan Buntić,Bruno Wilson,Anderson Jesus,Raphael Guzzo,Milutin Osmajić,Kiko Bondoso,Igor Julião,Matheus Pereira,Matías Lacava,Samu,Pedro Ortiz,Luiz Felipe,Alexander Schmidt,Alexis Méndez,Kévin Zohi,Osama Rashid,Christian Neiva Afonso,Mohamed Aidara,Alejandro Alvarado Jr.,Rafael Bracalli,Reggie Cannon,Kenji Gorré,Bruno Lourenço,Yusupha Njie,Salvador Agra,Vincent Sasso,Sebastián Pérez Cardona,Gaius Makouta,Bruno Onyemaechi,Pedro Malheiro,João Gonçalves,Robson,Ibrahima Camará,Róbert Boženík,Miguel Reisinho,Joel silva,Filipe Ferreira,Martim Tavares
29,sex,2023-04-21,20:15,Casa Pia,0.3,1.7,Braga,1016,Estádio Nacional,Manuel Oliveira,/pt/partidas/b455baec/Casa-Pia-Braga-2023Abril21-Primeira-Liga,0.0,1.0,3-4-3,4-4-2,13.0,9.0,3.0,6.0,15.0,19.0,507.0,808.0,13.0,8.0,11.0,6.0,22.0,19.0,3.0,0.0,9.0,5.0,70.0,85.0,3.0,0.0,0.0,2.0,0.0,0.0,Ricardo Batista,João Nunes,Leonardo Lelo,Derick,Saviour Godwin,Neto,Rafael Martins,Fernando Varela,Nermin Zolotić,Yuki Soma,Afonso Taira,Lucas Paes,Diogo Pinto,Duplexe Tchamba,Vasco Fernandes,Cuca,Felippe Cardoso,Lucas Soares,Beni,Matheus,Victor Perea,Vítor Tormena,Sikou Niakaté,Almoatasem Al Musrati,Abel Ruiz,André Horta,Ricardo Horta,Cristian Borja,Bruma,Iuri Medeiros,Tiago Sá,Rodrigo Gomes,Álvaro djaló,Paulo Oliveira,Joe Mendes,Uroš Račić,Pizzi,Simon Banza
