Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador18_away,jogador19_away,jogador19_home,jogador20_away
1,sex,2019-08-09,20:30,Portimonense,0.8,0.4,B-SAD,3486,Estádio do Portimonense SC,Manuel Mota,/pt/partidas/9f495880/Portimonense-Belenenses-SAD-2019Agosto9-Primeira-Liga,0,0,4-3-3,4-2-3-1,19.0,15.0,5.0,5.0,24.0,10.0,565.0,562.0,17.0,19.0,13.0,20.0,14.0,26.0,2.0,4.0,9.0,11.0,116.0,92.0,1.0,0.0,0.0,1.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Jadson,Romulo,Paulinho,Bruno Tabata,Henrique,Pedro Sá,Koki Anzai,Willyan,Aylton Boa Morte,Iury de Castilho,Shūichi Gonda,Emmanuel Hackman,Marlos Moreno,Beto,Everson,Jorge Daniel Abreu Vilela,Hervé Koffi,Francisco Varela,Licá,André Sousa,Kikas,Dieguinho,Diogo Calila,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Mika,Eduardo Kau,Matija Ljujić,Hakim Ouro-Sama,Nicolás Vélez,Simón Ramírez,,,,,
1,sáb,2019-08-10,15:30,Santa Clara,2.3,1.5,Famalicão,1659,Estádio de São Miguel,Rui Oliveira,/pt/partidas/d24459de/Santa-Clara-Famalicao-2019Agosto10-Primeira-Liga,0,2,4-2-3-1,4-1-4-1,14.0,22.0,14.0,6.0,29.0,14.0,548.0,526.0,15.0,17.0,12.0,7.0,16.0,35.0,7.0,1.0,5.0,15.0,78.0,99.0,0.0,0.0,0.0,3.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,João Afonso,Osama Rashid,Ukra,Bruno Lamas,Carlos,João Paulo Lázaro Lucas,Francisco Ramos,Patrick,Guilherme Schettine,André Ferreira,Denis Pineda,César,Thiago Santana,Rui Filipe Cunha Correia,Mamadu Candé,Rafael Defendi,Lionn,Gonçalo Rodrigues,Rúben Lameiras,Fábio Martins,Gustavo Assuncao,Nehuén Pérez,Toni Martínez,Josh Tymon,Pedro Gonçalves,Patrick,Vitor Caetano,Walterson,Lawrence Ofori,Riccieli,Diogo Gonçalves,Álex Centelles,,,,,
1,sáb,2019-08-10,19:00,Gil Vicente FC,1.7,2.9,Porto,10962,Estádio Cidade de Barcelos,Nuno Almeida,/pt/partidas/814e0025/Gil-Vicente-FC-Porto-2019Agosto10-Primeira-Liga,2,1,4-2-3-1,4-4-2,15.0,19.0,4.0,6.0,18.0,20.0,408.0,708.0,20.0,14.0,15.0,5.0,20.0,25.0,4.0,1.0,6.0,3.0,93.0,76.0,3.0,0.0,0.0,3.0,0.0,0.0,Denis,Alexandre Pinto,Soares,Rodrigão,João Afonso Crispim,Lourency,Arthur Henrique,Edwin Banguera,Bozhidar Kraev,Rúben Fernandes,Sandro Lima,Claude Gonçalves,Zakaria Naidji,Erick,Juan Ruiz,Kellyton,Leo Cordeiro,Agustín Marchesín,Pepe,Iván Marcano,Bruno Xavier Almeida Costa,Alex Telles,Jesús Corona,Wilson Manafá,Zé Luís,Otávio,Sérgio Oliveira,Tiquinho Soares,Vaná,Luis Díaz,Romário Baró,Shoya Nakajima,Moussa Marega,Chancel Mbemba,,,,,
1,sáb,2019-08-10,21:30,Benfica,3.5,0.3,Paços,62956,Estádio do Sport Lisboa e Benfica,Manuel Oliveira,/pt/partidas/bd719c2a/Benfica-Pacos-de-Ferreira-2019Agosto10-Primeira-Liga,5,0,4-4-2,4-2-3-1,15.0,11.0,10.0,3.0,25.0,9.0,653.0,453.0,18.0,10.0,11.0,14.0,6.0,24.0,0.0,5.0,4.0,11.0,67.0,60.0,0.0,0.0,0.0,4.0,0.0,1.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Raúl de Tomás,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,Florentino Luís,Nuno Tavares,Francisco Reis Ferreira,Ivan Zlobin,Chiquinho,Jardel,Adel Taarabt,Jota,João Ferreira,Ricardo Ribeiro,Marco Baixinho,Bruno Teles,Bernardo Sousa Pereira Brites Martins,Zé Uilton,Pedro Filipe Barbosa Moreira,Bruno Araújo dos Santos,Luíz Carlos,Lamine Diaby,Maracás,Douglas Tanque,Simão Bertelli,André Micael,André Leão,Matchoi Djaló,Jorge Fernando Santos Silva,Diogo Almeida,,,,,
1,dom,2019-08-11,16:00,Boavista,1.0,0.6,Aves,6010,Estádio do Bessa Século XXI,Hélder Malheiro,/pt/partidas/23be1c77/Boavista-Aves-2019Agosto11-Primeira-Liga,2,1,4-4-2,4-1-4-1,27.0,20.0,3.0,8.0,13.0,23.0,417.0,503.0,18.0,13.0,7.0,8.0,29.0,16.0,0.0,0.0,11.0,8.0,72.0,96.0,5.0,0.0,0.0,3.0,0.0,0.0,Rafael Bracalli,Nwankwo Obiora,Marlon,Gustavo Sauer,Mateus Galiano da Costa,Yusupha Njie,Alberto Bueno,Carraça,Ricardo Costa,Rafael Costa,Neris,João Gonçalves,Lucas Tagliapietra,Fábio Espinho,Edu Machado,Cassiano,Yaw Ackah,Quentin Beunardeau,Adam Dźwigała,Adi Mehremić,Rúben Alexandre Gomes Oliveira,Miguel Tavares,Mehrdad Mohammadi,Afonso Figueiredo,Rúben Macedo,Claudio Falcão,Welinton Júnior,Mato Miloš,Fábio Szymonek,Andrej Šimunec,Bruninho,Bruno Xavier,Peu,Estrela,,,,,
1,dom,2019-08-11,18:30,Marítimo,1.2,0.7,Sporting CP,9673,Estádio dos Barreiros,Tiago Martins,/pt/partidas/123c394f/Maritimo-Sporting-CP-2019Agosto11-Primeira-Liga,1,1,4-4-2,4-2-3-1,14.0,14.0,2.0,8.0,13.0,27.0,382.0,698.0,9.0,15.0,5.0,1.0,27.0,14.0,4.0,3.0,13.0,8.0,80.0,90.0,4.0,0.0,0.0,4.0,0.0,0.0,Charles,Zainadine Júnior,Jorge Correa,Getterson,Edgar Costa,Dejan Kerkez,Rúben Rafael Sousa Ferreira,Franck-Yves Bambock,Jhon Cley,Eulânio Ângelo Chipela Gomes,Josip Vuković,Amir Abedzadeh,Lucas Áfrico,Daizen Maeda,Leandro Barrera,Erivaldo,Rene Santos,Renan Ribeiro,Sebastián Coates,Eduardo Henrique,Bruno Fernandes,Marcos Acuña,Raphinha,Jérémy Mathieu,Cristian Borja,Luiz Phellype,Wendel,Thierry Correia,Luís Maximiano,Tiago Ilori,Luciano Vietto,Luís Neto,Abdoulay Diaby,Miguel Luís,,,,,
1,dom,2019-08-11,21:00,Braga,1.6,0.8,Moreirense,13223,Estádio Municipal de Braga,Fábio Costa,/pt/partidas/8d23a8e9/Braga-Moreirense-2019Agosto11-Primeira-Liga,3,1,4-3-3,4-1-4-1,15.0,10.0,7.0,4.0,31.0,15.0,705.0,531.0,10.0,18.0,7.0,13.0,12.0,34.0,2.0,0.0,7.0,5.0,89.0,73.0,2.0,0.0,0.0,2.0,0.0,0.0,Matheus,Nuno Sequeira,Claudemir de Souza,Koka,Diogo Viana,Pablo Santos,João Novais,Murilo Costa,Ricardo Horta,Fransérgio,Bruno Viana,Tiago Sá,Wilson Eduardo,André Horta,Paulinho,Ricardo Esgaio,João Palhinha,Mateus Pasinato,João Aurélio,Iago Santos,Bilel Aouacheria,Sori Mané,Steven Vitória,Djavan da Silva Ferreira,Filipe Soares,Alexandre Miguel Barros Soares,Pedro Nuno,Fábio Abreu,Pedro Trigueira,Lazar Rosić,Anthony D'Alberto,Nenê,Luís Machado,Abdu Conté,,,,,
1,seg,2019-08-12,20:15,Vitória Setúbal,0.7,1.3,Tondela,3795,Estádio do Bonfim,Vitor Ferreira Fernandes,/pt/partidas/c5d45065/Vitoria-Setubal-Tondela-2019Agosto12-Primeira-Liga,0,0,4-4-2,4-1-4-1,23.0,18.0,3.0,3.0,11.0,14.0,455.0,514.0,21.0,14.0,15.0,4.0,14.0,15.0,1.0,1.0,8.0,5.0,82.0,106.0,7.0,0.0,1.0,2.0,0.0,0.0,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Khaled Hachadi,Éber Bessa,Vasco Fernandes,Sílvio,José Semedo,Tiago Castro,Carlinhos,Zequinha,Milton Raphael,Hélder Guedes,Nuno Daniel Costeira Valente,Hildeberto Pereira,André Martins Sousa,Bruno Pires,Cláudio Ramos,Bruno Wilson,Pedro Borges,João Pedro,José Luis García Vayá,Jhon Murillo,Fahd Moufi,Yohan Tavares,Filipe Ferreira,Jonathan Rubio,Richard,Diogo Silva,João Jaquité,Román Castillo,João Vigário,Bruno Monteiro,Rúben Fonseca,,,,,
2,sex,2019-08-16,20:30,Famalicão,0.9,1.8,Rio Ave,4960,Estádio Municipal 22 de Junho,Rui Costa,/pt/partidas/25f0f9e8/Famalicao-Rio-Ave-2019Agosto16-Primeira-Liga,1,0,4-3-3,4-4-2,16.0,16.0,5.0,2.0,10.0,10.0,643.0,437.0,11.0,11.0,6.0,13.0,10.0,14.0,1.0,4.0,5.0,11.0,106.0,72.0,3.0,0.0,0.0,5.0,1.0,0.0,Rafael Defendi,Lionn,Gonçalo Rodrigues,Rúben Lameiras,Fábio Martins,Gustavo Assuncao,Nehuén Pérez,Toni Martínez,Josh Tymon,Pedro Gonçalves,Patrick,Vitor Caetano,Walterson,Riccieli,Diogo Gonçalves,Álex Centelles,Anderson,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Junio,Messias,Gabriel Airton de Souza,Paulo Vítor Fagundes dos Anjos,Toni Borevkovic,Ronan,Carlos Mané,Nikola Jambor,Pedro Amaral,,,,,
2,sáb,2019-08-17,16:30,Moreirense,2.0,0.8,Gil Vicente FC,1792,P.D. Comendador Joaquim de Almeida Freit...,Manuel Oliveira,/pt/partidas/8e8398a8/Moreirense-Gil-Vicente-FC-2019Agosto17-Primeira-Liga,3,0,4-3-3,4-2-3-1,17.0,16.0,3.0,5.0,12.0,23.0,448.0,570.0,21.0,15.0,19.0,14.0,38.0,16.0,2.0,1.0,16.0,6.0,85.0,86.0,0.0,0.0,0.0,3.0,0.0,0.0,Mateus Pasinato,João Aurélio,Iago Santos,Fábio Pacheco,Bilel Aouacheria,Steven Vitória,Djavan da Silva Ferreira,Filipe Soares,Alexandre Miguel Barros Soares,Pedro Nuno,Fábio Abreu,Pedro Trigueira,Lazar Rosić,Anthony D'Alberto,Nenê,Luther Singh,Luís Machado,Denis,Soares,Rodrigão,João Afonso Crispim,Lourency,Erick,Arthur Henrique,Kellyton,Bozhidar Kraev,Rúben Fernandes,Sandro Lima,Zakaria Naidji,Leo Cordeiro,Edwin Banguera,Samuel,Wellington Luís,Ygor Nogueira,,,,,
2,sáb,2019-08-17,19:00,B-SAD,1.0,1.8,Benfica,17821,Estádio Nacional,Fábio Costa,/pt/partidas/56fb9ca9/Belenenses-SAD-Benfica-2019Agosto17-Primeira-Liga,0,2,3-4-1-2,4-4-2,11.0,10.0,5.0,4.0,10.0,22.0,587.0,625.0,20.0,13.0,13.0,17.0,23.0,11.0,2.0,5.0,11.0,8.0,80.0,81.0,7.0,0.0,0.0,1.0,0.0,0.0,Hervé Koffi,Eduardo Kau,Francisco Varela,Licá,Kikas,Matija Ljujić,Diogo Calila,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,Mika,Show,André Sousa,Dieguinho,Nicolás Vélez,Chima Akas,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Raúl de Tomás,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,Florentino Luís,Nuno Tavares,Francisco Reis Ferreira,Ivan Zlobin,Caio Lucas Fernandes,Chiquinho,Jardel,Adel Taarabt,João Ferreira,,,,,
2,sáb,2019-08-17,21:30,Porto,2.7,0.9,Vitória Setúbal,38820,Estádio Do Dragão,Manuel Mota,/pt/partidas/e991a703/Porto-Vitoria-Setubal-2019Agosto17-Primeira-Liga,4,0,4-4-2,4-3-3,17.0,15.0,7.0,0.0,17.0,5.0,661.0,432.0,25.0,17.0,5.0,12.0,3.0,18.0,0.0,1.0,2.0,13.0,58.0,56.0,0.0,0.0,0.0,2.0,0.0,0.0,Agustín Marchesín,Pepe,Iván Marcano,Luis Díaz,Romário Baró,Moussa Marega,Alex Telles,Mateus Uribe,Jesús Corona,Zé Luís,Danilo Pereira,Diogo Costa,Shoya Nakajima,Wilson Manafá,Chancel Mbemba,Otávio,Tiquinho Soares,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Khaled Hachadi,Éber Bessa,Hildeberto Pereira,Sílvio,Bruno Pires,Leandro Vilela,Zequinha,João Valido,Hélder Guedes,André Martins Sousa,Braian Mansilla,Tiago Castro,João Meira,,,,,
2,dom,2019-08-18,16:00,Paços,0.8,0.8,Santa Clara,3153,Estádio da Capital do Móvel,André Narciso,/pt/partidas/331cc413/Pacos-de-Ferreira-Santa-Clara-2019Agosto18-Primeira-Liga,0,1,4-2-3-1,4-2-3-1,24.0,19.0,8.0,3.0,37.0,12.0,604.0,419.0,6.0,7.0,5.0,12.0,9.0,25.0,1.0,2.0,6.0,11.0,115.0,90.0,3.0,0.0,0.0,1.0,0.0,0.0,Ricardo Ribeiro,Marco Baixinho,Bruno Teles,Pedro Filipe Barbosa Moreira,Bruno Araújo dos Santos,Hélder Ferreira,Luíz Carlos,Lamine Diaby,Maracás,Murilo Oliveira de Freitas,Douglas Tanque,Simão Bertelli,André Micael,Oleg Reabciuk,André Leão,Zé Uilton,Matchoi Djaló,Marco André Rocha Pereira,Fábio Cardoso,João Afonso,Osama Rashid,Ukra,Bruno Lamas,Carlos,Thiago Santana,Mamadu Candé,Francisco Ramos,Patrick,André Ferreira,Zaidu Sanusi,João Paulo Lázaro Lucas,Lincoln,Rui Filipe Cunha Correia,Zé Manuel,,,,,
2,dom,2019-08-18,16:00,Aves,1.5,0.4,Marítimo,1511,Estádio Clube Desportivo das Aves,Jorge de Sousa,/pt/partidas/61698767/Aves-Maritimo-2019Agosto18-Primeira-Liga,3,1,4-2-3-1,4-4-2,25.0,14.0,4.0,7.0,10.0,21.0,399.0,606.0,24.0,9.0,15.0,8.0,34.0,13.0,3.0,2.0,8.0,9.0,84.0,92.0,2.0,0.0,0.0,4.0,0.0,0.0,Quentin Beunardeau,Adam Dźwigała,Adi Mehremić,Rúben Alexandre Gomes Oliveira,Miguel Tavares,Mehrdad Mohammadi,Afonso Figueiredo,Rúben Macedo,Claudio Falcão,Welinton Júnior,Mato Miloš,Raphael Aflalo,Andrej Šimunec,Bruninho,Bruno Xavier,Peu,Enzo Fernández,Charles,Zainadine Júnior,Jorge Correa,Getterson,Edgar Costa,Dejan Kerkez,Rúben Rafael Sousa Ferreira,Franck-Yves Bambock,Jhon Cley,Eulânio Ângelo Chipela Gomes,Josip Vuković,Pedro Mateus,Lucas Áfrico,Daizen Maeda,Leandro Barrera,Erivaldo,Rene Santos,,,,,
2,dom,2019-08-18,18:30,Vitória,1.2,0.3,Boavista,16765,Estádio Dom Afonso Henriques,Artur Soares Dias,/pt/partidas/e978927c/Vitoria-Guimaraes-Boavista-2019Agosto18-Primeira-Liga,1,1,4-3-3,4-2-3-1,16.0,14.0,4.0,2.0,15.0,7.0,572.0,441.0,12.0,17.0,11.0,15.0,10.0,14.0,2.0,2.0,3.0,9.0,84.0,89.0,2.0,0.0,0.0,4.0,0.0,0.0,João Miguel Macedo Silva,Pedrão,Edmond Tapsoba,Alexandre Guedes,Rochinha,Falaye Sacko,Almoatasem Al Musrati,Florent Hanin,Domingos André Ribeiro Almeida,Pedro Rodrigues,Davidson da Luz Pereira,Douglas,Valeriy Bondarenko,Rafa Soares,João Carlos Teixeira,Lucas Soares,João Pedro Sousa Silva,Rafael Bracalli,Lucas Tagliapietra,Nwankwo Obiora,Marlon,Gustavo Sauer,Mateus Galiano da Costa,Yusupha Njie,Carraça,Rafael Costa,Neris,Heriberto Tavares,João Gonçalves,Alberto Bueno,Edu Machado,Ricardo Costa,Cassiano,Idrissa Mandiang,,,,,
2,dom,2019-08-18,21:00,Sporting CP,1.2,2.2,Braga,35692,Estádio José Alvalade,Luís Godinho,/pt/partidas/f6156e2a/Sporting-CP-Braga-2019Agosto18-Primeira-Liga,2,1,4-3-3,4-4-2,14.0,16.0,2.0,7.0,7.0,24.0,584.0,625.0,23.0,24.0,12.0,7.0,27.0,14.0,4.0,0.0,12.0,5.0,85.0,66.0,3.0,0.0,0.0,5.0,0.0,0.0,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Raphinha,Jérémy Mathieu,Abdoulay Diaby,Luiz Phellype,Wendel,Thierry Correia,Idrissa Doumbia,Luís Maximiano,Tiago Ilori,Eduardo Henrique,Rafael Camacho,Luciano Vietto,Luís Neto,Matheus,Nuno Sequeira,Claudemir de Souza,Wilson Eduardo,Koka,Pablo Santos,André Horta,Ricardo Horta,Fransérgio,Bruno Viana,Ricardo Esgaio,Eduardo Carvalho,Vítor Tormena,Diogo Viana,João Novais,Murilo Costa,Paulinho,,,,,
2,seg,2019-08-19,20:15,Tondela,0.4,1.5,Portimonense,2955,Estádio João Cardoso,Hugo Miguel,/pt/partidas/dc1cb25f/Tondela-Portimonense-2019Agosto19-Primeira-Liga,1,2,4-3-3,4-3-3,11.0,15.0,7.0,3.0,22.0,15.0,606.0,496.0,13.0,9.0,7.0,11.0,8.0,30.0,2.0,1.0,10.0,7.0,98.0,94.0,1.0,0.0,0.0,1.0,0.0,0.0,Cláudio Ramos,Bruno Wilson,Pedro Borges,João Pedro,José Luis García Vayá,Jhon Murillo,Fahd Moufi,Yohan Tavares,Filipe Ferreira,Jonathan Rubio,Richard,Diogo Silva,João Jaquité,António Xavier,Pité,Román Castillo,João Vigário,Ricardo Abel Barbosa Ferreira,Jadson,Romulo,Bruno Tabata,Henrique,Pedro Sá,Koki Anzai,José Cevallos Enríquez,Willyan,Aylton Boa Morte,Iury de Castilho,Shūichi Gonda,Emmanuel Hackman,Dener,Marlos Moreno,Luquinha,José Gomes,,,,,
3,sex,2019-08-23,19:00,Vitória Setúbal,1.0,0.3,Moreirense,3787,Estádio do Bonfim,Iancu Vasilica,/pt/partidas/fada5071/Vitoria-Setubal-Moreirense-2019Agosto23-Primeira-Liga,0,0,4-4-2,4-3-3,18.0,26.0,9.0,5.0,29.0,9.0,503.0,479.0,10.0,12.0,14.0,9.0,11.0,23.0,2.0,4.0,2.0,8.0,73.0,72.0,3.0,0.0,0.0,1.0,0.0,0.0,Giorgi Makaridze,Artur Jorge Marques Amorim,Mano,Nuno Daniel Costeira Valente,Khaled Hachadi,Éber Bessa,Sílvio,Bruno Pires,José Semedo,Carlinhos,Zequinha,Milton Raphael,Hélder Guedes,André Martins Sousa,Mathiola,Braian Mansilla,Kgaogelo Sekgota,Mateus Pasinato,João Aurélio,Iago Santos,Fábio Pacheco,Bilel Aouacheria,Steven Vitória,Filipe Soares,Alexandre Miguel Barros Soares,Pedro Nuno,Fábio Abreu,Abdu Conté,Pedro Trigueira,Lazar Rosić,Anthony D'Alberto,Nenê,Sori Mané,Luther Singh,,,,,
3,sex,2019-08-23,21:15,Rio Ave,4.2,0.6,Aves,2485,Estádio do Rio Ave Futebol Clube,Fábio Costa,/pt/partidas/0dac8154/Rio-Ave-Aves-2019Agosto23-Primeira-Liga,5,1,4-2-3-1,4-2-3-1,17.0,15.0,3.0,6.0,10.0,21.0,686.0,484.0,16.0,14.0,9.0,11.0,36.0,12.0,0.0,3.0,11.0,10.0,83.0,79.0,0.0,0.0,0.0,3.0,0.0,0.0,Paweł Kieszek,Matheus Reis,Nélson Monte,Filipe Augusto,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Diego Lopes,Nuno Santos,Aderlan Santos,Mehdi Taremi,Paulo Vítor Fagundes dos Anjos,Junio,Vitó Ferreira,Ronan,Carlos Mané,Pedro Amaral,Quentin Beunardeau,Adam Dźwigała,Adi Mehremić,Rúben Alexandre Gomes Oliveira,Kahraba,Mehrdad Mohammadi,Afonso Figueiredo,Rúben Macedo,Claudio Falcão,Welinton Júnior,Mato Miloš,Raphael Aflalo,Andrej Šimunec,Bruninho,Bruno Xavier,Enzo Fernández,Miguel Tavares,,,,,
3,sáb,2019-08-24,19:00,Benfica,0.3,1.9,Porto,62735,Estádio do Sport Lisboa e Benfica,Jorge de Sousa,/pt/partidas/86b0ab90/Benfica-Porto-2019Agosto24-Primeira-Liga,0,2,4-4-2,4-4-2,15.0,12.0,5.0,4.0,28.0,12.0,599.0,585.0,37.0,23.0,5.0,17.0,13.0,27.0,3.0,0.0,8.0,6.0,82.0,102.0,2.0,0.0,0.0,5.0,0.0,0.0,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Raúl de Tomás,Haris Seferović,Pizzi,Andreas Samaris,Rafa Silva,Florentino Luís,Nuno Tavares,Francisco Reis Ferreira,Ivan Zlobin,Caio Lucas Fernandes,Chiquinho,Jardel,André Almeida,Adel Taarabt,Agustín Marchesín,Pepe,Iván Marcano,Luis Díaz,Romário Baró,Moussa Marega,Alex Telles,Mateus Uribe,Jesús Corona,Zé Luís,Danilo Pereira,Diogo Costa,Bruno Xavier Almeida Costa,Wilson Manafá,Chancel Mbemba,Otávio,Tiquinho Soares,,,,,
3,sáb,2019-08-24,21:30,Boavista,0.8,1.3,Paços,6391,Estádio do Bessa Século XXI,Manuel Mota,/pt/partidas/7280ebbe/Boavista-Pacos-de-Ferreira-2019Agosto24-Primeira-Liga,1,1,4-2-3-1,4-2-3-1,17.0,17.0,6.0,8.0,16.0,18.0,530.0,486.0,17.0,19.0,6.0,8.0,17.0,19.0,1.0,1.0,3.0,7.0,75.0,60.0,5.0,0.0,0.0,2.0,0.0,0.0,Rafael Bracalli,Lucas Tagliapietra,Nwankwo Obiora,Marlon,Mateus Galiano da Costa,Alberto Bueno,Carraça,Nikola Stojiljković,Rafael Costa,Neris,Heriberto Tavares,João Gonçalves,Gustavo Sauer,Fábio Espinho,Yusupha Njie,Ricardo Costa,Cassiano,Simão Bertelli,Marco Baixinho,Bruno Teles,Pedro Filipe Barbosa Moreira,Renat Dadaşov,Bruno Araújo dos Santos,Hélder Ferreira,Luíz Carlos,Lamine Diaby,Maracás,Murilo Oliveira de Freitas,Marco Aurélio Ribeiro Sousa,André Micael,Oleg Reabciuk,Bernardo Sousa Pereira Brites Martins,Rafael Gava,Diogo Almeida,,,,,
3,dom,2019-08-25,15:00,Santa Clara,0.9,0.3,B-SAD,3525,Estádio de São Miguel,João Pinheiro,/pt/partidas/8f47d4d2/Santa-Clara-Belenenses-SAD-2019Agosto25-Primeira-Liga,0,0,4-2-3-1,3-4-1-2,9.0,13.0,9.0,2.0,23.0,13.0,480.0,726.0,5.0,18.0,11.0,6.0,17.0,29.0,3.0,2.0,4.0,8.0,95.0,84.0,2.0,0.0,0.0,1.0,0.0,0.0,Marco André Rocha Pereira,Fábio Cardoso,João Afonso,Osama Rashid,Ukra,Bruno Lamas,Carlos,Thiago Santana,Mamadu Candé,Francisco Ramos,Patrick,João Lopes,Zaidu Sanusi,César,Lincoln,Rui Filipe Cunha Correia,Zé Manuel,Hervé Koffi,Eduardo Kau,Francisco Varela,Licá,Kikas,Matija Ljujić,Diogo Calila,André Santos,Gonçalo Silva,Jonatan Lucca,Nuno Miguel Prata Coelho,André Moreira,Show,André Sousa,Dieguinho,Nicolás Vélez,Chima Akas,,,,,
3,dom,2019-08-25,16:00,Marítimo,2.0,2.9,Tondela,5568,Estádio dos Barreiros,André Narciso,/pt/partidas/0ef43cb6/Maritimo-Tondela-2019Agosto25-Primeira-Liga,2,3,4-4-2,4-4-2,10.0,13.0,4.0,6.0,18.0,14.0,500.0,454.0,7.0,11.0,14.0,16.0,21.0,26.0,4.0,2.0,7.0,12.0,96.0,83.0,2.0,0.0,0.0,5.0,0.0,0.0,Charles,Zainadine Júnior,Jorge Correa,Daizen Maeda,Dejan Kerkez,Rúben Rafael Sousa Ferreira,Franck-Yves Bambock,Jhon Cley,Eulânio Ângelo Chipela Gomes,Josip Vuković,Marcelinho,Amir Abedzadeh,Rodrigo Pinho,Getterson,Edgar Costa,Leandro Barrera,Erivaldo,Cláudio Ramos,Bruno Wilson,João Jaquité,António Xavier,Denílson,José Luis García Vayá,Jhon Murillo,Fahd Moufi,Yohan Tavares,Filipe Ferreira,Richard,Babacar Niasse,Pedro Borges,João Pedro,Pité,Tomislav Štrkalj,Jonathan Rubio,,,,,
3,dom,2019-08-25,18:30,Portimonense,1.6,2.6,Sporting CP,5634,Estádio do Portimonense SC,Carlos Xistra,/pt/partidas/bcfa9dea/Portimonense-Sporting-CP-2019Agosto25-Primeira-Liga,1,3,4-1-4-1,4-2-3-1,18.0,13.0,3.0,6.0,21.0,12.0,561.0,491.0,17.0,16.0,19.0,9.0,12.0,13.0,3.0,3.0,6.0,18.0,93.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,Ricardo Abel Barbosa Ferreira,Jadson,Romulo,Bruno Tabata,Henrique,Pedro Sá,Koki Anzai,José Cevallos Enríquez,Willyan,Aylton Boa Morte,Iury de Castilho,Shūichi Gonda,Emmanuel Hackman,Dener,Jackson Martínez,Marlos Moreno,Lucas Fernandes,Renan Ribeiro,Sebastián Coates,Bruno Fernandes,Marcos Acuña,Luciano Vietto,Raphinha,Jérémy Mathieu,Luiz Phellype,Wendel,Thierry Correia,Idrissa Doumbia,Luís Maximiano,Eduardo Henrique,Rafael Camacho,Luís Neto,Gonzalo Plata,Abdoulay Diaby,,,,,
3,dom,2019-08-25,20:30,Gil Vicente FC,1.4,0.6,Braga,6769,Estádio Cidade de Barcelos,Hugo Miguel,/pt/partidas/855efc05/Gil-Vicente-FC-Braga-2019Agosto25-Primeira-Liga,1,1,4-2-3-1,4-4-2,13.0,13.0,5.0,1.0,20.0,13.0,611.0,528.0,8.0,12.0,13.0,6.0,11.0,25.0,2.0,2.0,7.0,9.0,92.0,79.0,2.0,0.0,0.0,2.0,0.0,0.0,Denis,Alexandre Pinto,Soares,Rodrigão,João Afonso Crispim,Lourency,Zakaria Naidji,Arthur Henrique,Edwin Banguera,Bozhidar Kraev,Rúben Fernandes,Juan Ruiz,Leo Cordeiro,Samuel,Wellington Luís,Ygor Nogueira,Sandro Lima,Eduardo Carvalho,Vítor Tormena,Lucas Cunha,Claudemir de Souza,Koka,Diogo Viana,João Novais,Rui Fonte,Murilo Costa,Galeno,Caju,Tiago Sá,Xadas,Fransérgio,Ricardo Esgaio,João Palhinha,Francisco Trincão,,,,,
