Jornada,Dia,Data,Horário,home,xG_home,xG_away,away,Assistance,Local,Árbitro,Relatório da Partida,goals_home,goals_away,formacao_home,formacao_away,Faltas_home,Faltas_away,Escanteios_home,Escanteios_away,Cruzamentos_home,Cruzamentos_away,Contatos_home,Contatos_away,Bote defensivo_home,Bote defensivo_away,Cortes_home,Cortes_away,Defesas_home,Defesas_away,Impedimentos_home,Impedimentos_away,Tiro de meta_home,Tiro de meta_away,Bolas longas_home,Bolas longas_away,yellow_card_home,red_card_home,yellow_red_card_home,yellow_card_away,red_card_away,yellow_red_card_away,jogador1_home,jogador2_home,jogador3_home,jogador4_home,jogador5_home,jogador6_home,jogador7_home,jogador8_home,jogador9_home,jogador10_home,jogador11_home,jogador12_home,jogador13_home,jogador14_home,jogador15_home,jogador16_home,jogador17_home,jogador1_away,jogador2_away,jogador3_away,jogador4_away,jogador5_away,jogador6_away,jogador7_away,jogador8_away,jogador9_away,jogador10_away,jogador11_away,jogador12_away,jogador13_away,jogador14_away,jogador15_away,jogador16_away,jogador17_away,jogador18_home,jogador18_away,jogador19_away,jogador19_home,jogador20_away
26,qua,2020-06-10,19:15,Portimonense,0.8,1.1,Benfica,0,Estádio do Portimonense SC,Carlos Xistra,/pt/partidas/1869be52/Portimonense-Benfica-2020Junho10-Primeira-Liga,2,2,4-2-3-1,4-4-2,19.0,16.0,5.0,3.0,16.0,22.0,670.0,595.0,15.0,19.0,24.0,7.0,26.0,18.0,1.0,0.0,6.0,8.0,111.0,91.0,5.0,0.0,0.0,3.0,0.0,0.0,Shūichi Gonda,Lucas Possignolo,Emmanuel Hackman,Dener,Bruno Tabata,Ricardo Vaz Tê,Henrique,Pedro Sá,Júnior Tavares,Willyan,Lucas Fernandes,Samuel Portugal,Jadson,Romulo,Marlos Moreno,Beto,Fali Candé,Odisseas Vlachodimos,Álex Grimaldo,Rúben Dias,Franco Cervi,Pizzi,Rafa Silva,Julian Weigl,Jardel,André Almeida,Adel Taarabt,Carlos Vinícius,Mile Svilar,Gabriel,Haris Seferović,Chiquinho,Dyego Sousa,Florentino Luís,Aylton Boa Morte,Nuno Tavares,Jota,Bruno Xavier Almeida Costa,
26,qua,2020-06-10,21:30,Porto,1.1,1.1,Marítimo,0,Estádio Do Dragão,Tiago Martins,/pt/partidas/c4bed6f4/Porto-Maritimo-2020Junho10-Primeira-Liga,1,0,4-4-2,5-3-2,15.0,13.0,8.0,1.0,20.0,18.0,654.0,475.0,12.0,16.0,15.0,7.0,9.0,15.0,1.0,1.0,10.0,7.0,100.0,74.0,4.0,0.0,1.0,3.0,0.0,0.0,Agustín Marchesín,Pepe,Luis Díaz,Moussa Marega,Alex Telles,Jesús Corona,Wilson Manafá,Chancel Mbemba,Zé Luís,Danilo Pereira,Sérgio Oliveira,Diogo Costa,Diogo Leite,Vincent Aboubakar,Mateus Uribe,Tiquinho Soares,Fábio Silva,Charles,Bebeto,Zainadine Júnior,Daizen Maeda,Dejan Kerkez,Rúben Rafael Sousa Ferreira,Franck-Yves Bambock,Rene Santos,Eulânio Ângelo Chipela Gomes,Diederrick Joel,Diego Moreno,Amir Abedzadeh,Xadas,Getterson,Edgar Costa,Jefferson,Milson,Fabio Vieira,Josip Vuković,Fábio China,João Mário Lopes,
26,qui,2020-06-11,19:00,B-SAD,0.4,0.9,Vitória,0,Estádio Nacional,Iancu Vasilica,/pt/partidas/18848ee3/Belenenses-SAD-Vitoria-Guimaraes-2020Junho11-Primeira-Liga,1,1,3-4-3,4-1-4-1,16.0,15.0,1.0,13.0,8.0,27.0,579.0,600.0,15.0,19.0,15.0,10.0,17.0,9.0,1.0,0.0,13.0,6.0,87.0,81.0,2.0,0.0,0.0,1.0,0.0,0.0,Hervé Koffi,Show,Licá,Tiago Esgaio,Thibang Phete,Nilton Varela,André Santos,Mateo Cassierra,Gonçalo Silva,Nuno Miguel Prata Coelho,Marco Matias,André Moreira,Chahreddine Boukholda,Rúben Lima,Dieguinho,Diogo Calila,Nuno Pina,Douglas,Frederico Venâncio,Valeriy Bondarenko,Lucas Evangelista,João Carlos Teixeira,Falaye Sacko,Marcus Edwards,Florent Hanin,Pedro Rodrigues,Davidson da Luz Pereira,Bruno Duarte,João Miguel Macedo Silva,Ola John,Léo Bonatini,Víctor Hugo García,Rochinha,Mikel Agu,Danny Henriques,Denis-Will Poha,Easah Suliman,Robinho Vieira,
26,qui,2020-06-11,21:15,Tondela,0.6,0.8,Aves,0,Estádio João Cardoso,Rui Oliveira,/pt/partidas/82ce592a/Tondela-Aves-2020Junho11-Primeira-Liga,2,0,4-4-2,4-3-3,21.0,17.0,6.0,6.0,16.0,26.0,619.0,504.0,9.0,11.0,7.0,12.0,22.0,19.0,4.0,1.0,8.0,2.0,70.0,95.0,3.0,0.0,0.0,2.0,0.0,1.0,Cláudio Ramos,Marko Petković,António Xavier,João Pedro,Ronan,José Luis García Vayá,Yohan Tavares,Filipe Ferreira,Ricardo Jorge Oliveira Valente,Richard,Philipe Sampaio,Babacar Niasse,João Jaquité,Pité,Jhon Murillo,Tiago Melo Almeida,Tomislav Štrkalj,Fábio Szymonek,Rúben Alexandre Gomes Oliveira,Marius Mouandilmadji,Oumar Diakhite,Ricardo Mangas,Aaron Tshibola,Rúben Macedo,Claudio Falcão,Jonathan Buatu Mananga,José Varela,Mato Miloš,Raphael Aflalo,Zidane Banjaqui,Mehrdad Mohammadi,Afonso Figueiredo,Bruno Lourenço,Bruno Morais,Rúben Fonseca,Estrela,Pedro Soares,Ricardo Miguel Martins Alves,
26,sex,2020-06-12,19:00,Moreirense,0.8,1.4,Rio Ave,0,P.D. Comendador Joaquim de Almeida Freit...,Jorge de Sousa,/pt/partidas/9d13fa9a/Moreirense-Rio-Ave-2020Junho12-Primeira-Liga,0,1,4-1-4-1,4-2-3-1,14.0,17.0,9.0,6.0,34.0,17.0,601.0,654.0,15.0,16.0,10.0,10.0,16.0,37.0,1.0,1.0,10.0,10.0,88.0,106.0,4.0,0.0,0.0,2.0,0.0,0.0,Mateus Pasinato,João Aurélio,Lazar Rosić,Iago Santos,Anthony D'Alberto,Fábio Pacheco,Bilel Aouacheria,Filipe Soares,Luther Singh,Alexandre Miguel Barros Soares,Fábio Abreu,Pedro Trigueira,Nenê,Ibrahima Camará,Sori Mané,Steven Vitória,Pedro Nuno,Paweł Kieszek,Nélson Monte,Filipe Augusto,Toni Borevkovic,Diego Lopes,Aderlan Santos,Almoatasem Al Musrati,Carlos Mané,Pedro Amaral,Gelson,Mehdi Taremi,Paulo Vítor Fagundes dos Anjos,Diogo Figueiras,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Nuno Santos,Junio,Luís Machado,Lucas Piazon,Vitó Ferreira,Abdu Conté,
26,sex,2020-06-12,21:15,Sporting CP,0.6,0.8,Paços,0,Estádio José Alvalade,Rui Costa,/pt/partidas/c070d577/Sporting-CP-Pacos-de-Ferreira-2020Junho12-Primeira-Liga,1,0,3-4-3,4-1-4-1,25.0,18.0,5.0,4.0,12.0,15.0,596.0,416.0,13.0,17.0,9.0,12.0,29.0,16.0,0.0,0.0,4.0,9.0,60.0,87.0,1.0,0.0,0.0,2.0,0.0,0.0,Luís Maximiano,Sebastián Coates,Rafael Camacho,Marcos Acuña,Luciano Vietto,Cristian Borja,Wendel,Eduardo Quaresma,Matheus Nunes,Jovane Cabral,Andraž Šporar,Renan Ribeiro,Eduardo Henrique,Stefan Ristovski,Luís Neto,Francisco Geraldes,Gonzalo Plata,Ricardo Ribeiro,Oleg Reabciuk,Pedro Filipe Barbosa Moreira,Jorge Fernando Santos Silva,Lamine Diaby,Maracás,Vasco Rocha,João Amaral,Marcelo dos Santos Ferreira,Murilo Oliveira de Freitas,Douglas Tanque,Marco Aurélio Ribeiro Sousa,Marco Baixinho,Welthon,Zé Uilton,Bruno Araújo dos Santos,Hélder Ferreira,Nuno Mendes,Adriano Castanheira,Luíz Carlos,Pedro Mendes,
26,sáb,2020-06-13,21:00,Braga,0.7,1.1,Boavista,0,Estádio Municipal de Braga,Luís Godinho,/pt/partidas/b3b0ae1a/Braga-Boavista-2020Junho13-Primeira-Liga,0,1,3-4-3,3-4-3,22.0,16.0,9.0,6.0,39.0,13.0,734.0,412.0,17.0,16.0,12.0,9.0,12.0,49.0,0.0,3.0,6.0,12.0,88.0,83.0,2.0,0.0,0.0,3.0,0.0,0.0,Matheus,Nuno Sequeira,Rolando,André Horta,Paulinho,Ricardo Horta,Fransérgio,Bruno Viana,Ricardo Esgaio,Francisco Trincão,David Carmo,Tiago Sá,Bruno Wilson,Wilson Eduardo,Diogo Viana,João Novais,Rui Fonte,Helton Leite,Marlon,Gustavo Sauer,Gustavo Dulanto,Alberto Bueno,Carraça,Ricardo Costa,Neris,Paulinho,Cassiano,Idrissa Mandiang,Rafael Bracalli,Lucas Tagliapietra,Nwankwo Obiora,Mateus Galiano da Costa,Yusupha Njie,Miguel Reisinho,João Palhinha,Fernando David Cardozo,Tomás Reymão,Pedro Amador,
27,seg,2020-06-15,19:00,Marítimo,1.9,1.5,Gil Vicente FC,0,Estádio dos Barreiros,João Bento,/pt/partidas/8fd020fc/Maritimo-Gil-Vicente-FC-2020Junho15-Primeira-Liga,2,1,4-2-3-1,4-3-3,18.0,14.0,4.0,4.0,19.0,27.0,525.0,584.0,12.0,13.0,8.0,5.0,29.0,12.0,4.0,3.0,9.0,12.0,61.0,87.0,2.0,0.0,0.0,0.0,0.0,0.0,Charles,Zainadine Júnior,Xadas,Jorge Correa,Rodrigo Pinho,Franck-Yves Bambock,Rene Santos,Eulânio Ângelo Chipela Gomes,Josip Vuković,Fábio China,Diederrick Joel,Amir Abedzadeh,Getterson,Edgar Costa,Daizen Maeda,Dejan Kerkez,Jefferson,Denis,Alexandre Pinto,Soares,Rodrigão,Lourency,Claude Gonçalves,Bozhidar Kraev,Rúben Fernandes,Henrique Gomes,Rúben Tiago Rodrigues Ribeiro,Sandro Lima,Bruno Ferreira,João Afonso Crispim,Zakaria Naidji,Hugo Vieira,Arthur Henrique,Vitor Carvalho,Erivaldo,Edwin Banguera,Yves Baraye,Milson,
27,ter,2020-06-16,18:00,Santa Clara,1.4,0.5,Portimonense,0,Cidade do Futebol,Gustavo Correia,/pt/partidas/c1134b16/Santa-Clara-Portimonense-2020Junho16-Primeira-Liga,1,1,4-4-2,4-3-3,18.0,14.0,13.0,7.0,24.0,23.0,465.0,535.0,15.0,19.0,10.0,15.0,21.0,33.0,1.0,1.0,6.0,9.0,87.0,86.0,2.0,1.0,0.0,4.0,0.0,0.0,Marco André Rocha Pereira,Rafael Ramos,Zaidu Sanusi,Fábio Cardoso,João Afonso,Osama Rashid,Thiago Santana,Lincoln,Costinha,Mamadu Candé,Anderson Carvalho,Rodolfo Furtado,César,Carlos,Rui Filipe Cunha Correia,Pierre Sagna,Crysan,Shūichi Gonda,Lucas Possignolo,Emmanuel Hackman,Dener,Jackson Martínez,Bruno Tabata,Júnior Tavares,Willyan,Lucas Fernandes,Fali Candé,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Jadson,Romulo,Marlos Moreno,Ricardo Vaz Tê,Beto,Diogo Salomão,Henrique,Pedro Sá,Zé Manuel,
27,ter,2020-06-16,21:15,Aves,0.2,2.5,Porto,0,Estádio Clube Desportivo das Aves,Carlos Xistra,/pt/partidas/59a7e5ea/Aves-Porto-2020Junho16-Primeira-Liga,0,0,5-3-2,4-3-3,21.0,21.0,1.0,12.0,6.0,47.0,358.0,842.0,27.0,13.0,19.0,7.0,42.0,6.0,1.0,1.0,15.0,4.0,81.0,100.0,6.0,0.0,0.0,3.0,0.0,0.0,Fábio Szymonek,Oumar Diakhite,Zidane Banjaqui,Mehrdad Mohammadi,Afonso Figueiredo,Claudio Falcão,Jonathan Buatu Mananga,Bruno Morais,Estrela,Pedro Soares,Arthur Yamga,Raphael Aflalo,Rúben Alexandre Gomes Oliveira,Pedro Delgado,Kelvin Boateng,Aaron Tshibola,Rúben Macedo,Agustín Marchesín,Tomás Esteves,Pepe,Diogo Leite,Luis Díaz,Mateus Uribe,Jesús Corona,Chancel Mbemba,Zé Luís,Otávio,Sérgio Oliveira,Diogo Costa,Romário Baró,Vincent Aboubakar,Moussa Marega,Danilo Pereira,Tiquinho Soares,Bruno Lourenço,Fabio Vieira,João Mário Lopes,José Varela,
27,qua,2020-06-17,19:00,Paços,2.2,0.4,B-SAD,0,Estádio da Capital do Móvel,Artur Soares Dias,/pt/partidas/c5b8f1b7/Pacos-de-Ferreira-Belenenses-SAD-2020Junho17-Primeira-Liga,2,1,4-3-3,3-4-3,23.0,15.0,4.0,5.0,25.0,16.0,589.0,526.0,13.0,15.0,9.0,10.0,18.0,30.0,2.0,0.0,5.0,9.0,85.0,83.0,5.0,0.0,0.0,3.0,0.0,0.0,Ricardo Ribeiro,Marco Baixinho,Oleg Reabciuk,Pedro Filipe Barbosa Moreira,Hélder Ferreira,Jorge Fernando Santos Silva,Vasco Rocha,João Amaral,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Marco Aurélio Ribeiro Sousa,Bruno Teles,Denílson,Welthon,Zé Uilton,Bruno Araújo dos Santos,Hervé Koffi,Show,Licá,Rúben Lima,Tiago Esgaio,Thibang Phete,André Santos,Mateo Cassierra,Gonçalo Silva,Nuno Miguel Prata Coelho,Marco Matias,André Moreira,Chahreddine Boukholda,Dieguinho,Diogo Calila,Nilton Varela,Nuno Pina,Adriano Castanheira,Danny Henriques,Alhassane Keita,Lamine Diaby,
27,qua,2020-06-17,21:15,Rio Ave,0.8,2.0,Benfica,0,Estádio do Rio Ave Futebol Clube,Luís Godinho,/pt/partidas/e7d2eb68/Rio-Ave-Benfica-2020Junho17-Primeira-Liga,1,2,4-2-3-1,4-4-2,16.0,21.0,4.0,10.0,11.0,31.0,589.0,630.0,19.0,15.0,16.0,8.0,24.0,15.0,0.0,1.0,13.0,2.0,71.0,68.0,3.0,2.0,1.0,2.0,0.0,0.0,Paweł Kieszek,Matheus Reis,Filipe Augusto,Toni Borevkovic,Diogo Figueiras,Diego Lopes,Nuno Santos,Lucas Piazon,Aderlan Santos,Almoatasem Al Musrati,Mehdi Taremi,Paulo Vítor Fagundes dos Anjos,Nélson Monte,Ricardo José Vaz Alves Monteiro,Bruno Moreira,Junio,Carlos Mané,Odisseas Vlachodimos,Rúben Dias,Gabriel,Dyego Sousa,Pizzi,Rafa Silva,Julian Weigl,Adel Taarabt,Nuno Tavares,Tomás Tavares,Francisco Reis Ferreira,Ivan Zlobin,Franco Cervi,Haris Seferović,Andrija Živković,Chiquinho,Andreas Samaris,Pedro Amaral,Florentino Luís,Jota,Messias,
27,qui,2020-06-18,19:00,Boavista,1.0,0.8,Vitória Setúbal,0,Estádio do Bessa Século XXI,António Nobre,/pt/partidas/eb4437c1/Boavista-Vitoria-Setubal-2020Junho18-Primeira-Liga,3,1,3-5-1-1,4-3-3,16.0,18.0,3.0,11.0,7.0,42.0,509.0,534.0,19.0,15.0,6.0,9.0,38.0,11.0,0.0,2.0,11.0,5.0,71.0,67.0,4.0,0.0,0.0,2.0,0.0,0.0,Helton Leite,Marlon,Gustavo Sauer,Gustavo Dulanto,Alberto Bueno,Carraça,Fabiano Leismann,Fernando David Cardozo,Ricardo Costa,Cassiano,Yaw Ackah,Rafael Bracalli,Lucas Tagliapietra,Nwankwo Obiora,Mateus Galiano da Costa,Yusupha Njie,Miguel Reisinho,Giorgi Makaridze,Jubal,Artur Jorge Marques Amorim,Hélder Guedes,Éber Bessa,Hildeberto Pereira,Sílvio,Braian Mansilla,José Semedo,Leandro Vilela,Carlinhos,Lucas Paes,Khaled Hachadi,André Martins Sousa,Nuno Pinto,Bruno Pires,Leandrinho,Nikola Stojiljković,Cristóbal Montiel,Mirko Antonucci,Idrissa Mandiang,
27,qui,2020-06-18,21:15,Sporting CP,1.6,0.4,Tondela,0,Estádio José Alvalade,Manuel Oliveira,/pt/partidas/b8116b50/Sporting-CP-Tondela-2020Junho18-Primeira-Liga,2,0,3-4-3,4-4-2,16.0,20.0,4.0,6.0,16.0,19.0,662.0,515.0,19.0,20.0,14.0,8.0,12.0,14.0,0.0,2.0,3.0,6.0,78.0,63.0,0.0,0.0,0.0,3.0,0.0,0.0,Luís Maximiano,Sebastián Coates,Rafael Camacho,Gonzalo Plata,Jérémy Mathieu,Nuno Mendes,Wendel,Eduardo Quaresma,Matheus Nunes,Jovane Cabral,Andraž Šporar,Renan Ribeiro,Stefan Ristovski,Luís Neto,Rodrigo Battaglia,Francisco Geraldes,Cristian Borja,Cláudio Ramos,Marko Petković,João Jaquité,Ronan,José Luis García Vayá,Jhon Murillo,Yohan Tavares,Filipe Ferreira,Ricardo Jorge Oliveira Valente,Richard,Philipe Sampaio,Babacar Niasse,Pedro Borges,António Xavier,Pité,Tiago Melo Almeida,Tomislav Štrkalj,Pedro Mendes,Rúben Fonseca,Ricardo Miguel Martins Alves,Joelson Fernandes,
27,sex,2020-06-19,19:00,Vitória,1.7,1.4,Moreirense,0,Estádio Dom Afonso Henriques,João Pinheiro,/pt/partidas/e3d7b708/Vitoria-Guimaraes-Moreirense-2020Junho19-Primeira-Liga,1,1,4-1-4-1,4-1-4-1,16.0,10.0,6.0,5.0,18.0,17.0,588.0,554.0,20.0,23.0,7.0,12.0,23.0,22.0,1.0,0.0,4.0,13.0,78.0,81.0,3.0,0.0,1.0,0.0,0.0,0.0,Douglas,Frederico Venâncio,Valeriy Bondarenko,João Carlos Teixeira,Víctor Hugo García,Marcus Edwards,Florent Hanin,Joseph Amoah,Pedro Rodrigues,Davidson da Luz Pereira,Bruno Duarte,Jhonatan,Lucas Evangelista,Ola John,André André,Léo Bonatini,Rochinha,Mateus Pasinato,João Aurélio,Lazar Rosić,Iago Santos,Bilel Aouacheria,Sori Mané,Alexandre Miguel Barros Soares,Fábio Abreu,Abdu Conté,Nuno Santos,Gabriel Airton de Souza,Pedro Trigueira,Anthony D'Alberto,Fábio Pacheco,Nenê,Ibrahima Camará,Luther Singh,Mikel Agu,Rafik Halliche,Pedro Nuno,Abou Ouattara,
27,sex,2020-06-19,21:15,Famalicão,0.3,0.8,Braga,0,Estádio Municipal 22 de Junho,Fábio Veríssimo,/pt/partidas/c172c8ff/Famalicao-Braga-2020Junho19-Primeira-Liga,0,0,4-2-3-1,4-4-2,20.0,12.0,3.0,5.0,10.0,25.0,549.0,663.0,13.0,21.0,15.0,8.0,26.0,5.0,0.0,1.0,19.0,6.0,89.0,92.0,3.0,0.0,1.0,1.0,0.0,0.0,Vaná,Ivo Pinto,Gonçalo Rodrigues,Rúben Lameiras,Riccieli,Diogo Gonçalves,Nehuén Pérez,Toni Martínez,Roderick Miranda,Álex Centelles,Uroš Račić,Rafael Defendi,Walterson,Lawrence Ofori,Gustavo Assuncao,João Neto,Ibrahim Cissé,Matheus,Nuno Sequeira,André Horta,Paulinho,Ricardo Horta,Fransérgio,Bruno Viana,Ricardo Esgaio,Francisco Trincão,Galeno,David Carmo,Eduardo Carvalho,Rolando,Wilson Eduardo,Diogo Viana,João Novais,Rui Fonte,Anderson,Raul Silva,João Palhinha,Racine Coly,
28,dom,2020-06-21,21:00,Gil Vicente FC,2.6,1.2,Aves,0,Estádio Cidade de Barcelos,André Narciso,/pt/partidas/4d1a26a9/Gil-Vicente-FC-Aves-2020Junho21-Primeira-Liga,3,0,4-3-3,5-3-2,23.0,18.0,9.0,2.0,23.0,27.0,503.0,531.0,20.0,12.0,12.0,6.0,25.0,24.0,5.0,4.0,10.0,9.0,105.0,67.0,1.0,0.0,0.0,3.0,0.0,0.0,Denis,Alexandre Pinto,Soares,Rodrigão,Lourency,Claude Gonçalves,Bozhidar Kraev,Rúben Fernandes,Henrique Gomes,Rúben Tiago Rodrigues Ribeiro,Sandro Lima,Bruno Ferreira,João Afonso Crispim,Zakaria Naidji,Hugo Vieira,Arthur Henrique,Vitor Carvalho,Fábio Szymonek,Rúben Alexandre Gomes Oliveira,Oumar Diakhite,Ricardo Mangas,Mehrdad Mohammadi,Aaron Tshibola,Claudio Falcão,Jonathan Buatu Mananga,Bruno Morais,Mato Miloš,Pedro Soares,Raphael Aflalo,Pedro Delgado,Marius Mouandilmadji,Zidane Banjaqui,Afonso Figueiredo,Rúben Macedo,Edwin Banguera,Bruno Lourenço,José Varela,Yves Baraye,
28,seg,2020-06-22,21:00,Portimonense,2.1,1.0,Marítimo,0,Estádio do Portimonense SC,Manuel Mota,/pt/partidas/2381a4d3/Portimonense-Maritimo-2020Junho22-Primeira-Liga,3,2,4-4-2,4-4-2,25.0,13.0,3.0,6.0,16.0,22.0,491.0,602.0,22.0,15.0,16.0,9.0,16.0,10.0,3.0,3.0,8.0,5.0,92.0,92.0,5.0,0.0,0.0,2.0,0.0,0.0,Shūichi Gonda,Jadson,Emmanuel Hackman,Dener,Bruno Tabata,Ricardo Vaz Tê,Júnior Tavares,Willyan,Lucas Fernandes,Fali Candé,Aylton Boa Morte,Ricardo Abel Barbosa Ferreira,Romulo,Marlos Moreno,Meme,Anderson,Henrique,Charles,Bebeto,Zainadine Júnior,Xadas,Jorge Correa,Rodrigo Pinho,Franck-Yves Bambock,Rene Santos,Eulânio Ângelo Chipela Gomes,Josip Vuković,Diederrick Joel,Amir Abedzadeh,Getterson,Edgar Costa,Dejan Kerkez,Erivaldo,Milson,Pedro Sá,Fábio China,Pedro Pelágio,Bruno Xavier Almeida Costa,
28,ter,2020-06-23,19:00,Vitória Setúbal,0.3,3.1,Rio Ave,0,Estádio do Bonfim,Vitor Ferreira Fernandes,/pt/partidas/ed211e28/Vitoria-Setubal-Rio-Ave-2020Junho23-Primeira-Liga,1,2,4-3-3,4-3-3,13.0,11.0,4.0,6.0,15.0,34.0,420.0,746.0,10.0,14.0,12.0,7.0,39.0,14.0,1.0,4.0,10.0,5.0,90.0,97.0,2.0,1.0,0.0,0.0,0.0,0.0,Giorgi Makaridze,Jubal,Artur Jorge Marques Amorim,Mano,Hélder Guedes,Éber Bessa,Hildeberto Pereira,Sílvio,José Semedo,Carlinhos,Zequinha,Lucas Paes,Nuno Daniel Costeira Valente,Khaled Hachadi,André Martins Sousa,Bruno Pires,Leandrinho,Paweł Kieszek,Nélson Monte,Toni Borevkovic,Ricardo José Vaz Alves Monteiro,Diego Lopes,Lucas Piazon,Aderlan Santos,Carlos Mané,Pedro Amaral,Rúben Gonçalves,Mehdi Taremi,Paulo Vítor Fagundes dos Anjos,Matheus Reis,Bruno Moreira,Junio,Vitó Ferreira,Eliseu Cassamá,Cristóbal Montiel,Messias,Leandro Silva,Leandro Vilela,
28,ter,2020-06-23,19:15,Benfica,1.7,1.7,Santa Clara,0,Estádio do Sport Lisboa e Benfica,João Pinheiro,/pt/partidas/97409057/Benfica-Santa-Clara-2020Junho23-Primeira-Liga,3,4,4-4-2,4-4-2,15.0,13.0,4.0,7.0,23.0,22.0,622.0,453.0,20.0,15.0,7.0,13.0,20.0,22.0,3.0,0.0,5.0,11.0,73.0,103.0,2.0,0.0,0.0,1.0,0.0,0.0,Odisseas Vlachodimos,Rúben Dias,Gabriel,Haris Seferović,Pizzi,Rafa Silva,Julian Weigl,André Almeida,Adel Taarabt,Nuno Tavares,Francisco Reis Ferreira,Ivan Zlobin,Franco Cervi,Andrija Živković,Chiquinho,Dyego Sousa,Andreas Samaris,Marco André Rocha Pereira,Rafael Ramos,Zaidu Sanusi,Fábio Cardoso,João Afonso,Osama Rashid,Carlos,Thiago Santana,Costinha,Anderson Carvalho,Francisco Ramos,Rodolfo Furtado,César,João Paulo Lázaro Lucas,Rui Filipe Cunha Correia,Pierre Sagna,Crysan,Jota,Mamadu Candé,Diogo Salomão,Tomás Tavares,
28,ter,2020-06-23,21:15,Porto,2.9,0.2,Boavista,0,Estádio Do Dragão,Artur Soares Dias,/pt/partidas/17260693/Porto-Boavista-2020Junho23-Primeira-Liga,4,0,4-4-2,5-4-1,17.0,19.0,6.0,3.0,22.0,10.0,735.0,398.0,18.0,15.0,9.0,11.0,6.0,32.0,2.0,1.0,4.0,10.0,72.0,54.0,2.0,0.0,0.0,3.0,0.0,0.0,Agustín Marchesín,Tomás Esteves,Pepe,Luis Díaz,Moussa Marega,Alex Telles,Jesús Corona,Chancel Mbemba,Otávio,Sérgio Oliveira,Tiquinho Soares,Diogo Costa,Diogo Leite,Vincent Aboubakar,Mateus Uribe,Wilson Manafá,Danilo Pereira,Helton Leite,Marlon,Gustavo Sauer,Yusupha Njie,Gustavo Dulanto,Alberto Bueno,Carraça,Fabiano Leismann,Ricardo Costa,Paulinho,Idrissa Mandiang,Rafael Bracalli,Lucas Tagliapietra,Nwankwo Obiora,Mateus Galiano da Costa,Miguel Reisinho,Nikola Stojiljković,Fábio Silva,Fernando David Cardozo,Yaw Ackah,Fabio Vieira,
28,qua,2020-06-24,19:00,Tondela,2.5,1.0,Paços,0,Estádio João Cardoso,Hugo Miguel,/pt/partidas/2ec0795e/Tondela-Pacos-de-Ferreira-2020Junho24-Primeira-Liga,1,3,4-4-2,4-2-3-1,21.0,24.0,10.0,4.0,21.0,12.0,620.0,443.0,8.0,20.0,6.0,11.0,18.0,29.0,2.0,2.0,7.0,8.0,88.0,88.0,3.0,0.0,0.0,4.0,0.0,0.0,Cláudio Ramos,Marko Petković,João Pedro,Ronan,Pité,José Luis García Vayá,Jhon Murillo,Yohan Tavares,Filipe Ferreira,Richard,Philipe Sampaio,Babacar Niasse,João Jaquité,António Xavier,João Reis,Tiago Melo Almeida,Rúben Fonseca,Ricardo Ribeiro,Oleg Reabciuk,Pedro Filipe Barbosa Moreira,Hélder Ferreira,Jorge Fernando Santos Silva,Luíz Carlos,Maracás,João Amaral,Marcelo dos Santos Ferreira,Stephen Eustáquio,Douglas Tanque,Marco Aurélio Ribeiro Sousa,Marco Baixinho,André Micael,Bruno Teles,Denílson,Welthon,Ricardo Jorge Oliveira Valente,Zé Uilton,Bruno Araújo dos Santos,Ricardo Miguel Martins Alves,
28,qua,2020-06-24,21:15,Moreirense,1.2,1.5,Famalicão,0,P.D. Comendador Joaquim de Almeida Freit...,António Nobre,/pt/partidas/cc5f2c18/Moreirense-Famalicao-2020Junho24-Primeira-Liga,1,1,4-1-4-1,4-2-3-1,17.0,20.0,5.0,5.0,22.0,18.0,571.0,577.0,10.0,17.0,17.0,21.0,12.0,27.0,0.0,3.0,10.0,5.0,96.0,69.0,3.0,0.0,0.0,3.0,0.0,0.0,Mateus Pasinato,Iago Santos,Anthony D'Alberto,Nenê,Bilel Aouacheria,Sori Mané,Filipe Soares,Rafik Halliche,Abdu Conté,Nuno Santos,Gabriel Airton de Souza,Pedro Trigueira,João Aurélio,Ibrahima Camará,Steven Vitória,Luther Singh,Alexandre Miguel Barros Soares,Vaná,Ivo Pinto,Rúben Lameiras,Fábio Martins,Diogo Gonçalves,Nehuén Pérez,Toni Martínez,Roderick Miranda,Pedro Gonçalves,Álex Centelles,Uroš Račić,Rafael Defendi,Gonçalo Rodrigues,Walterson,Lawrence Ofori,Gustavo Assuncao,Riccieli,Pedro Nuno,Anderson,Racine Coly,Fábio Abreu,
